,JyoCD,Year,Kaiji,Nichiji,RaceNum,Umaban,Jyoken,Kyori,TrackCD,SibaBabaCD,DirtBabaCD,KakuteiJyuni,Ninki,PayTansyoUmaban1,PayTansyoPay1,PayTansyoNinki1,PayTansyoUmaban2,PayTansyoPay2,PayTansyoNinki2,PayFukusyoUmaban1,PayFukusyoPay1,PayFukusyoNinki1,PayFukusyoUmaban2,PayFukusyoPay2,PayFukusyoNinki2,PayFukusyoUmaban3,PayFukusyoPay3,PayFukusyoNinki3,PayFukusyoUmaban4,PayFukusyoPay4,PayFukusyoNinki4,PayFukusyoUmaban5,PayFukusyoPay5,PayFukusyoNinki5
0,06,2019,01,02,01,10,703,1200,24,0,1,11,16,12,000000590,03,,,,12,000000190,03,15,000000150,02,13,000000350,07,,,,,,
0,06,2019,01,02,02,07,703,1800,24,0,1,14,14,16,000000450,03,,,,16,000000130,03,06,000000120,01,10,000000130,02,,,,,,
0,06,2019,01,02,02,11,703,1800,24,0,1,13,10,16,000000450,03,,,,16,000000130,03,06,000000120,01,10,000000130,02,,,,,,
0,06,2019,01,02,02,12,703,1800,24,0,1,15,15,16,000000450,03,,,,16,000000130,03,06,000000120,01,10,000000130,02,,,,,,
0,06,2019,01,02,02,14,703,1800,24,0,1,04,04,16,000000450,03,,,,16,000000130,03,06,000000120,01,10,000000130,02,,,,,,
0,06,2019,01,02,08,04,010,1800,24,0,1,05,02,15,000000620,04,,,,15,000000180,03,16,000000230,05,12,000000150,01,,,,,,
0,06,2019,01,02,08,10,010,1800,24,0,1,09,06,15,000000620,04,,,,15,000000180,03,16,000000230,05,12,000000150,01,,,,,,
0,06,2019,01,02,09,02,016,2200,18,1,0,04,06,12,000000260,01,,,,12,000000130,01,03,000000180,03,04,000000180,04,,,,,,
0,06,2019,01,02,10,02,999,1600,18,1,0,02,07,10,000000560,03,,,,10,000000170,03,02,000000400,07,06,000000130,01,,,,,,
0,08,2019,01,02,06,16,005,1200,24,0,1,12,15,03,000001090,04,,,,03,000000400,05,09,000000520,07,15,000000570,09,,,,,,
0,08,2019,01,02,10,09,999,3000,18,1,0,09,09,02,000002330,05,,,,02,000000320,06,06,000000110,01,04,000000180,03,,,,,,
0,08,2019,01,02,11,02,999,1600,18,1,0,01,04,02,000000680,04,,,,02,000000230,04,01,000000640,10,10,000000220,03,,,,,,
