,JyoCD,Year,Kaiji,Nichiji,RaceNum,Umaban,Jyoken,Kyori,TrackCD,SibaBabaCD,DirtBabaCD,KakuteiJyuni,Ninki,PayTansyoUmaban1,PayTansyoPay1,PayTansyoNinki1,PayTansyoUmaban2,PayTansyoPay2,PayTansyoNinki2,PayFukusyoUmaban1,PayFukusyoPay1,PayFukusyoNinki1,PayFukusyoUmaban2,PayFukusyoPay2,PayFukusyoNinki2,PayFukusyoUmaban3,PayFukusyoPay3,PayFukusyoNinki3,PayFukusyoUmaban4,PayFukusyoPay4,PayFukusyoNinki4,PayFukusyoUmaban5,PayFukusyoPay5,PayFukusyoNinki5
0,06,2019,01,03,02,01,703,1800,24,0,1,16,06,07,000000180,01,,,,07,000000110,01,05,000000140,03,16,000000440,05,,,,,,
0,06,2019,01,03,02,07,703,1800,24,0,1,01,01,07,000000180,01,,,,07,000000110,01,05,000000140,03,16,000000440,05,,,,,,
0,06,2019,01,03,02,08,703,1800,24,0,1,05,09,07,000000180,01,,,,07,000000110,01,05,000000140,03,16,000000440,05,,,,,,
0,06,2019,01,03,02,15,703,1800,24,0,1,06,08,07,000000180,01,,,,07,000000110,01,05,000000140,03,16,000000440,05,,,,,,
0,06,2019,01,03,05,04,703,2200,18,1,0,12,13,02,000002590,06,,,,02,000000560,07,09,000000170,02,07,000000540,05,,,,,,
0,06,2019,01,03,07,02,005,1800,24,0,1,03,03,11,000001180,05,,,,11,000000260,04,04,000000140,02,02,000000180,03,,,,,,
0,06,2019,01,03,07,06,005,1800,24,0,1,15,04,11,000001180,05,,,,11,000000260,04,04,000000140,02,02,000000180,03,,,,,,
0,06,2019,01,03,08,12,999,3200,52,1,1,02,01,08,000000420,02,,,,08,000000140,02,12,000000120,01,13,000000140,03,,,,,,
0,06,2019,01,03,09,08,010,2400,24,0,1,04,03,03,000000150,01,,,,03,000000110,01,05,000000200,05,04,000000520,07,,,,,,
0,06,2019,01,03,11,01,999,1600,18,1,0,01,03,01,000000760,03,,,,01,000000230,02,08,000000270,04,13,000000290,05,,,,,,
0,06,2019,01,03,11,07,999,1600,18,1,0,14,11,01,000000760,03,,,,01,000000230,02,08,000000270,04,13,000000290,05,,,,,,
0,06,2019,01,03,12,08,005,1600,18,1,0,11,09,02,000000660,04,,,,02,000000190,04,13,000000450,07,05,000000130,01,,,,,,
0,08,2019,01,03,06,09,005,1900,24,0,1,07,10,07,000000340,02,,,,07,000000120,02,01,000000130,03,14,000000110,01,,,,,,
