,JyoCD,Year,Kaiji,Nichiji,RaceNum,Umaban,Jyoken,Kyori,TrackCD,SibaBabaCD,DirtBabaCD,KakuteiJyuni,Ninki,PayTansyoUmaban1,PayTansyoPay1,PayTansyoNinki1,PayTansyoUmaban2,PayTansyoPay2,PayTansyoNinki2,PayFukusyoUmaban1,PayFukusyoPay1,PayFukusyoNinki1,PayFukusyoUmaban2,PayFukusyoPay2,PayFukusyoNinki2,PayFukusyoUmaban3,PayFukusyoPay3,PayFukusyoNinki3,PayFukusyoUmaban4,PayFukusyoPay4,PayFukusyoNinki4,PayFukusyoUmaban5,PayFukusyoPay5,PayFukusyoNinki5
0,03,2019,01,02,01,09,703,1700,24,0,1,12,10,03,000000700,02,,,,03,000000200,02,02,000000530,07,06,000000260,04,,,,,,
0,03,2019,01,02,05,14,703,1800,17,1,0,14,16,13,000000510,03,,,,13,000000200,03,11,000000160,01,07,000000360,07,,,,,,
0,03,2019,01,02,09,14,005,1200,17,1,0,04,04,08,000000470,02,,,,08,000000250,04,07,000000250,03,09,000000800,09,,,,,,
0,06,2019,03,06,02,06,703,1800,24,0,1,01,09,06,000005600,09,,,,06,000000630,09,12,000000130,02,11,000000110,01,,,,,,
0,06,2019,03,06,05,04,703,1600,18,1,0,07,09,06,000000510,03,,,,06,000000190,03,01,000000170,02,16,000003110,13,,,,,,
0,06,2019,03,06,06,01,005,1800,24,0,1,13,03,14,000000770,05,,,,14,000000290,05,13,000000670,08,03,000000200,02,,,,,,
0,06,2019,03,06,08,05,005,1800,24,0,1,02,01,02,000000280,02,,,,02,000000120,02,05,000000110,01,11,000000160,04,,,,,,
0,06,2019,03,06,11,03,999,1200,18,1,0,04,14,13,000001540,08,,,,13,000000390,07,11,000000180,01,12,000000390,08,,,,,,
0,06,2019,03,06,11,04,999,1200,18,1,0,11,03,13,000001540,08,,,,13,000000390,07,11,000000180,01,12,000000390,08,,,,,,
0,09,2019,02,06,03,05,703,1200,24,0,1,11,05,15,000000170,01,,,,15,000000110,01,10,000000580,08,03,000000500,07,,,,,,
