,jyoCd,Kyori,TrackCD,LR,taikei_0,taikei_1,taikei_2,taikei_3,taikei_4,taikei_5,taikei_10,taikei_11,taikei_12,taikei_13,taikei_14,taikei_15
15269,08,1200,1,1,2,3,3,2,2,1,3,2,2,2,2,2
15270,08,1200,1,1,2,3,2,2,2,1,2,1,2,2,3,3
15271,08,1200,1,1,0,0,0,0,0,0,3,3,2,2,0,0
15272,08,1200,1,1,2,3,2,2,2,1,3,3,2,2,2,2
15273,08,1200,2,1,2,2,2,2,2,1,2,2,2,2,3,3
15274,08,1200,2,1,2,2,2,2,2,1,2,2,2,2,2,2
15275,08,1200,2,1,2,2,2,2,2,1,2,1,2,1,1,1
15276,08,1200,2,1,2,3,3,3,2,2,3,2,2,2,3,3
15277,08,1200,2,1,2,3,2,2,2,1,2,2,1,2,3,3
15278,08,1200,2,1,2,2,2,2,2,1,3,2,2,2,2,2
15279,08,1200,2,1,2,2,2,2,2,2,2,1,2,2,1,1
15280,08,1200,2,1,2,2,2,2,2,1,2,1,1,1,3,3
15281,08,1200,2,1,2,2,2,2,2,1,1,1,3,3,3,3
15282,08,1200,2,1,2,2,2,2,2,1,2,1,2,2,2,2
15283,08,1200,2,1,2,2,2,2,2,1,2,2,2,1,2,2
15284,08,1200,2,1,2,2,2,2,2,2,3,2,1,2,1,2
15285,08,1200,2,1,3,3,3,2,2,1,3,2,3,3,3,3
15286,05,2400,1,2,2,3,2,3,2,1,1,1,3,3,3,3
15287,05,2400,1,2,2,2,2,2,2,1,2,1,1,1,1,1
15288,05,2400,1,2,2,2,2,2,2,1,2,1,2,2,3,3
15289,05,2400,1,2,2,3,3,3,2,2,3,2,0,0,2,2
15290,05,2400,1,2,2,3,2,3,2,2,2,2,2,2,3,3
15291,05,2400,1,2,2,3,2,2,2,1,2,1,2,2,2,3
15292,05,2400,1,2,2,3,3,2,2,1,3,3,1,1,2,2
15293,05,2400,1,2,2,3,3,3,2,2,2,2,3,3,2,3
15294,05,2400,1,2,2,3,3,3,3,2,2,2,0,3,2,2
15295,05,2400,1,2,2,2,2,2,2,1,2,2,2,2,2,2
15296,05,2400,1,2,2,3,3,3,3,2,3,2,3,3,2,2
15297,05,2400,1,2,2,3,3,3,2,2,3,2,2,1,3,3
15298,05,2400,1,2,2,2,2,2,2,1,1,1,3,3,2,2
15299,05,2400,1,2,2,2,2,2,2,1,2,1,3,2,2,3
15300,05,1800,1,2,2,3,2,2,2,2,2,2,2,1,2,2
15301,05,1800,1,2,2,3,3,3,2,1,2,1,2,2,2,3
15302,05,1800,1,2,2,2,2,2,2,1,2,1,2,3,2,3
15303,05,1800,1,2,2,2,2,2,2,1,3,2,3,2,2,2
15304,05,1800,1,2,2,3,3,3,2,2,3,2,0,0,2,2
15305,05,1800,1,2,2,3,2,3,2,1,3,2,2,2,3,3
15306,05,1800,1,2,2,3,3,2,2,1,2,2,2,3,3,3
15307,05,1800,1,2,2,2,2,2,2,2,3,2,2,2,2,2
15308,05,1800,1,2,2,3,3,2,2,1,2,2,2,1,2,2
15309,05,1800,1,2,2,3,3,3,2,1,2,2,0,0,3,3
15310,05,1800,1,2,2,3,2,2,2,1,2,2,1,1,3,3
15311,05,1800,1,2,2,3,3,3,2,2,2,1,1,1,2,2
15312,05,1800,1,2,2,2,2,2,2,1,2,2,2,1,2,2
15313,05,1800,1,2,0,3,3,3,2,2,3,2,0,0,1,2
15314,05,2400,1,2,2,3,2,3,2,2,3,2,2,2,2,3
15315,05,2400,1,2,2,2,2,2,2,1,2,1,2,2,2,2
15316,05,2400,1,2,2,3,2,3,2,2,3,2,2,2,1,1
15317,05,2400,1,2,2,2,2,2,2,2,3,2,2,2,1,1
15318,05,2400,1,2,2,3,3,3,1,1,2,1,2,2,1,2
15319,05,2400,1,2,0,2,2,3,2,2,1,1,2,2,3,3
15320,05,2400,1,2,2,3,2,3,2,2,2,2,2,2,2,2
15321,05,2400,1,2,3,2,3,2,2,1,2,2,2,2,3,3
15322,05,2400,1,2,0,2,2,3,2,1,2,1,2,2,2,3
15323,05,2400,1,2,2,2,2,2,1,1,3,2,2,2,2,3
15324,05,2400,1,2,2,2,2,2,2,2,2,2,2,2,2,3
15325,05,2400,1,2,0,2,2,2,2,1,2,2,0,0,2,2
15326,05,2400,1,2,2,2,2,2,2,1,2,1,2,2,2,2
15327,05,2400,1,2,0,2,2,3,2,2,3,2,0,0,2,3
15328,05,2400,1,2,0,2,2,3,2,2,2,2,2,2,2,2
15329,05,2400,1,2,2,2,2,2,2,1,2,2,2,2,3,3
15330,05,2400,1,2,2,2,2,2,2,2,1,1,2,2,2,2
15331,05,1600,2,2,3,2,3,2,2,1,2,1,2,2,1,1
15332,05,1600,2,2,2,2,2,3,2,2,2,1,3,3,3,3
15333,05,1600,2,2,2,3,3,3,2,1,3,2,2,2,3,3
15334,05,1600,2,2,2,2,2,2,2,2,1,1,0,0,3,3
15335,05,1600,2,2,3,3,2,2,2,1,1,1,2,1,2,2
15336,05,1600,2,2,2,2,2,2,2,1,2,1,3,3,3,3
15337,05,1600,2,2,2,2,2,3,2,2,2,1,2,1,1,1
15338,05,1600,2,2,1,2,1,2,2,2,2,1,3,3,3,3
15339,05,1600,2,2,2,3,2,2,2,1,2,1,0,0,2,2
15340,05,1600,2,2,2,3,2,2,2,1,3,2,3,2,2,2
15341,05,1600,2,2,2,2,2,2,2,1,2,1,3,3,2,2
15342,05,1600,2,2,2,3,2,2,1,1,2,2,3,3,2,3
15343,05,1600,2,2,2,2,2,2,2,1,2,2,3,3,2,2
15344,05,1600,2,2,2,2,2,3,2,2,2,1,0,0,2,2
15345,05,2500,1,2,1,2,2,2,2,2,1,1,2,1,1,2
15346,05,2500,1,2,2,2,2,2,2,1,2,2,3,2,3,3
15347,05,2500,1,2,2,2,2,2,2,2,3,2,3,3,3,3
15348,05,2500,1,2,2,2,2,2,2,1,1,1,2,1,1,1
15349,05,2500,1,2,2,2,2,2,2,2,1,1,3,3,2,3
15350,05,2500,1,2,2,2,2,2,2,1,1,1,3,2,3,3
15351,05,2500,1,2,2,3,2,3,3,2,3,2,2,3,3,3
15352,05,2500,1,2,2,2,2,2,2,1,2,1,1,1,1,1
15353,05,2500,1,2,2,2,2,2,2,1,1,1,2,2,2,2
15354,05,2500,1,2,1,3,3,2,2,1,3,2,2,2,2,2
15355,05,2500,1,2,2,3,2,3,2,2,2,2,2,2,2,2
15356,05,2500,1,2,2,3,2,2,2,1,2,1,2,1,2,3
15357,05,2500,1,2,2,2,2,2,2,1,2,1,2,1,1,1
15358,08,2000,1,1,2,3,2,2,2,1,2,2,3,3,2,3
15359,08,2000,1,1,2,2,2,2,2,2,2,1,1,2,2,2
15360,08,2000,1,1,2,3,2,2,2,1,2,1,3,3,2,3
15361,08,2000,1,1,2,2,2,3,3,1,2,1,1,1,2,2
15362,08,2000,1,1,2,3,3,2,2,1,3,2,3,3,2,2
15363,08,2000,1,1,2,3,3,2,2,1,3,2,3,3,3,3
15364,08,2000,1,1,3,3,3,3,2,2,3,3,2,1,3,3
15365,08,2000,1,1,2,2,2,2,2,1,2,2,2,1,3,3
15366,08,1800,2,1,2,2,2,2,2,2,2,1,2,2,2,2
15367,08,1800,2,1,2,2,2,2,2,1,2,1,3,2,2,2
15368,08,1800,2,1,2,2,2,2,2,1,2,1,3,3,2,2
15369,08,1800,2,1,2,2,2,3,2,2,2,2,2,2,1,2
15370,08,1800,2,1,2,2,2,2,2,1,2,1,2,2,1,1
15371,08,1800,2,1,2,2,2,2,2,1,2,1,3,3,1,1
15372,08,1800,2,1,2,2,2,3,2,1,2,1,3,2,2,3
15373,08,1800,2,1,2,2,2,3,2,1,2,1,2,2,3,3
15374,08,1800,2,1,2,2,2,2,2,2,2,1,3,2,2,2
15375,08,1800,2,1,2,2,2,2,2,1,2,1,2,2,2,2
15376,08,1800,2,1,2,2,2,2,2,1,2,1,2,2,2,2
15377,08,1800,2,1,0,2,2,3,2,1,2,1,1,1,2,3
15378,08,1800,2,1,2,3,2,2,2,1,2,1,2,2,3,3
15379,08,1800,2,1,2,2,2,2,2,1,2,1,3,3,2,2
15380,08,1800,2,1,2,3,3,2,2,1,3,2,2,2,2,2
15381,08,1400,1,1,2,2,2,2,2,1,1,1,2,1,1,1
15382,08,1400,1,1,2,2,2,2,2,2,2,2,2,2,2,3
15383,08,1400,1,1,2,3,3,2,2,1,2,2,2,2,2,2
15384,08,1400,1,1,2,3,3,3,2,2,2,2,3,2,3,2
15385,08,1400,1,1,2,3,2,2,2,2,2,2,3,3,1,2
15386,08,1400,1,1,2,3,2,3,2,2,3,2,3,3,2,2
15387,08,1400,1,1,2,2,2,2,2,2,2,1,2,2,2,2
15388,08,1400,1,1,3,3,3,2,2,1,3,2,2,2,2,2
15389,08,1400,1,1,2,3,2,2,2,2,2,2,1,2,2,3
15390,08,1400,1,1,2,3,2,3,2,1,2,1,2,3,2,3
15391,08,1400,1,1,2,3,2,2,2,1,2,1,2,2,2,2
15392,08,1400,1,1,2,3,2,2,2,2,2,2,1,1,2,2
15393,08,1400,1,1,3,3,3,2,2,1,3,2,3,3,3,3
15394,08,1400,1,1,2,3,2,2,2,1,2,2,2,1,3,3
15395,08,1400,1,1,3,3,3,2,2,2,3,2,2,2,2,3
15396,08,1800,1,1,2,2,2,2,2,1,2,1,2,1,2,3
15397,08,1800,1,1,2,2,2,2,2,1,2,2,3,3,2,2
15398,08,1800,1,1,2,3,3,2,2,2,3,2,3,3,2,3
15399,08,1800,1,1,2,2,2,2,2,2,2,2,2,2,2,2
15400,08,1800,1,1,2,2,2,2,2,2,3,3,2,2,3,3
15401,08,1800,1,1,2,3,2,2,2,2,3,2,3,3,2,2
15402,08,1800,1,1,2,3,2,2,2,2,3,2,3,3,2,3
15403,08,1200,1,1,2,3,3,3,2,2,3,2,2,1,3,3
15404,08,1200,1,1,2,2,2,2,2,1,2,1,2,2,2,2
15405,08,1200,1,1,2,3,2,2,2,1,3,2,3,3,2,2
15406,08,1200,1,1,3,2,2,2,2,1,2,2,2,1,2,3
15407,08,1200,1,1,3,3,3,3,2,1,3,2,1,2,2,2
15408,08,1200,1,1,2,2,2,2,2,2,2,2,0,0,3,3
15409,08,1200,1,1,2,3,2,2,2,1,2,1,2,2,2,2
15410,08,1200,1,1,2,3,2,2,2,2,3,2,2,2,3,3
15411,08,1200,1,1,3,3,3,2,2,1,3,3,2,1,2,2
15412,08,1200,1,1,2,3,2,2,2,1,3,2,3,3,3,3
15413,08,1200,1,1,2,3,3,3,3,3,2,2,3,3,2,2
15414,08,1200,1,1,2,2,2,2,2,1,2,1,2,2,2,2
15415,08,1200,1,1,2,3,2,2,2,1,3,2,2,2,2,2
15416,05,3100,3,9,2,2,2,2,2,1,2,2,2,1,2,3
15417,05,3100,3,9,2,2,2,2,2,1,2,1,2,2,2,1
15418,05,3100,3,9,2,2,2,2,1,1,1,1,0,0,3,3
15419,05,3100,3,9,2,3,2,3,2,1,2,1,3,3,2,2
15420,05,3100,3,9,2,3,2,2,2,2,2,1,2,2,3,3
15421,05,3100,3,9,2,3,3,3,2,2,3,2,0,0,3,3
15422,05,3100,3,9,2,2,2,2,2,1,2,1,3,3,2,2
15423,05,3100,3,9,2,3,2,2,2,1,3,2,2,1,3,3
15424,05,2000,1,2,2,3,2,2,2,2,3,2,2,1,2,3
15425,05,2000,1,2,2,2,2,2,2,2,2,1,3,2,2,2
15426,05,2000,1,2,2,3,2,3,2,2,3,2,2,2,2,3
15427,05,2000,1,2,2,3,2,3,2,2,2,2,3,3,2,2
15428,05,2000,1,2,2,3,2,2,2,1,2,2,2,2,2,2
15429,05,2000,1,2,2,2,2,3,2,2,1,1,0,0,3,3
15430,05,2000,1,2,2,2,2,2,2,1,3,2,2,1,2,2
15431,05,2000,1,2,2,3,3,3,2,2,3,3,0,0,1,1
15432,05,2000,1,2,2,3,2,2,2,1,2,1,2,2,3,3
15433,05,2000,1,2,2,2,2,3,2,1,2,1,3,2,2,2
15434,05,2000,1,2,2,3,2,3,3,2,3,2,2,2,2,2
15435,05,2000,1,2,2,2,2,2,2,1,2,2,2,2,2,3
15436,05,2000,1,2,2,3,3,3,3,2,3,2,3,3,3,3
15437,05,1400,2,2,2,2,2,2,2,2,2,2,2,2,2,2
15438,05,1400,2,2,2,3,3,3,2,2,3,2,2,1,3,3
15439,05,1400,2,2,0,3,3,3,2,2,2,1,3,3,2,2
15440,05,1400,2,2,2,3,2,2,2,2,2,2,2,1,3,3
15441,05,1400,2,2,2,3,3,2,2,1,2,2,2,2,2,2
15442,05,1400,2,2,2,1,1,2,2,2,2,1,3,3,3,3
15443,05,1400,2,2,2,2,2,2,2,2,1,1,1,1,2,3
15444,05,1400,2,2,2,3,2,2,2,1,3,2,3,3,1,2
15445,05,1400,2,2,2,2,2,2,2,1,2,2,2,1,3,3
15446,05,1400,2,2,2,3,2,2,2,1,2,1,3,3,2,2
15447,05,1400,2,2,2,2,1,2,2,2,1,1,3,3,2,3
15448,05,1400,2,2,2,3,2,2,2,1,3,2,1,1,2,3
15449,05,1400,2,2,2,3,2,2,2,1,2,2,3,2,2,2
15450,05,1400,2,2,2,3,2,3,2,1,3,2,2,2,2,3
15451,05,1400,2,2,2,3,2,3,2,1,2,2,3,3,2,2
15452,05,1400,2,2,2,2,2,2,2,1,2,1,2,1,2,3
15453,09,1800,1,1,2,3,2,2,2,1,3,2,2,2,2,2
15454,09,1800,1,1,2,3,3,2,2,1,2,1,0,0,3,3
15455,09,1800,1,1,2,2,2,3,2,1,2,2,2,2,3,3
15456,09,1800,1,1,2,2,2,3,2,2,2,1,2,2,1,1
15457,09,1800,1,1,2,3,2,2,2,2,3,3,2,2,3,3
15458,09,1800,1,1,2,2,2,2,2,1,3,2,3,3,2,2
15459,09,1800,1,1,2,2,2,2,2,1,2,1,3,3,1,1
15460,09,1800,1,1,2,2,2,2,2,1,2,1,2,1,3,3
15461,09,2000,1,1,2,2,2,2,2,1,2,1,2,1,2,2
15462,09,2000,1,1,2,2,2,2,2,1,1,1,2,2,2,2
15463,09,2000,1,1,2,2,2,2,2,2,2,1,2,2,2,1
15464,09,2000,1,1,2,2,2,2,2,1,1,1,1,2,2,2
15465,09,2000,1,1,2,3,2,2,2,1,2,1,2,1,1,2
15466,09,2000,1,1,2,2,2,2,2,2,2,1,2,2,1,2
15467,09,2000,1,1,2,3,2,3,2,2,2,1,2,2,1,2
15468,09,2000,1,1,2,2,2,2,2,1,1,1,3,2,3,3
15469,09,2000,1,1,2,2,2,2,2,2,2,1,3,3,2,2
15470,09,2000,1,1,2,2,2,3,2,1,2,1,2,1,1,2
15471,05,1400,1,2,2,3,2,3,2,1,2,1,3,3,3,3
15472,05,1400,1,2,2,3,2,3,2,2,2,2,3,2,2,3
15473,05,1400,1,2,2,3,3,3,2,1,3,2,2,2,3,3
15474,05,1400,1,2,2,3,3,2,2,2,3,2,3,3,2,2
15475,05,1400,1,2,2,3,3,2,2,2,3,3,2,2,3,3
15476,05,1400,1,2,2,3,2,2,2,2,3,2,1,2,1,1
15477,05,1400,1,2,3,3,3,2,2,1,3,3,2,2,2,2
15478,05,1400,1,2,2,3,2,3,2,1,3,2,3,3,3,3
15479,05,1400,1,2,2,2,2,2,2,2,3,2,2,1,3,3
15480,05,1400,1,2,3,3,3,3,2,1,3,2,3,3,2,2
15481,05,1400,1,2,2,3,3,3,2,2,3,3,0,0,3,3
15482,05,1400,1,2,2,2,2,3,2,2,2,1,1,1,3,3
15483,05,1400,1,2,2,2,2,3,2,1,2,1,1,1,3,3
15484,05,1400,1,2,2,2,2,2,2,2,2,1,2,2,2,2
15485,05,1600,1,2,2,2,2,2,2,2,2,2,2,2,2,3
15486,05,1600,1,2,2,3,2,2,2,2,2,1,1,1,1,2
15487,05,1600,1,2,2,2,2,2,2,2,1,1,3,3,2,2
15488,05,1600,1,2,2,3,3,2,2,2,2,1,3,3,2,2
15489,05,1600,1,2,2,3,2,3,3,2,2,2,3,3,2,2
15490,05,1600,1,2,2,2,2,2,2,1,3,2,3,3,2,2
15491,05,1600,1,2,2,3,2,2,2,2,2,2,2,2,2,2
15492,05,1600,1,2,2,3,2,2,2,2,2,2,3,3,3,3
15493,05,1600,1,2,0,0,0,0,0,0,0,0,0,0,0,0
15494,05,1600,1,2,2,2,2,2,2,1,2,2,1,1,3,3
15495,05,1600,1,2,2,2,2,2,2,1,3,2,2,1,2,2
15496,05,1600,1,2,2,2,2,2,2,2,2,1,2,2,3,3
15497,05,1600,1,2,3,3,3,2,2,1,2,2,2,2,2,3
15498,05,1600,1,2,2,2,2,2,2,2,1,1,3,2,2,2
15499,05,1600,2,2,2,2,2,2,2,3,1,1,2,1,2,2
15500,05,1600,2,2,2,3,2,2,2,1,3,2,3,3,3,3
15501,05,1600,2,2,2,2,2,3,2,1,2,1,2,1,2,2
15502,05,1600,2,2,2,2,2,3,2,2,1,1,3,3,3,3
15503,05,1600,2,2,2,2,2,2,2,2,2,1,1,1,2,2
15504,05,1600,2,2,2,2,2,2,2,1,2,1,0,0,2,3
15505,05,1600,2,2,2,3,2,2,2,1,3,2,2,1,3,3
15506,05,1600,2,2,2,2,2,3,2,1,1,1,3,3,1,2
15507,05,1600,2,2,2,3,2,3,2,2,2,1,0,0,3,3
15508,05,1600,2,2,2,3,3,3,2,2,2,2,3,3,3,3
15509,05,1600,2,2,2,3,3,3,2,2,3,2,3,3,1,1
15510,05,1600,2,2,2,3,3,2,2,1,2,2,2,1,2,3
15511,05,1600,2,2,0,3,2,2,2,1,3,2,0,0,2,2
15512,09,1400,2,1,2,2,2,2,2,2,2,1,2,2,2,2
15513,09,1400,2,1,2,2,2,3,2,1,2,2,2,2,2,2
15514,09,1400,2,1,3,3,3,2,2,1,2,1,3,3,2,3
15515,09,1400,2,1,2,2,2,2,2,2,2,2,2,1,3,3
15516,09,1400,2,1,2,3,2,2,2,1,3,2,2,2,2,3
15517,09,1400,2,1,2,2,2,2,2,1,2,1,3,2,2,2
15518,09,1400,2,1,2,2,2,2,2,1,2,1,1,1,2,2
15519,09,1400,2,1,3,3,3,2,2,1,3,2,2,1,2,2
15520,09,1400,2,1,2,3,2,2,2,1,2,2,3,3,2,2
15521,09,1400,2,1,2,3,2,3,2,1,3,2,3,3,2,2
15522,09,1400,2,1,2,3,3,2,2,1,2,2,2,2,3,3
15523,09,1400,2,1,2,2,2,2,2,2,2,1,2,2,0,0
15524,09,2400,1,1,2,3,2,2,2,1,2,2,3,3,2,3
15525,09,2400,1,1,2,2,2,2,2,1,2,1,2,1,2,2
15526,09,2400,1,1,2,2,2,2,2,1,2,2,2,2,2,3
15527,09,2400,1,1,2,3,3,3,2,2,3,3,3,3,2,2
15528,09,2400,1,1,2,2,2,3,2,1,2,1,2,1,1,1
15529,09,2400,1,1,2,3,3,3,3,1,3,3,0,0,2,2
15530,09,2400,1,1,2,2,2,2,2,1,2,2,2,2,0,0
15531,09,2400,1,1,3,3,3,2,2,1,3,2,3,3,2,2
15532,09,2400,1,1,2,3,3,3,3,1,3,3,2,2,2,3
15533,09,2400,1,1,2,3,2,3,2,2,2,1,2,1,2,2
15534,09,2400,1,1,3,2,2,2,2,1,1,1,3,2,2,2
15535,09,2400,1,1,2,3,2,3,2,1,2,2,2,2,2,2
15536,05,2100,2,2,2,2,2,2,2,2,1,1,2,2,2,2
15537,05,2100,2,2,0,2,2,3,2,2,2,1,2,1,2,2
15538,05,2100,2,2,2,2,2,2,2,2,2,1,0,0,2,2
15539,05,2100,2,2,2,2,2,2,2,1,1,1,2,1,2,2
15540,05,2100,2,2,0,3,3,2,2,1,3,2,2,2,3,3
15541,05,2100,2,2,0,3,3,3,2,2,2,2,2,1,0,2
15542,05,2100,2,2,2,2,2,2,2,1,2,1,2,2,2,2
15543,05,2100,2,2,2,3,2,3,2,1,2,1,0,0,1,1
15544,05,2100,2,2,2,3,3,3,3,2,3,2,0,0,2,2
15545,05,1600,1,2,2,2,2,3,2,2,2,1,2,1,1,2
15546,05,1600,1,2,2,2,2,2,2,2,3,2,2,1,3,3
15547,05,1600,1,2,2,3,2,3,2,2,2,1,2,1,1,2
15548,05,1600,1,2,0,3,3,2,2,2,3,2,2,2,3,3
15549,05,1600,1,2,2,2,2,3,2,1,2,1,1,2,1,2
15550,05,1600,1,2,2,3,2,2,2,2,3,2,2,2,2,2
15551,05,1600,1,2,2,2,2,2,2,1,2,2,2,2,2,3
15552,05,1600,1,2,2,3,3,2,2,1,3,2,2,1,3,3
15553,05,1600,1,2,0,3,3,3,2,2,3,2,0,0,1,2
15554,05,1600,2,2,2,2,2,2,2,2,1,1,2,2,1,2
15555,05,1600,2,2,2,2,2,2,2,1,2,2,1,1,1,2
15556,05,1600,2,2,2,3,2,2,2,2,2,2,3,2,2,3
15557,05,1600,2,2,2,3,2,2,2,2,1,1,3,3,2,3
15558,05,1600,2,2,3,3,3,2,2,1,2,1,3,3,2,3
15559,05,1600,2,2,2,3,3,3,2,2,2,1,3,3,2,3
15560,05,1600,2,2,2,2,2,2,2,1,2,1,2,2,2,2
15561,05,1600,2,2,3,3,3,2,2,2,3,2,2,2,3,3
15562,05,1600,2,2,2,2,2,2,1,2,2,1,0,0,2,3
15563,05,1600,2,2,2,2,2,2,2,2,2,2,2,2,1,1
15564,05,1600,2,2,2,3,2,2,2,1,3,2,3,3,2,3
15565,05,1600,2,2,2,3,2,2,2,1,2,1,2,2,2,2
15566,05,1600,2,2,2,2,2,2,2,1,2,1,2,1,2,2
15567,09,2400,1,1,2,2,2,2,2,2,1,1,1,1,2,2
15568,09,2400,1,1,2,3,3,2,2,2,2,2,2,2,2,3
15569,09,2400,1,1,0,2,2,3,2,1,2,1,0,0,2,2
15570,09,2400,1,1,2,3,3,3,2,2,3,2,3,3,2,2
15571,09,2400,1,1,2,3,3,2,2,1,2,2,2,2,3,3
15572,09,2400,1,1,2,3,3,3,2,1,3,3,2,2,1,1
15573,09,2400,1,1,2,2,2,2,2,2,2,1,2,2,2,2
15574,09,2400,1,1,2,2,2,3,2,2,2,2,2,1,2,2
15575,09,2400,1,1,2,2,2,2,2,1,2,2,3,3,2,2
15576,09,1400,2,1,2,2,2,3,2,1,2,1,2,1,2,3
15577,09,1400,2,1,2,2,2,2,2,2,2,2,2,1,2,3
15578,09,1400,2,1,3,3,3,3,2,1,2,1,2,2,3,3
15579,09,1400,2,1,2,2,2,2,2,1,2,2,3,3,3,3
15580,09,1400,2,1,2,3,2,3,2,1,2,2,3,3,2,2
15581,09,1400,2,1,2,2,2,2,2,2,2,1,3,3,2,3
15582,09,1400,2,1,2,2,2,2,2,1,2,2,2,2,2,3
15583,09,1400,2,1,2,3,3,2,2,1,2,2,2,2,2,2
15584,09,1400,2,1,2,2,2,2,2,1,2,1,2,2,3,2
15585,09,1400,2,1,3,3,3,2,2,1,3,3,2,2,2,3
15586,09,1400,2,1,2,3,2,2,2,1,2,2,3,3,2,3
15587,05,1400,2,2,0,2,2,3,2,1,3,2,2,1,2,2
15588,05,1400,2,2,2,2,2,2,2,1,2,1,2,2,3,3
15589,05,1400,2,2,2,2,2,2,2,2,2,1,1,1,2,3
15590,05,1400,2,2,3,3,3,2,2,2,2,1,0,0,3,3
15591,05,1400,2,2,2,3,3,2,2,1,3,2,2,2,2,3
15592,05,1400,2,2,2,2,2,2,2,2,2,1,3,2,1,2
15593,05,1400,2,2,2,2,2,3,2,2,1,1,3,3,2,2
15594,05,1400,2,2,2,3,3,3,2,1,3,2,3,3,2,3
15595,05,1400,2,2,3,2,2,2,2,1,3,2,2,1,3,3
15596,05,1400,2,2,2,3,3,3,2,1,2,1,2,2,2,3
15597,05,1400,2,2,2,2,2,2,2,1,1,1,2,1,1,2
15598,05,1400,2,2,2,2,2,3,2,2,2,1,2,2,1,1
15599,05,1400,2,2,2,3,2,2,2,2,3,2,0,0,3,3
15600,05,1400,2,2,2,3,2,3,2,2,2,1,2,2,3,3
15601,05,1600,1,2,2,3,2,2,2,2,2,1,2,2,2,2
15602,05,1600,1,2,2,2,2,2,2,1,2,1,2,2,2,2
15603,05,1600,1,2,2,2,2,2,2,2,3,2,2,2,3,3
15604,05,1600,1,2,2,2,2,2,2,1,2,1,2,1,2,2
15605,05,1600,1,2,2,2,2,3,2,2,2,1,2,2,1,2
15606,05,1600,1,2,2,2,2,2,2,1,1,1,2,2,2,3
15607,05,1600,1,2,2,3,2,2,2,1,2,2,2,2,3,3
15608,05,1600,1,2,2,2,2,2,2,1,2,2,2,1,2,2
15609,05,1600,1,2,2,3,3,2,2,1,3,2,2,2,2,2
15610,05,1800,1,2,2,3,2,2,1,2,2,2,3,3,2,3
15611,05,1800,1,2,2,3,2,2,2,2,3,2,3,3,2,3
15612,05,1800,1,2,2,2,2,3,2,1,2,2,3,3,2,2
15613,05,1800,1,2,2,2,2,3,2,2,2,2,1,1,2,3
15614,05,1800,1,2,2,3,2,2,2,2,2,1,3,3,2,3
15615,05,1800,1,2,2,2,2,3,2,1,2,1,3,3,1,2
15616,05,1800,1,2,2,2,2,2,2,2,1,1,3,3,2,3
15617,05,1800,1,2,2,2,2,2,2,2,2,1,2,2,2,2
15618,05,1800,1,2,2,3,2,3,2,1,3,2,2,1,3,3
15619,05,1800,1,2,2,2,2,2,1,2,2,2,1,2,2,2
15620,05,1800,1,2,2,3,3,3,2,2,2,2,2,2,2,2
15621,05,1800,1,2,2,2,2,3,2,2,2,1,0,0,2,2
15622,05,1800,1,2,2,2,2,2,2,2,2,1,2,1,2,2
15623,09,3110,3,9,2,3,2,2,2,1,2,1,2,2,3,3
15624,09,3110,3,9,2,2,2,3,2,1,2,2,3,3,3,3
15625,09,3110,3,9,2,2,2,3,2,1,2,1,2,1,2,2
15626,09,3110,3,9,2,2,2,2,2,1,1,1,2,2,1,1
15627,09,3110,3,9,2,3,3,2,2,2,2,1,3,3,2,2
15628,09,3110,3,9,2,2,2,2,2,1,2,2,2,1,3,3
15629,09,3110,3,9,2,2,2,2,2,1,2,2,1,1,2,2
15630,09,3110,3,9,3,2,3,2,2,1,3,2,3,3,2,2
15631,09,3110,3,9,2,3,2,2,2,2,2,1,2,2,3,3
15632,09,3110,3,9,2,2,2,2,2,2,2,2,3,3,2,2
15633,09,3110,3,9,2,3,2,3,2,2,2,1,2,1,3,3
15634,09,3110,3,9,3,3,3,3,2,2,3,2,3,3,2,2
15635,09,3110,3,9,2,2,2,2,2,1,2,2,3,2,3,3
15636,09,1800,2,1,2,2,2,2,2,1,2,1,2,2,2,2
15637,09,1800,2,1,2,2,2,2,2,2,2,1,2,2,3,3
15638,09,1800,2,1,2,2,2,2,2,2,2,1,2,2,3,3
15639,09,1800,2,1,1,2,2,2,2,2,2,1,2,1,2,2
15640,09,1800,2,1,3,3,3,3,2,2,2,2,2,2,2,2
15641,09,1800,2,1,2,2,2,2,2,1,2,1,3,3,2,2
15642,09,1800,2,1,2,2,2,2,2,1,1,1,2,2,1,1
15643,09,1800,2,1,2,2,2,2,2,1,2,2,2,2,2,2
15644,09,1800,2,1,2,3,3,2,2,1,2,2,1,1,3,3
15645,09,1800,2,1,2,2,2,3,2,1,2,1,2,1,2,3
15646,09,1800,2,1,3,2,3,2,2,1,3,3,2,2,3,3
15647,09,1800,2,1,2,2,2,2,2,1,1,1,2,2,3,3
15648,09,1800,2,1,2,2,2,2,2,1,2,2,2,1,2,2
15649,09,1800,2,1,2,2,2,2,2,2,2,1,2,2,1,1
15650,09,2000,1,1,3,3,3,2,2,1,3,2,3,3,1,1
15651,09,2000,1,1,2,3,2,3,2,2,2,1,2,2,1,1
15652,09,2000,1,1,2,2,2,2,2,1,2,2,3,3,2,3
15653,09,2000,1,1,2,2,2,3,2,2,2,1,2,1,3,3
15654,09,2000,1,1,3,2,3,2,2,2,2,1,3,3,2,2
