,jyoCd,Kyori,TrackCD,LR,taikei_0,taikei_1,taikei_2,taikei_3,taikei_4,taikei_5,taikei_10,taikei_11,taikei_12,taikei_13,taikei_14,taikei_15
8687,05,1600,1,2,2,3,3,2,2,1,2,2,3,2,2,2
8688,05,1600,1,2,2,3,2,3,2,2,2,1,3,3,2,2
8689,05,1600,1,2,3,3,3,2,2,1,3,2,1,1,2,2
8690,05,1600,1,2,2,2,2,2,1,2,1,1,2,2,2,3
8691,05,1600,1,2,2,2,2,2,2,1,1,1,3,3,1,1
8692,05,1600,1,2,2,2,2,3,2,2,2,1,0,0,2,2
8693,05,1600,1,2,2,2,2,3,2,2,2,2,2,1,2,2
8694,05,2000,1,2,2,2,2,2,1,1,1,1,2,2,3,3
8695,05,2000,1,2,2,2,2,2,1,2,2,1,2,2,2,3
8696,05,2000,1,2,2,3,3,2,2,2,3,2,3,3,1,1
8697,05,2000,1,2,2,2,2,2,2,2,1,1,3,2,2,2
8698,05,2000,1,2,2,2,2,2,2,2,2,1,2,2,2,3
8699,05,2000,1,2,2,2,2,3,2,2,1,1,2,2,2,3
8700,05,2000,1,2,2,3,2,2,2,2,2,1,2,2,1,2
8701,05,2000,1,2,2,3,2,2,2,2,2,1,2,1,3,3
8702,05,2000,1,2,2,3,2,2,2,1,2,2,2,2,2,2
8703,05,2000,1,2,2,2,2,2,2,2,1,1,3,3,1,1
8704,05,2000,1,2,2,2,2,2,2,1,2,1,1,1,2,2
8705,05,2000,1,2,3,3,3,2,2,2,3,2,3,2,2,2
8706,05,2000,1,2,2,2,2,2,2,1,2,1,1,1,1,2
8707,05,2000,1,2,2,3,2,2,2,2,1,1,1,1,1,1
8708,05,1600,2,2,2,2,2,3,2,2,2,1,3,3,3,3
8709,05,1600,2,2,2,3,2,2,2,1,3,2,0,0,2,3
8710,05,1600,2,2,2,2,2,3,2,2,1,1,2,2,2,2
8711,05,1600,2,2,2,2,2,2,2,2,2,2,3,3,3,3
8712,05,1600,2,2,2,3,2,3,2,2,2,2,1,1,3,3
8713,05,1600,2,2,2,2,2,3,2,2,2,1,2,1,1,1
8714,05,1600,2,2,2,2,2,3,2,1,2,2,3,3,2,2
8715,05,1600,2,2,2,2,2,2,2,1,2,1,3,2,2,2
8716,08,2200,1,1,2,2,2,2,2,1,2,2,2,2,1,2
8717,08,2200,1,1,2,2,2,2,2,2,2,1,1,1,3,3
8718,08,2200,1,1,2,2,2,2,2,1,2,1,3,2,2,2
8719,08,2200,1,1,2,2,2,2,2,1,2,1,2,2,2,3
8720,08,2200,1,1,3,3,3,3,3,2,3,3,2,2,2,3
8721,08,2200,1,1,2,2,2,3,2,1,2,1,3,3,3,3
8722,08,2200,1,1,2,3,2,2,2,1,2,1,2,2,2,3
8723,08,2200,1,1,2,2,2,2,2,2,2,1,2,2,1,1
8724,08,2200,1,1,2,3,3,3,3,3,3,3,2,2,3,3
8725,08,1800,2,1,3,3,3,2,2,1,3,2,1,1,2,2
8726,08,1800,2,1,2,2,2,3,2,2,2,2,2,1,2,2
8727,08,1800,2,1,2,2,2,2,2,2,3,2,3,3,1,1
8728,08,1800,2,1,2,3,2,2,2,1,2,1,1,1,2,3
8729,08,1800,2,1,2,2,2,2,2,2,3,2,3,3,3,3
8730,08,1800,2,1,2,2,2,2,2,1,2,1,2,1,1,2
8731,08,1800,2,1,2,3,2,2,2,1,2,1,2,2,2,3
8732,08,1800,2,1,2,2,2,2,2,1,1,1,3,2,2,2
8733,08,1800,2,1,2,2,2,2,2,1,2,1,2,1,3,3
8734,08,1800,2,1,2,2,2,2,2,1,2,1,3,3,1,1
8735,08,1800,2,1,2,2,2,2,2,1,2,1,2,2,1,1
8736,08,1800,2,1,2,3,2,3,2,1,2,2,3,3,2,3
8737,08,1800,2,1,2,3,2,2,2,1,2,2,0,0,2,2
8738,08,1800,2,1,2,2,2,2,2,1,2,1,3,3,3,3
8739,08,1800,2,1,2,2,2,2,2,1,2,1,2,2,2,2
8740,08,1800,2,1,2,3,3,2,2,2,3,3,2,1,3,3
8741,08,1800,1,1,3,3,3,2,2,2,3,3,3,2,1,2
8742,08,1800,1,1,2,3,3,3,2,1,2,2,3,3,3,3
8743,08,1800,1,1,2,3,2,2,2,2,3,2,1,2,3,3
8744,08,1800,1,1,2,2,2,2,2,1,2,2,2,2,1,1
8745,08,1800,1,1,2,3,2,2,2,1,3,2,2,2,3,3
8746,08,1800,1,1,3,3,3,3,2,1,3,2,2,3,3,3
8747,08,1800,1,1,2,2,2,2,2,2,2,1,2,2,2,2
8748,08,1800,1,1,2,3,2,2,2,1,2,1,2,2,2,2
8749,08,1800,1,1,2,2,2,2,2,1,2,2,2,2,2,2
8750,08,1800,1,1,2,3,2,2,2,2,3,2,3,3,3,3
8751,08,1800,1,1,2,3,2,2,2,1,2,2,2,2,2,2
8752,08,1400,1,1,2,2,2,2,2,1,3,2,2,2,3,3
8753,08,1400,1,1,2,2,2,2,2,1,2,1,3,2,2,3
8754,08,1400,1,1,2,3,3,3,3,1,3,3,3,3,2,2
8755,08,1400,1,1,2,3,3,3,2,2,3,3,3,3,1,1
8756,08,1400,1,1,2,3,3,3,2,1,3,2,2,2,2,2
8757,08,1400,1,1,3,3,3,2,2,2,3,3,2,2,2,2
8758,08,1400,1,1,3,3,3,2,2,1,3,2,3,3,2,2
8759,08,1400,1,1,3,3,3,2,2,1,2,2,3,2,2,2
8760,08,1400,1,1,3,2,3,2,2,1,2,2,2,3,2,2
8761,08,1400,1,1,3,3,3,2,2,1,3,2,3,3,3,3
8762,03,3350,3,9,2,2,2,2,2,2,3,2,3,3,2,3
8763,03,3350,3,9,2,2,2,3,2,1,2,1,0,0,2,2
8764,03,3350,3,9,2,2,2,2,2,1,2,1,3,3,2,2
8765,03,3350,3,9,2,3,3,3,2,2,3,2,2,1,2,2
8766,03,3350,3,9,1,1,1,3,2,2,1,1,2,2,2,3
8767,03,3350,3,9,2,3,2,3,2,1,2,2,1,1,2,3
8768,03,3350,3,9,2,2,2,2,2,2,3,2,3,3,2,2
8769,03,3350,3,9,2,2,2,2,2,2,2,1,3,3,3,3
8770,03,3350,3,9,2,2,2,2,2,1,2,1,2,2,2,2
8771,03,3350,3,9,2,2,2,2,2,1,2,2,3,2,3,3
8772,03,3350,3,9,2,2,2,2,2,1,2,2,3,3,3,3
8773,03,3350,3,9,2,2,2,2,2,1,2,2,2,1,2,2
8774,03,1200,1,1,2,3,3,2,2,1,3,2,3,3,2,2
8775,03,1200,1,1,2,3,3,3,3,2,3,3,1,2,3,3
8776,03,1200,1,1,2,3,3,2,2,2,3,2,0,0,3,3
8777,03,1200,1,1,3,2,3,2,2,1,2,2,1,1,1,2
8778,03,1200,1,1,2,2,2,3,2,2,2,1,2,2,1,2
8779,03,1200,1,1,2,3,2,2,2,2,2,2,2,2,2,3
8780,03,1200,1,1,2,3,2,2,2,1,2,1,3,3,2,2
8781,03,1200,1,1,2,3,3,3,2,2,3,2,0,0,3,3
8782,03,1200,1,1,2,2,2,2,2,1,2,2,2,1,3,3
8783,03,1200,1,1,2,3,2,2,2,1,3,2,3,3,2,3
8784,03,1200,1,1,3,2,3,3,3,1,3,3,2,2,2,2
8785,03,1200,1,1,2,3,3,2,2,2,3,2,0,0,2,2
8786,03,1200,1,1,2,3,3,3,2,2,3,3,3,3,3,3
8787,03,1200,1,1,2,3,3,3,2,2,3,2,2,2,2,2
8788,03,1200,1,1,2,3,2,2,2,2,2,1,3,2,3,3
8789,08,1800,2,1,2,2,2,3,2,2,3,2,2,2,3,3
8790,08,1800,2,1,2,2,2,2,2,1,2,1,1,1,2,2
8791,08,1800,2,1,2,3,2,2,2,1,3,2,2,2,2,2
8792,08,1800,2,1,2,3,3,3,2,1,3,2,0,0,0,0
8793,08,1800,2,1,2,3,3,3,3,1,3,2,2,1,2,2
8794,08,1800,2,1,3,3,3,3,2,1,2,2,2,2,3,2
8795,08,1800,2,1,2,3,3,2,2,2,2,2,2,1,2,2
8796,08,1800,2,1,2,2,2,2,2,1,2,1,2,2,2,2
8797,08,1800,2,1,2,2,2,2,2,2,1,1,2,2,2,2
8798,08,1800,2,1,2,3,2,2,2,1,3,2,3,2,3,3
8799,08,1800,2,1,3,3,3,3,2,2,3,2,3,3,3,3
8800,08,1800,2,1,0,2,2,3,2,2,2,1,0,0,2,3
8801,08,1800,1,1,3,3,3,2,2,1,3,2,3,3,2,2
8802,08,1800,1,1,2,2,2,2,2,1,1,1,2,2,2,2
8803,08,1800,1,1,2,2,2,2,2,1,3,2,2,2,2,2
8804,08,1800,1,1,2,2,2,3,2,1,2,1,2,1,3,3
8805,08,1800,1,1,2,3,2,3,2,2,3,2,1,1,2,1
8806,08,1800,1,1,2,3,2,2,2,2,3,2,2,2,2,2
8807,08,1800,1,1,3,3,2,3,2,1,3,2,2,2,3,3
8808,08,1800,1,1,2,2,2,3,2,1,2,2,2,1,2,3
8809,08,1800,1,1,3,3,3,2,2,2,3,2,3,3,2,2
8810,08,1800,1,1,2,2,2,3,2,1,2,1,3,3,3,3
8811,08,1800,1,1,2,2,2,2,2,2,2,2,3,3,1,1
8812,08,1800,1,1,2,2,2,3,2,2,2,2,2,2,2,2
8813,08,1400,2,1,2,2,2,2,2,1,3,2,2,1,3,3
8814,08,1400,2,1,2,2,2,2,1,1,2,2,2,1,2,3
8815,08,1400,2,1,2,3,2,3,2,1,3,2,3,3,3,3
8816,08,1400,2,1,2,2,2,2,2,1,2,1,3,2,3,3
8817,08,1400,2,1,2,3,3,2,2,1,2,2,2,2,3,3
8818,08,1400,2,1,3,2,3,2,2,2,3,3,3,3,3,3
8819,08,1400,2,1,2,2,2,2,2,2,2,2,3,3,2,2
8820,08,1400,2,1,2,3,2,2,2,1,2,2,2,2,3,3
8821,08,1400,2,1,2,2,2,2,2,2,2,1,2,1,2,2
8822,08,1400,2,1,3,3,3,2,2,1,3,2,3,3,2,2
8823,08,1400,2,1,3,3,3,2,2,1,3,2,3,2,1,1
8824,08,1400,2,1,2,2,2,2,2,2,1,1,2,2,2,3
8825,08,1400,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8826,08,1400,1,1,2,3,3,2,2,1,2,2,2,2,2,2
8827,08,1400,1,1,2,2,2,2,2,1,3,2,3,2,0,0
8828,08,1400,1,1,2,2,2,2,2,2,3,3,1,2,2,2
8829,08,1400,1,1,2,2,2,2,2,2,0,0,0,0,0,0
8830,08,1400,1,1,2,2,2,3,2,2,2,1,0,0,2,2
8831,08,1400,1,1,3,3,3,2,2,2,3,3,2,2,0,0
8832,08,1400,1,1,2,2,2,2,2,2,3,2,3,3,3,3
8833,08,1400,1,1,2,3,3,3,3,2,3,2,0,0,0,0
8834,03,1200,1,1,2,3,2,3,2,1,2,1,2,3,2,2
8835,03,1200,1,1,2,2,2,2,2,2,2,1,2,1,2,2
8836,03,1200,1,1,2,3,3,3,3,3,3,3,3,3,3,3
8837,03,1200,1,1,2,3,2,2,2,1,2,2,3,2,1,2
8838,03,1200,1,1,2,3,3,2,2,1,3,2,2,2,2,2
8839,03,1200,1,1,2,3,2,2,2,1,3,2,3,3,3,3
8840,03,1200,1,1,3,3,3,3,2,1,3,2,2,3,3,3
8841,03,1200,1,1,2,3,2,3,2,1,2,1,3,2,3,3
8842,03,1200,1,1,2,2,2,3,2,1,2,1,3,3,2,2
8843,03,1200,1,1,2,3,3,3,3,2,3,3,2,1,3,3
8844,03,1200,1,1,3,2,3,2,2,2,3,2,3,3,2,2
8845,03,1200,1,1,2,3,3,3,2,1,3,2,2,1,2,2
8846,05,2400,1,2,2,2,2,2,2,1,2,1,1,1,1,1
8847,05,2400,1,2,2,2,2,3,3,2,3,2,3,2,1,2
8848,05,2400,1,2,2,3,3,2,2,1,2,2,2,1,2,2
8849,05,2400,1,2,2,3,2,3,2,2,2,2,2,2,3,3
8850,05,2400,1,2,2,3,2,3,3,2,3,2,0,0,2,2
8851,05,2400,1,2,2,2,2,3,2,1,2,1,2,2,3,3
8852,05,2400,1,2,2,3,2,3,3,2,3,2,2,3,2,3
8853,05,2400,1,2,2,3,3,3,2,2,3,2,2,2,2,2
8854,05,2400,1,2,2,3,2,2,2,1,2,2,2,2,3,3
8855,05,2400,1,2,2,2,2,2,2,1,1,1,0,0,3,3
8856,05,2000,1,2,3,3,3,2,2,2,2,2,3,2,2,2
8857,05,2000,1,2,2,2,2,3,3,2,3,2,3,3,2,2
8858,05,2000,1,2,2,3,3,3,2,2,3,2,3,3,2,2
8859,05,2000,1,2,0,2,2,3,2,2,2,1,2,2,2,2
8860,05,2000,1,2,3,3,3,2,2,2,2,2,3,3,2,2
8861,05,2000,1,2,2,3,2,2,2,2,3,2,2,2,2,2
8862,05,2000,1,2,2,2,2,2,2,1,1,1,0,0,2,3
8863,05,2000,1,2,2,2,2,3,2,2,2,1,2,1,3,3
8864,05,2000,1,2,2,2,2,3,3,2,2,1,3,0,3,3
8865,05,2000,1,2,2,3,2,2,2,2,3,2,2,2,1,1
8866,05,2000,1,2,2,3,3,3,2,2,2,1,2,1,2,2
8867,05,1400,1,2,2,2,2,2,2,2,3,3,1,1,3,3
8868,05,1400,1,2,0,3,3,2,2,1,3,3,2,2,0,0
8869,05,1400,1,2,2,2,2,2,2,2,0,0,0,0,0,0
8870,05,1400,1,2,2,3,3,3,2,2,3,2,0,0,3,3
8871,05,1400,1,2,2,3,2,3,2,2,3,2,3,3,3,3
8872,05,1400,1,2,2,2,2,2,1,1,2,1,0,0,2,2
8873,05,1400,1,2,0,3,3,3,2,2,3,2,0,0,1,1
8874,05,1400,1,2,0,0,0,0,0,0,0,0,0,0,0,0
8875,05,1400,1,2,0,3,3,3,2,2,3,2,0,0,3,3
8876,05,2100,2,2,3,2,3,2,2,1,2,1,2,2,1,1
8877,05,2100,2,2,2,2,2,3,2,2,2,2,2,2,1,2
8878,05,2100,2,2,2,2,2,2,2,1,2,2,2,2,2,2
8879,05,2100,2,2,0,2,2,2,2,2,1,1,0,0,3,3
8880,05,2100,2,2,0,3,2,3,2,1,2,1,0,2,2,3
8881,05,2100,2,2,2,3,3,2,2,2,2,2,1,1,2,2
8882,05,2100,2,2,2,2,2,2,2,2,2,1,0,0,1,2
8883,05,2100,2,2,2,2,2,3,2,1,2,1,2,1,2,2
8884,05,2100,2,2,2,3,3,3,3,1,3,3,2,2,3,3
8885,05,2100,2,2,3,2,2,2,2,2,2,1,3,3,2,2
8886,05,2100,2,2,2,3,2,2,2,2,2,2,2,2,3,3
8887,05,2100,2,2,2,2,2,3,2,1,2,2,2,1,2,3
8888,05,2100,2,2,2,3,2,3,2,2,2,2,2,1,2,2
8889,05,2100,2,2,2,2,1,2,2,1,1,1,1,1,2,2
8890,05,2100,2,2,2,2,2,3,2,1,2,1,3,2,2,2
8891,05,1600,1,2,3,3,3,3,2,2,3,2,2,1,2,3
8892,05,1600,1,2,2,3,2,3,2,2,2,1,3,3,2,2
8893,05,1600,1,2,2,3,2,3,2,2,2,2,0,0,3,3
8894,05,1600,1,2,3,3,3,2,2,1,2,1,2,2,3,3
8895,05,1600,1,2,2,3,2,3,2,2,2,1,3,3,3,3
8896,05,1600,1,2,2,3,2,3,2,1,3,3,2,2,2,2
8897,05,1600,1,2,2,2,2,2,2,1,1,1,2,2,2,2
8898,05,1600,1,2,3,3,3,2,2,2,3,3,2,2,3,3
8899,05,1600,1,2,3,3,3,3,2,2,3,2,3,3,2,2
8900,05,1600,1,2,2,3,3,3,2,2,2,1,3,3,3,3
8901,05,2100,2,2,2,2,2,2,2,1,3,2,3,3,2,2
8902,05,2100,2,2,2,2,2,2,2,1,2,2,1,1,2,3
8903,05,2100,2,2,2,2,2,2,2,2,2,2,2,2,2,3
8904,05,2100,2,2,2,2,2,3,2,2,2,1,2,1,3,3
8905,05,2100,2,2,2,2,2,3,2,1,2,1,0,0,2,3
8906,05,2100,2,2,2,2,2,2,2,1,2,1,1,1,2,2
8907,05,2100,2,2,2,2,2,2,2,1,1,1,2,1,2,2
8908,05,2100,2,2,2,2,1,2,2,1,2,1,1,1,2,2
8909,05,2100,2,2,0,2,2,3,2,1,2,1,1,1,2,3
8910,05,2100,2,2,2,2,2,2,2,2,1,1,2,2,2,3
8911,05,2100,2,2,2,3,2,2,2,1,2,1,2,2,3,3
8912,05,2100,2,2,2,2,1,2,2,1,1,1,0,0,2,3
8913,05,2500,1,2,2,2,2,2,2,2,1,1,3,3,2,2
8914,05,2500,1,2,2,2,2,2,2,2,1,1,3,3,2,3
8915,05,2500,1,2,2,3,3,2,2,2,2,1,0,0,2,3
8916,05,2500,1,2,2,3,2,2,2,1,3,2,2,2,3,3
8917,05,2500,1,2,2,3,2,2,2,1,2,2,1,1,3,3
8918,05,2500,1,2,2,2,2,3,2,2,2,1,2,1,3,3
8919,05,2500,1,2,2,2,2,2,2,1,2,1,2,1,1,2
8920,05,2500,1,2,2,3,3,2,2,2,2,2,3,3,1,1
8921,05,2500,1,2,2,2,2,2,2,2,2,2,1,1,3,3
8922,05,2500,1,2,2,3,2,2,2,1,2,1,2,1,1,1
8923,05,2500,1,2,2,2,2,2,2,1,3,2,2,1,2,3
8924,05,2500,1,2,2,2,2,2,2,2,2,1,2,1,2,3
8925,05,2500,1,2,2,3,2,2,2,2,3,2,3,3,2,3
8926,05,2500,1,2,2,3,2,2,2,2,3,2,2,2,2,2
8927,05,2500,1,2,2,2,2,2,2,2,1,1,1,1,2,2
8928,05,1400,2,2,2,3,2,3,2,2,2,2,0,0,3,3
8929,05,1400,2,2,2,2,2,2,2,2,2,1,2,3,2,3
8930,05,1400,2,2,2,2,2,2,2,2,2,1,2,2,2,2
8931,05,1400,2,2,3,3,3,3,2,2,2,2,3,3,2,2
8932,05,1400,2,2,3,2,3,2,2,1,3,2,3,3,2,2
8933,05,1400,2,2,2,3,2,2,2,2,3,2,0,0,3,3
8934,05,1400,2,2,2,3,3,3,3,1,2,1,2,1,2,2
8935,05,1400,2,2,2,3,2,2,2,2,2,2,1,1,1,1
8936,05,1400,2,2,2,3,3,2,2,2,3,2,3,3,3,3
8937,05,1400,2,2,2,2,2,3,2,2,3,2,3,3,2,3
8938,05,1400,2,2,2,2,2,2,2,1,2,1,2,1,1,1
8939,08,1200,1,1,2,3,3,2,2,1,3,2,2,2,2,2
8940,08,1200,1,1,3,3,3,2,2,1,3,3,3,3,3,3
8941,08,1200,1,1,2,3,2,2,2,2,3,3,3,3,3,2
8942,08,1200,1,1,2,3,3,2,2,2,2,2,2,2,2,2
8943,08,1200,1,1,2,2,2,2,2,2,2,1,2,1,2,2
8944,08,1200,1,1,2,3,3,2,2,1,2,1,2,1,2,2
8945,08,1200,1,1,2,2,2,3,2,2,2,2,2,2,1,1
8946,08,1200,1,1,2,3,3,3,2,1,3,2,2,1,2,2
8947,08,1200,1,1,2,3,2,3,2,3,3,2,2,2,3,3
8948,08,1200,1,1,3,3,3,2,2,1,3,2,2,1,2,2
8949,08,1200,1,1,2,3,3,2,2,1,2,2,2,2,2,2
8950,08,1200,1,1,3,3,3,2,2,1,3,2,2,2,2,3
8951,08,1200,1,1,2,2,2,2,2,1,2,2,2,2,3,3
8952,08,1200,1,1,3,3,3,2,2,2,3,3,3,2,3,3
8953,08,1200,1,1,2,2,2,2,2,2,2,1,2,2,2,3
8954,08,1600,1,1,2,3,2,3,2,2,3,2,3,2,2,2
8955,08,1600,1,1,2,3,2,2,2,2,2,1,2,2,2,2
8956,08,1600,1,1,2,2,2,2,2,1,3,2,2,1,3,3
8957,08,1600,1,1,3,3,3,2,2,2,3,3,3,3,3,3
8958,08,1600,1,1,2,2,2,2,2,2,3,3,2,2,3,3
8959,08,1600,1,1,2,2,2,2,2,1,1,1,1,1,1,1
8960,08,1600,1,1,2,3,2,3,2,2,3,3,1,2,3,2
8961,08,1600,1,1,3,3,3,2,2,2,2,2,1,1,3,3
8962,08,1800,2,1,2,2,2,2,2,2,2,1,2,2,2,2
8963,08,1800,2,1,2,3,2,2,2,1,2,1,2,2,2,2
8964,08,1800,2,1,2,3,3,2,2,1,2,1,0,0,2,2
8965,08,1800,2,1,2,3,2,2,2,2,3,2,1,1,1,1
8966,08,1800,2,1,2,2,2,2,2,1,2,1,3,3,2,2
8967,08,1800,2,1,2,2,2,2,2,2,2,1,2,3,1,1
8968,08,1800,2,1,0,3,2,3,2,2,2,1,0,0,2,3
8969,08,1800,2,1,3,3,3,2,2,1,3,2,2,1,2,3
8970,08,1800,2,1,2,3,2,2,2,2,1,1,3,3,2,3
8971,08,1800,2,1,1,1,1,2,2,1,1,1,2,1,1,1
8972,08,1800,2,1,2,2,2,2,2,1,2,1,2,2,2,2
8973,08,1800,2,1,2,2,2,2,2,2,1,1,2,2,1,1
8974,08,1800,2,1,2,2,2,2,2,2,1,1,2,2,2,2
8975,08,1200,2,1,2,3,2,2,2,1,3,2,3,3,2,2
8976,08,1200,2,1,2,2,2,2,2,1,2,2,2,2,2,2
8977,08,1200,2,1,3,2,3,2,2,2,3,2,3,3,3,3
8978,08,1200,2,1,3,2,3,2,2,2,2,2,2,2,2,3
8979,08,1200,2,1,3,3,3,3,2,1,2,1,2,2,3,3
8980,08,1200,2,1,2,2,2,2,2,2,1,1,2,2,2,2
8981,08,1200,2,1,2,2,2,2,2,1,2,2,3,2,3,3
8982,08,1200,2,1,3,3,3,3,2,1,2,1,2,2,2,2
8983,08,1200,2,1,2,2,2,2,2,1,2,1,2,1,1,1
8984,08,1200,2,1,2,3,3,2,2,1,2,2,2,2,3,3
8985,08,1200,2,1,2,2,2,2,2,1,2,2,2,2,2,2
8986,08,1200,2,1,2,2,2,2,2,1,2,1,2,2,3,3
8987,08,1200,2,1,2,3,3,3,2,2,3,2,1,1,2,2
8988,03,1700,2,1,2,2,2,3,2,1,2,1,3,3,2,3
8989,03,1700,2,1,1,1,1,2,1,1,2,1,2,1,1,2
8990,03,1700,2,1,2,2,2,2,2,1,2,1,0,0,3,3
8991,03,1700,2,1,2,2,1,2,2,1,2,1,2,1,2,2
8992,03,1700,2,1,2,3,2,3,2,1,2,1,2,2,2,2
8993,03,1700,2,1,2,3,2,3,3,2,2,1,2,2,3,3
8994,03,1700,2,1,2,3,2,3,2,1,2,2,2,2,2,3
8995,03,1700,2,1,2,2,2,3,2,2,2,1,3,3,3,3
8996,03,1700,2,1,2,3,3,2,2,1,3,3,2,2,2,3
8997,03,1700,2,1,2,2,2,2,2,2,2,1,2,2,2,3
8998,03,1700,2,1,2,3,2,3,2,1,2,2,2,2,2,2
8999,03,1700,2,1,2,2,2,2,2,2,2,2,2,2,2,2
9000,03,1700,2,1,2,3,3,3,2,1,2,2,3,3,3,3
9001,03,1700,2,1,2,2,2,2,2,1,2,1,2,2,2,3
9002,05,2000,1,2,0,3,3,3,3,3,3,2,2,2,3,3
9003,05,2000,1,2,2,3,3,3,2,3,2,2,1,1,2,2
9004,05,2000,1,2,2,3,2,2,2,2,3,2,0,0,3,3
9005,05,2000,1,2,0,2,2,3,2,1,2,1,1,1,2,3
9006,05,2000,1,2,2,3,3,3,2,2,3,2,3,3,3,3
9007,05,2000,1,2,2,2,1,2,2,1,2,1,0,0,3,3
9008,05,2000,1,2,2,3,2,3,3,2,3,3,3,3,3,3
9009,05,2000,1,2,3,3,3,3,3,3,3,3,2,1,2,2
9010,05,2000,1,2,2,3,2,3,2,2,3,2,2,1,2,3
9011,05,1400,1,2,2,2,2,2,2,2,2,2,2,2,2,2
9012,05,1400,1,2,3,3,3,3,2,2,2,1,3,3,2,2
9013,05,1400,1,2,0,3,2,3,2,1,3,2,0,0,3,3
9014,05,1400,1,2,2,3,3,3,3,2,3,3,3,3,2,3
9015,05,1400,1,2,2,3,3,2,2,1,3,2,3,3,2,2
9016,05,1400,1,2,0,3,2,2,2,1,2,1,0,1,3,3
9017,05,1400,1,2,2,3,3,3,2,1,2,1,3,3,2,2
9018,05,1400,1,2,2,2,2,2,2,2,2,1,2,2,2,2
9019,05,1400,1,2,2,3,3,2,2,1,3,2,2,2,2,3
9020,05,1400,1,2,2,3,3,2,2,1,3,2,2,2,2,3
9021,05,1400,1,2,2,3,3,3,2,2,3,2,3,2,2,2
9022,05,1600,2,2,2,2,2,2,2,1,1,1,2,1,1,1
9023,05,1600,2,2,2,2,2,2,2,2,2,1,3,3,3,3
9024,05,1600,2,2,2,2,2,2,2,2,2,1,2,2,2,2
9025,05,1600,2,2,2,3,3,3,2,2,2,2,2,2,2,3
9026,05,1600,2,2,2,3,2,2,2,1,2,2,3,3,2,2
9027,05,1600,2,2,2,3,2,2,2,2,2,2,3,3,1,1
9028,05,1600,2,2,3,2,1,1,1,1,2,1,2,2,2,2
9029,05,1600,2,2,2,3,3,2,2,1,2,1,3,3,2,2
9030,05,1600,2,2,2,2,2,2,2,2,1,1,2,2,1,1
9031,05,1600,2,2,3,3,3,2,2,2,3,3,3,3,2,2
9032,05,1600,2,2,2,3,2,2,2,1,2,1,0,0,2,2
9033,05,1600,2,2,2,3,2,2,2,1,2,2,2,1,3,3
9034,05,1300,2,2,2,3,3,3,2,2,3,2,2,1,3,3
9035,05,1300,2,2,3,3,3,2,2,1,2,2,1,2,3,3
9036,05,1300,2,2,2,3,3,2,2,1,3,2,3,3,2,2
9037,05,1300,2,2,2,2,2,2,2,1,2,1,0,0,2,3
9038,05,1300,2,2,2,3,3,2,2,1,3,2,3,3,2,3
9039,05,1300,2,2,2,3,3,3,3,2,3,2,3,3,3,3
9040,05,1300,2,2,2,2,2,2,2,2,2,2,2,1,3,3
9041,05,1300,2,2,2,3,3,2,2,1,3,2,2,2,2,2
9042,05,1300,2,2,0,3,2,3,2,1,2,1,2,2,2,2
9043,05,1300,2,2,2,3,2,3,2,2,2,1,2,1,2,2
9044,05,1300,2,2,2,3,3,3,2,1,3,2,2,1,3,3
9045,05,1300,2,2,2,3,2,2,2,1,2,2,2,1,2,2
9046,05,1300,2,2,3,2,2,2,2,1,3,2,2,2,3,3
9047,05,1300,2,2,2,3,3,2,2,1,2,2,2,2,2,2
9048,08,2200,1,1,2,2,2,2,2,2,1,1,3,3,2,2
9049,08,2200,1,1,2,3,2,2,2,1,2,2,2,2,2,2
9050,08,2200,1,1,2,2,1,2,2,1,2,1,2,1,3,3
9051,08,2200,1,1,3,3,3,3,2,1,3,3,3,3,2,2
9052,08,2200,1,1,2,3,2,3,2,1,2,2,2,1,2,2
9053,08,2200,1,1,2,2,2,3,2,2,2,1,3,3,2,2
9054,08,2200,1,1,2,3,2,2,2,1,3,3,2,2,3,3
9055,08,2200,1,1,2,2,2,2,2,1,2,1,2,2,2,2
9056,08,3170,3,9,2,3,2,2,2,1,2,1,3,3,2,2
9057,08,3170,3,9,2,2,2,2,2,2,1,1,3,3,3,3
9058,08,3170,3,9,2,2,2,2,2,1,2,2,3,3,2,2
9059,08,3170,3,9,3,3,3,3,2,2,3,2,3,3,2,2
9060,08,3170,3,9,2,2,2,2,2,2,2,1,3,2,2,2
9061,08,3170,3,9,2,2,1,3,2,1,2,1,2,1,2,2
9062,08,3170,3,9,2,3,2,3,2,1,3,2,2,1,3,3
9063,08,3170,3,9,2,2,2,3,2,2,2,2,3,3,3,3
9064,08,3170,3,9,3,3,3,3,3,1,2,2,2,1,1,1
9065,08,3170,3,9,2,2,2,3,2,1,2,1,3,3,2,2
9066,08,3170,3,9,2,2,2,3,2,2,1,1,2,2,1,1
9067,08,1400,2,1,3,2,3,2,2,1,2,2,2,2,2,2
9068,08,1400,2,1,3,3,3,2,2,2,3,2,3,3,3,3
9069,08,1400,2,1,2,2,2,2,2,2,3,2,3,3,3,3
9070,08,1400,2,1,3,2,3,2,2,1,2,1,3,2,2,3
9071,08,1400,2,1,2,3,3,2,2,2,2,1,2,2,3,3
9072,08,1400,2,1,2,2,2,2,2,1,2,1,1,1,2,2
