íÖèá,înàÛ2,înàÛ3,înàÛ4,înàÛ5,înàÛ6,înàÛ7,înàÛ8,ògÉRÅ[ÉX,ògãRéË,ògí≤ã≥ét
1,0,3,1,1,1,0,0,19.9,11.1,15.6
1,0,2,4,1,2,2,1,15.5,18.5,9.3
1,0,1,3,1,3,3,0,18.1,5.4,12.7
0,0,4,3,1,5,4,0,17.3,10.6,10.5
0,0,5,1,1,1,5,0,19.9,11.5,12.5
0,0,1,1,1,0,1,0,15.2,16.6,14.2
0,0,0,1,1,0,1,0,14.6,18.3,8.1
0,0,0,0,1,4,0,0,15.5,8.4,11.1
0,0,0,1,1,0,0,1,18.1,7.2,7.2
0,0,0,1,1,0,0,0,17.1,11.9,13.6
0,0,0,4,1,0,0,1,17.1,8.5,19
0,0,0,1,1,0,0,0,14.6,19.5,18.3
0,0,0,1,1,0,0,0,13.4,2.5,6.1
0,0,0,3,3,0,0,0,17.3,16.6,17.3
1,0,1,1,1,5,4,0,17.3,12.7,13.6
1,0,4,2,1,3,2,1,13.4,13.3,6.1
1,0,5,1,2,4,0,0,19.9,17.2,18.9
0,3,0,1,1,1,0,0,18.1,17.1,11.6
0,0,0,1,2,0,0,0,19.9,14.4,9.5
0,0,1,1,1,2,0,0,15.2,33.6,#N/A
0,0,2,1,1,0,3,0,17.1,11.5,19.5
0,0,0,1,1,0,1,1,17.1,21.5,15.1
0,1,0,3,1,0,1,0,14.6,11.4,20
0,0,0,1,1,0,0,0,15.5,16.4,16.9
0,0,0,3,1,0,0,0,18.1,12.3,18.6
0,0,0,1,1,0,0,0,17.3,10.8,14.8
0,0,3,1,1,1,5,1,15.5,12.2,8.4
0,1,0,0,1,0,0,0,14.6,13.3,6.5
1,0,5,4,1,5,5,0,10.9,21.8,24.1
1,0,4,1,2,4,3,0,15.1,43.7,8.3
1,0,1,1,1,0,1,1,15.5,5.4,8.8
0,0,3,2,1,2,4,1,15.1,16,21.4
0,0,1,1,1,3,2,0,17.2,21,25.5
0,0,2,1,1,1,1,0,10.8,17.9,10.6
0,0,0,2,1,1,0,1,14.6,11.2,4.5
0,0,0,1,1,0,0,0,18,15.7,5
1,0,5,1,3,5,4,0,15.1,43.7,16.6
1,0,0,1,2,3,5,1,14.2,16.2,22.8
1,0,4,2,1,4,2,0,14.2,4.1,13
0,0,2,1,1,2,1,0,17.4,18,20.5
0,0,3,2,1,1,3,0,16.8,25.3,3.4
0,0,0,1,1,0,0,0,15.1,9,9.6
0,0,1,1,1,0,0,1,15.2,16.1,2.5
0,0,0,3,1,0,0,1,15,10.6,0
0,0,0,2,1,0,1,0,22.7,6.9,0
0,0,0,2,1,1,0,0,15,2.8,7.1
0,0,0,1,1,0,0,0,15.2,4.2,9
0,0,1,1,1,0,0,0,22.7,10.7,5.2
0,0,0,2,1,0,0,0,31.1,13.1,13.5
1,0,5,2,3,4,5,0,13.9,43.7,14.6
1,0,1,4,1,2,0,0,12.9,18,10.6
1,0,2,2,1,3,4,0,17.5,21.4,30.5
0,0,0,3,1,0,0,0,20.6,8.7,2.2
0,0,1,2,1,1,3,0,13.3,4.1,16.6
0,0,3,4,1,0,0,1,25.6,0,14.5
0,0,0,2,1,1,0,1,18.3,4.2,13.3
0,5,4,2,1,5,1,0,16.9,21,26
0,5,0,1,1,0,0,0,12.9,10.8,8.1
0,0,0,4,2,0,2,0,16.9,11.8,0
0,0,0,1,1,0,0,0,20.6,6.2,21.9
0,0,0,1,1,0,1,0,18.3,13.9,21.9
0,0,0,1,1,0,0,0,13.3,11.9,5.8
0,0,0,1,1,0,0,1,13.9,12,23.6
1,0,3,2,1,5,4,0,15.5,12.2,13.1
1,0,0,3,1,0,0,1,18.1,9.7,9.3
