íÖèá,înàÛ2,înàÛ3,înàÛ4,înàÛ5,înàÛ6,înàÛ7,înàÛ8,ògÉRÅ[ÉX,ògãRéË,ògí≤ã≥ét
0,5,2,1,1,1,3,0,15.1,19.2,32.2
0,0,0,3,1,2,1,1,15,15.3,29.1
0,0,0,1,1,0,0,0,17.5,6.2,23.8
0,0,1,1,1,1,0,0,18.7,14.2,4.5
0,0,4,1,1,3,2,0,12.5,10,8.3
0,0,0,1,1,0,0,1,17.5,11.2,30.5
0,0,0,1,1,0,1,0,12.5,9.3,18.9
0,0,1,1,1,0,0,1,16.4,6.4,3.3
1,0,0,1,1,0,0,0,13.7,9.4,8.4
1,0,0,2,1,0,0,0,19.4,18.2,21.8
1,0,0,1,2,0,0,0,16.6,9,3
0,0,1,1,1,5,1,0,16.6,14.5,10.8
0,0,0,3,1,1,0,0,18.2,11.6,25.4
0,0,3,1,1,1,4,1,19.4,11.1,8.1
0,0,0,1,1,0,1,1,17.9,10.9,13.1
0,0,2,1,1,0,5,0,18.2,17.8,9
0,0,0,1,1,3,0,0,19.4,17,14
0,0,1,1,2,4,2,0,16.4,22.4,14.2
0,0,4,1,1,0,0,1,19.4,14,22.2
0,0,5,1,4,2,3,0,16.1,33.6,15.6
0,0,0,1,1,0,0,0,16.4,8.5,15.2
0,0,0,3,1,0,0,0,13.7,14.7,21.6
1,0,4,0,1,4,5,0,14.7,10,32.5
1,0,0,1,1,0,0,1,19.5,5.1,18.9
1,0,5,4,4,5,4,0,17.6,36.7,27.2
0,0,3,1,1,2,3,0,14.7,9.3,9.6
0,0,2,1,2,0,0,1,13.2,22.3,14.6
0,0,0,1,1,3,1,1,16.4,11.2,13.5
0,0,0,1,1,0,0,0,26.3,6.4,9.6
0,0,1,1,1,0,1,0,15.8,14.4,21.4
0,0,0,3,1,1,2,0,13.4,9.7,10.7
0,0,1,1,1,1,0,0,13.4,20.1,7.8
1,0,4,3,4,3,5,0,19.4,31.8,21.7
1,0,5,1,1,5,4,0,19.4,2,22.2
1,0,2,1,1,4,1,1,18.2,13.2,2.7
0,3,3,1,1,2,3,0,13.7,19.1,11.3
0,0,1,1,1,1,1,0,16.4,22.7,11.6
0,0,0,1,1,0,0,0,16.4,16.3,10.1
0,0,0,1,3,1,0,1,16.6,9,8.6
0,0,1,4,1,0,0,0,16.6,14.5,6.2
0,0,0,1,1,0,2,0,17.9,12,10
0,0,0,1,1,0,0,0,16.1,3.6,7.1
0,0,0,1,1,0,0,0,13.7,8.7,5.8
0,0,0,1,1,0,0,1,19.4,5.9,13.7
0,0,0,1,1,0,0,0,19.4,2.8,16.3
0,0,0,1,1,0,0,0,18.2,11.6,15.2
1,0,0,1,1,0,1,0,18.1,9.7,6
1,0,1,1,1,3,2,1,17.7,6.9,26.6
1,0,3,0,1,2,3,0,17.7,13.5,5.9
0,0,5,3,1,5,5,0,17.9,8.4,14
0,5,0,3,1,0,0,1,20.1,9.5,13.1
0,0,4,4,1,4,4,0,17.2,16.3,20.5
0,0,0,4,1,1,0,0,18.1,6.6,19.2
0,0,0,1,1,0,0,1,18.7,6.9,8.1
0,0,0,2,1,0,0,0,16.5,10.9,16.6
0,0,2,1,1,0,1,0,17.8,10.8,2.9
0,0,0,1,1,0,0,0,18.7,0,0
0,0,1,1,1,1,0,0,17.8,10,14.8
1,5,1,1,1,1,3,0,26.3,10.5,17.6
1,5,1,1,2,1,1,1,15.8,10.1,8.6
1,5,4,1,1,4,5,1,17.6,22.5,10.7
0,5,3,1,3,3,1,0,14.7,17.5,16.9
0,0,5,4,1,5,4,0,13.2,15.8,15.6
0,5,2,1,3,2,2,0,13.4,46.4,17.9
0,0,0,1,1,0,0,0,13.2,9.3,4.1
0,0,0,1,1,0,0,1,16.4,10.7,0
0,0,0,1,1,0,0,0,13.4,10.6,13.6
0,0,0,1,1,0,0,0,14.7,6.4,11.1
0,0,0,3,1,0,0,0,15.8,7.8,0
0,0,0,1,1,0,0,0,19.5,4,10.8
0,0,0,1,1,0,0,0,19.5,16.2,0
1,0,5,4,1,4,5,0,18.7,41.3,2.7
1,0,1,1,1,5,4,0,12.5,10,13.6
1,0,1,1,1,0,0,0,15,0,12.5
0,0,0,1,1,0,3,1,16.4,8.9,0
0,0,0,1,1,0,0,0,18.7,6.9,9
0,0,3,1,1,1,2,1,14.5,11.5,0
0,0,2,1,1,0,0,0,14.5,10.4,14.6
0,0,0,1,1,2,1,0,19.7,4.7,4.3
0,0,4,1,1,3,1,0,15.1,13.3,16.1
0,0,0,1,1,0,0,0,17.5,4.1,14.4
0,0,0,4,1,0,0,0,15.1,5.1,19.2
0,0,0,1,1,1,0,0,17.5,#N/A,17
0,5,0,4,1,0,0,1,12.5,19.2,20.8
1,0,3,1,1,3,5,0,16.1,11.2,6.6
1,0,4,1,1,5,3,0,19.4,11.5,17.5
1,0,1,1,1,4,4,0,13.7,20.6,12.1
0,0,0,1,1,0,1,0,16.6,9.3,9.2
0,0,5,1,1,1,0,1,18.2,12.7,11.7
0,0,2,1,1,2,1,0,17.9,23,34.8
0,0,0,2,1,0,2,1,16.4,12.7,18.9
0,0,0,1,1,1,0,0,19.4,0,2.6
0,0,1,1,1,0,0,0,16.6,9,5.7
0,0,0,1,1,0,0,0,16.4,9.7,0
0,0,0,4,1,0,0,0,18.2,14.9,5.1
0,0,0,1,1,0,0,1,19.4,21,15
0,0,0,1,1,0,0,0,13.7,12.8,20.6
0,0,0,1,1,0,0,0,19.4,5.2,10.7
1,0,0,1,1,0,0,0,17.9,8.4,18.7
1,0,1,1,1,3,0,0,18.7,15,16.6
1,0,1,1,1,1,1,0,18.1,8.4,16.9
0,0,0,2,1,0,0,0,17.7,5.9,8.9
0,0,0,4,1,0,1,1,17.8,14.4,15.2
0,0,0,2,1,0,0,1,18.1,19.1,24
0,0,4,1,1,2,5,0,20.1,25,11.1
0,0,0,1,1,0,0,0,17.7,6.8,5
0,0,0,1,1,0,0,0,16.5,4,0
0,0,5,1,1,5,4,0,17.2,5.8,16.6
0,0,3,3,1,1,2,1,17.8,20.1,10.9
0,0,2,3,1,4,3,0,18.7,11.1,4.6
1,0,1,1,1,0,1,1,14.9,17.6,8.6
1,0,5,4,1,5,5,0,16.7,19.2,17.5
1,0,4,2,1,2,3,0,11.4,17.9,10
0,0,0,1,1,0,0,0,16.1,14.2,0
0,0,1,1,3,4,1,0,20,10.5,9
0,0,0,1,1,1,0,1,15.5,4.5,3.7
0,0,2,1,2,1,2,1,11.4,5.4,5.4
0,0,3,1,1,3,4,0,18,13.7,3.4
0,0,0,1,1,0,0,0,11.5,7.3,11.7
0,0,0,1,1,0,0,0,11.5,6.2,12
1,0,0,1,1,1,0,1,13.8,2.5,2.5
1,0,0,4,1,0,0,0,12.8,12.4,0
1,1,2,1,1,4,1,0,13.8,11.5,13.6
0,0,0,1,1,0,1,0,13.3,#N/A,11.4
0,0,0,1,1,0,0,0,12.8,0,16
0,0,4,2,1,3,3,0,15.4,7.9,15.6
0,0,1,3,1,1,0,0,13.4,12.5,0
0,0,0,1,1,0,0,0,15.5,7.7,8.3
0,0,5,4,1,5,2,0,12.2,14.9,5.7
0,0,0,1,1,0,0,0,12.2,25,3.7
0,3,0,2,1,0,0,0,13.3,4.1,13.3
0,0,3,1,2,2,4,1,13.3,10.3,32.2
0,0,0,3,1,0,0,0,15.4,20,3.1
0,0,0,1,1,0,0,0,13.3,3.1,7.5
0,0,1,1,1,0,5,1,15.5,7.5,12.7
0,0,0,1,1,0,0,0,13.4,4.3,8.3
1,3,2,1,1,3,1,0,14.5,14.9,14
1,3,1,3,1,0,2,0,14.2,2.5,27.9
1,5,0,1,1,0,0,0,12.4,10.7,5.3
0,0,0,1,1,1,1,1,15.5,14.5,7.1
0,3,4,1,1,5,4,0,13.5,18.6,21.5
0,0,3,1,1,0,3,1,13.1,10.5,6.2
0,3,1,1,1,0,0,0,12.1,14.9,16.6
0,5,0,1,1,0,0,1,14.5,4.1,24.5
0,5,0,0,1,1,0,0,12.1,15.3,0
0,5,5,1,1,2,5,0,13.5,10.8,17.3
0,0,0,1,1,0,0,0,13.1,#N/A,#N/A
0,0,0,4,1,0,0,0,15.4,#N/A,#N/A
0,5,0,4,1,0,0,0,15.5,6.2,26.4
0,0,0,1,1,4,0,0,12.4,8.4,18.9
0,0,0,1,1,0,0,0,14.2,#N/A,#N/A
0,0,0,1,1,0,0,0,15.4,#N/A,#N/A
1,0,2,1,1,1,0,1,18.7,18.5,48
1,1,0,1,1,4,0,0,17.9,17.1,25.9
1,0,4,1,1,5,5,0,13,20.1,7.4
0,0,0,1,1,0,3,0,11.6,16.3,12.5
0,0,0,1,1,0,0,0,17.9,9.7,15.3
0,0,1,1,1,0,1,1,14.6,13.9,2.8
0,0,0,1,1,0,0,0,11.5,12.8,15.3
0,5,0,1,1,0,0,0,11.5,9.3,32.2
0,0,0,4,1,0,0,0,18.7,22.2,19.5
0,0,3,1,1,2,0,0,14.6,10.1,25.9
0,0,1,1,1,0,1,0,14.3,14.6,18.7
0,5,0,1,1,0,0,0,11.6,#N/A,8.5
0,0,5,1,1,3,4,0,13.6,8.4,14
0,1,0,1,1,0,0,0,14.3,5.6,4.1
0,0,0,1,1,1,2,1,13.6,13.9,13.3
1,0,0,1,1,0,2,1,14.4,0,15.7
1,0,0,1,1,0,0,0,13.6,#N/A,25.4
1,0,2,1,1,1,5,1,11.5,9.9,8.3
0,0,0,1,1,0,0,0,18.2,1.9,9.6
0,0,0,1,1,1,0,0,13.1,8.6,4.5
0,3,0,1,1,2,0,0,12.3,5,13.5
0,0,1,1,1,0,1,1,18.2,13.7,9.5
0,0,5,1,1,3,4,0,11.5,12.4,6.8
0,0,3,1,1,5,3,0,17,20.4,0
0,0,1,1,1,0,0,0,15.7,11.5,26
0,0,4,4,1,4,1,0,13.1,9.4,12.1
0,5,0,0,1,0,0,0,12.3,11.5,19.6
1,0,5,1,1,5,4,0,18.7,13.5,38.8
1,3,0,1,1,0,0,0,13,5.3,2.1
1,0,3,1,2,3,3,0,13.6,13.9,21.2
0,0,2,4,1,4,0,0,14.6,0,3.3
0,0,4,1,1,2,5,0,14.3,14.9,20
0,0,0,0,2,1,2,1,14.3,5.6,14.7
0,0,1,2,1,0,1,1,14.6,16.8,11.5
0,0,0,1,1,0,0,1,17.9,11.1,22.2
0,0,1,4,1,1,0,0,13.6,13.3,8.8
0,0,0,1,1,0,0,0,11.5,#N/A,16.2
0,0,0,1,1,0,0,0,17.9,4.8,11.4
0,0,0,1,1,0,0,0,18.7,#N/A,16.6
0,0,0,1,1,0,0,0,11.6,8.8,0
0,3,0,1,1,0,1,0,11.5,10.5,15.3
1,0,5,1,1,4,4,0,13.6,21.5,21.4
1,1,0,1,1,0,0,0,13.1,10.7,3.8
1,0,4,1,1,3,5,0,13.6,6.8,15.7
0,0,3,1,1,1,2,0,13.1,0,2.8
0,1,0,1,1,0,0,0,17,23,9.6
0,1,0,1,1,1,3,0,17,20.4,10
0,0,1,1,1,0,1,0,15.7,13.4,7.4
0,0,0,1,1,0,0,1,14.4,7.8,7.5
0,0,0,1,1,2,0,0,12.3,12.7,3.2
0,0,2,1,1,5,0,0,11.5,0,6.8
0,3,0,1,1,0,0,0,18.2,2.4,0
0,0,1,1,1,0,1,1,18.2,5,6.2
0,0,0,1,1,0,0,1,12.3,6.2,16.2
0,0,0,1,1,0,0,0,11.5,5.7,3.1
0,0,0,1,1,0,0,0,14.4,8.3,8
0,0,0,1,1,0,0,0,15.7,#N/A,3.3
1,1,3,1,2,4,5,0,13.3,17,16.3
1,1,0,4,1,3,0,1,15.5,16.3,0
1,5,1,2,2,5,4,0,15.4,15.3,11.1
0,0,2,4,1,2,3,0,12.8,6.7,12.6
0,0,4,1,1,0,1,0,12.2,9.5,11.7
0,1,0,1,1,0,0,0,13.8,8.4,0
0,0,5,1,1,0,0,0,13.4,7.5,6
0,0,0,1,1,1,1,0,13.3,#N/A,15.3
0,0,0,2,1,0,0,0,13.3,7.3,9.6
0,0,0,1,1,0,0,0,13.8,2.6,0
0,0,1,1,1,0,0,1,15.5,33.3,12.5
0,0,0,1,1,0,0,0,12.8,10.1,2.6
0,0,0,1,1,0,0,0,13.3,0,16.1
0,0,0,1,1,0,2,0,15.4,14.9,12.5
0,0,0,1,1,1,0,1,13.4,9,6.6
0,0,0,1,1,0,0,0,12.2,6.2,0
1,5,4,1,2,4,4,0,13.5,10.8,34
1,5,5,2,2,5,5,0,13.5,18.6,13.2
1,0,1,1,1,1,0,1,15.4,0,0
0,5,0,4,1,0,0,1,15.4,0,10.5
0,0,3,1,1,2,2,0,12.4,9.7,16.1
0,0,2,1,2,3,3,0,14.5,13,4
0,0,1,1,1,1,1,0,13.1,15.8,15.2
0,0,0,1,1,0,1,0,14.2,33.3,10.7
0,0,0,1,1,0,0,0,13.1,5.6,13.7
0,0,0,1,1,0,0,0,14.2,8.6,5.2
0,3,0,1,1,0,0,0,12.4,8.4,7.8
0,5,0,1,1,0,0,1,14.5,17.7,16.6
0,1,0,1,1,0,0,0,15.5,#N/A,12.6
0,0,0,1,1,0,0,0,12.1,7.8,8.3
0,3,0,1,1,0,0,0,15.5,18.9,8.8
1,0,5,2,1,4,5,0,13.6,19.5,15
1,1,2,1,1,5,3,0,17.9,9.3,11.7
1,0,4,1,1,3,0,0,14.3,3.7,16
0,0,0,3,1,0,0,1,18.7,14.8,6.5
0,0,0,1,1,0,1,0,13.6,15.9,13.3
0,3,1,1,1,0,0,0,14.6,2.5,0
0,5,0,1,1,2,1,0,13,3.2,14
0,0,1,1,1,1,4,1,11.6,11.7,13.9
0,5,0,1,1,1,0,0,14.3,#N/A,26.6
0,0,0,1,1,0,0,0,18.7,#N/A,21.2
0,1,0,1,1,0,0,1,11.5,0,14.6
0,0,3,1,1,0,2,0,11.6,12.5,0
0,0,0,1,1,0,0,0,14.6,9.3,2.8
0,0,0,1,1,0,0,0,17.9,25,8.6
0,0,0,1,1,0,0,0,11.5,13.3,6.2
1,5,4,3,2,4,3,0,12.7,26.9,13.7
1,3,0,1,1,0,0,1,12.8,8.8,8
1,0,5,1,1,5,5,0,12.9,10,6.4
0,5,0,1,1,3,0,0,12.6,6.7,8.8
0,5,0,1,1,2,0,1,12.1,22.9,8.6
0,0,3,4,1,0,4,0,15.1,8.4,12.7
0,0,2,1,1,1,2,0,15.1,15.9,4.3
0,1,1,1,1,0,1,1,12.1,10.2,11.3
0,1,0,1,1,0,0,0,12.7,#N/A,12.7
0,0,1,1,1,0,0,0,12.9,9,20.3
0,0,0,1,1,0,0,0,12.8,5.8,16.3
0,0,0,1,1,0,0,0,15.2,4.4,3
0,0,0,1,1,0,0,0,12.6,3.5,19
0,0,0,1,1,0,0,0,14.7,13.3,2
0,0,0,1,1,0,0,0,15.2,0,10
0,5,0,1,1,1,1,0,14.7,13.4,10.1
1,0,0,1,1,0,0,0,12.4,17.3,2.7
1,0,4,1,1,5,4,0,15.4,10.1,6.8
1,1,0,1,1,1,0,0,15.4,0,5.2
0,0,1,1,1,0,1,1,14.2,4.8,12.5
0,0,5,1,1,4,5,0,14.5,17.7,10
0,0,3,1,1,3,3,0,13.5,18.6,16
0,0,1,2,1,2,2,1,15.5,14.5,24.1
0,0,2,3,1,1,1,0,13.1,5.6,0
0,0,0,3,1,0,0,0,12.4,#N/A,7.5
0,0,0,1,1,0,0,0,14.5,8.8,10.5
0,0,0,1,1,0,0,1,12.1,4.3,0
1,0,4,1,1,5,0,0,12.2,9.5,14.7
1,0,0,1,1,0,0,0,12.8,5.7,2.7
1,0,0,1,1,0,0,0,15.4,14.7,6.4
0,0,0,1,1,0,3,1,13.3,11.7,10.2
0,0,5,1,1,3,5,0,15.5,4.8,4.5
0,0,1,1,1,4,1,0,12.2,2.9,17.8
0,0,1,1,1,0,0,0,13.3,3.7,2.4
0,0,0,1,1,0,2,0,12.8,14.4,5
0,0,0,1,1,0,0,1,13.4,10.8,4.7
0,0,3,1,1,2,4,0,13.8,15.4,12.6
0,0,0,1,1,0,0,0,13.3,0,9.6
0,0,0,1,1,0,0,0,13.3,10.5,13.3
0,0,0,1,1,0,0,0,13.4,#N/A,6
0,0,0,3,1,1,0,1,15.5,16.3,4.5
0,0,0,1,1,1,0,0,15.4,17.1,9.6
0,0,2,1,1,0,1,0,13.8,12.5,0
1,0,5,2,3,4,5,0,13.7,34.4,34.6
1,0,3,1,2,5,4,0,14.3,18.5,10.1
1,3,2,1,1,0,0,0,14.3,15.1,10.7
0,0,1,3,3,1,3,0,15.2,36.4,22.8
0,3,0,1,1,0,0,0,14.9,4.1,17.3
0,0,0,1,1,1,0,0,15.2,15.3,17.3
0,0,1,3,1,2,1,0,15.8,18,13.3
0,0,0,4,1,0,1,1,13.7,18.7,2.8
0,3,4,1,1,3,2,1,17.2,16.4,19.6
0,0,0,1,1,0,0,0,14.4,8.8,11.4
0,0,0,3,1,0,0,0,14.4,22.9,4.3
0,5,0,1,1,0,0,1,15,16.3,12
0,0,0,2,2,0,0,0,14.9,29.1,18.3
0,3,0,1,1,0,0,0,17.2,6.9,21.2
0,0,0,1,1,0,0,0,15,12.8,11.1
1,0,2,2,2,5,1,0,16.9,17,15.5
1,5,5,1,1,4,0,0,16.6,22.1,22.8
1,5,4,2,2,3,3,0,16.5,34.8,14.5
0,5,0,4,2,0,0,1,13.6,33.3,32.3
0,5,1,2,3,1,4,1,16.6,37.5,22.2
0,3,0,1,1,0,5,0,13.1,11.8,29
0,0,3,1,1,1,1,0,17.4,8.1,8.3
0,3,0,0,1,0,0,0,17.4,9.4,11.3
0,3,0,3,1,0,0,0,16.9,5.7,12.5
0,3,0,4,1,0,0,0,14.8,15.8,33.8
0,0,0,1,1,0,0,0,14.8,6,14.8
0,5,1,1,2,0,0,1,11.6,10.3,34.2
0,0,0,1,1,2,0,0,16.5,17.3,16.9
0,0,0,1,2,0,0,0,13.6,8.1,16.6
0,0,0,1,1,0,0,0,11.6,11.2,34.6
0,0,0,1,1,0,2,0,13.1,2.7,17.9
1,0,3,1,1,4,3,0,17.2,8.5,6.5
1,3,1,2,2,5,2,0,16.3,35.2,7.6
1,0,1,1,1,3,1,1,11.8,11.6,22.4
0,0,2,2,2,0,5,1,14.7,18.5,20.3
0,5,0,2,1,0,1,0,16.3,20.5,15.3
0,0,0,1,1,1,0,0,13.1,15.2,11.1
0,3,0,1,1,0,0,0,12.6,7,16.2
0,0,0,1,1,0,0,0,12.5,11.5,6.6
0,3,0,1,1,0,0,0,13.1,9.2,18.1
0,3,5,1,1,1,4,0,17.2,3.5,13.7
0,0,4,1,1,2,0,0,11.8,18.7,20.5
0,0,0,1,1,0,0,0,12.5,10.5,24.1
0,0,0,4,4,0,0,1,13.3,14.6,27.5
0,3,0,1,1,0,0,0,14.7,8.1,12.9
0,5,0,2,1,0,0,0,13.3,25.8,0
0,3,0,4,1,0,0,0,12.6,12.4,5
1,0,5,1,1,3,3,0,14.2,10.6,13.8
1,3,3,1,3,5,0,0,13.7,40.4,24.1
1,5,0,1,3,1,5,0,19.5,28.8,30.1
0,0,4,3,2,2,0,0,10.7,31.9,12.1
0,0,0,1,1,0,1,1,14.2,5.7,9.6
0,0,0,3,1,4,2,1,11.1,21.2,31.3
0,0,1,1,1,0,4,1,12.7,11.5,29
0,1,1,1,1,1,0,0,12.7,14.5,0
0,0,2,1,1,0,1,0,13.7,9.8,5.8
0,0,0,1,1,0,0,0,15.3,3.9,12
0,0,0,3,1,0,0,0,19.5,10,13.7
0,5,0,1,1,0,0,0,11.1,14.9,18.6
0,3,0,1,1,0,0,0,14.8,17.3,0
0,0,0,1,1,0,0,0,15.3,5,0
1,0,4,4,1,3,5,0,15.6,7.4,8
1,0,0,4,1,2,0,0,12.1,12.3,27.5
1,3,1,1,1,1,4,0,16.2,24.1,14.2
0,0,2,1,1,5,3,0,15.6,13.9,10.5
0,0,0,3,1,0,0,1,12.1,15.3,14.2
0,5,3,1,1,0,0,0,11.7,30.4,29.4
0,3,0,1,1,0,0,0,15.6,12.4,10.2
0,3,0,1,1,0,0,0,15.6,17.1,21.4
0,3,5,1,2,1,1,0,12,23.8,18.4
0,0,1,1,1,0,2,0,16.2,5.7,16.9
0,3,0,1,1,0,0,0,11.7,10.5,20.3
0,0,0,1,1,4,1,0,14.8,8.6,16.3
0,0,0,1,1,0,0,0,12,20.8,10
0,3,0,1,1,0,0,1,16.2,15.9,33.3
0,3,0,1,1,0,0,0,16.2,17.7,18.1
0,5,0,2,1,0,0,1,14.8,14.4,20.6
1,5,5,4,1,5,5,0,17.4,28.8,20.2
1,1,0,1,1,0,0,0,16.9,15.2,12.8
1,0,3,1,4,4,4,0,14.8,40.4,21.6
0,3,2,1,1,1,0,1,13.1,11.5,11.1
0,0,4,1,1,3,0,0,13.6,17.3,12.9
0,0,0,1,1,0,0,1,11.6,25.2,17.1
0,5,1,4,1,2,1,0,13.6,14.9,24.5
0,0,0,1,1,0,0,0,16.6,3.9,24
0,3,0,1,1,0,0,0,17.4,13.7,8.6
0,3,0,1,1,0,0,0,16.5,12.7,15
0,3,0,2,1,0,0,0,14.8,2.7,14.2
0,0,0,1,1,0,0,0,11.6,10.6,14.8
0,0,1,1,2,1,2,1,16.9,19.6,22.6
0,5,0,1,1,0,0,0,13.1,2.7,21.5
0,3,0,4,1,0,1,0,16.5,10.5,28.2
0,0,0,1,1,0,3,0,16.6,5,18.1
1,3,0,1,1,0,0,0,17.2,10.5,21.4
1,3,0,4,1,0,0,1,15.2,20,24
1,0,5,3,4,5,5,0,15,25.2,20
0,0,0,1,1,1,0,0,15.2,14.1,8.1
0,0,3,1,1,0,2,0,13.7,10.6,16.6
0,3,1,1,1,1,3,0,14.9,14,25.4
0,0,0,1,2,0,0,0,17.2,20.8,9.5
0,3,0,1,1,0,0,0,14.9,12.9,21.8
0,0,0,1,1,0,0,0,15,0,22.2
0,0,4,1,2,0,1,1,14.3,20.9,14.2
0,3,1,1,1,0,0,0,15.8,6.3,13.5
0,3,2,1,3,2,4,1,14.4,10.9,5.7
0,3,0,1,1,0,0,0,15.8,12.9,10.2
0,0,0,1,2,0,0,0,14.4,18.4,11.7
0,3,0,1,1,3,0,0,13.7,21.3,5.7
0,0,0,1,2,4,1,0,14.3,32,18
1,0,0,1,1,0,1,0,16.9,33.9,11.1
1,5,3,1,3,3,2,0,15.7,30.7,31.6
1,0,1,1,2,1,0,1,14.5,14.9,2.7
0,0,5,0,1,5,4,0,16.9,19.6,11.4
0,5,4,1,2,4,5,0,14.5,36.3,31.3
0,3,1,1,1,1,1,1,14.4,13.3,18.5
0,0,0,1,1,0,0,0,11.6,15.1,5
0,0,2,1,1,2,3,1,12.9,25.2,7.4
0,0,0,1,1,0,0,0,18.7,17.2,4.6
1,0,2,1,1,3,1,0,14.7,19.2,10.8
1,0,3,2,1,5,4,0,12.5,14.6,34.1
1,3,1,1,1,2,0,0,13.3,7.2,10
0,0,1,1,1,0,2,1,13.3,14.6,10.4
0,0,0,1,1,0,0,0,11.8,11.4,20
0,3,0,1,1,0,0,1,16.3,14.2,21
0,0,0,2,1,0,0,0,14.7,11.1,14.8
0,3,0,1,1,0,0,0,12.6,10.9,13.1
0,0,4,1,1,1,1,0,17.2,8,11.9
0,0,0,1,1,0,0,0,13.1,9.2,11.1
0,0,5,1,3,4,5,0,13.1,31.1,13.5
0,5,0,1,1,1,3,1,17.2,10.5,18.5
0,0,0,1,1,0,0,0,12.5,18.4,18.3
0,0,0,1,1,0,0,0,16.3,18,18.9
0,0,0,1,1,0,0,0,12.6,0,12
0,1,0,1,1,0,0,0,11.8,13.6,16.6
1,3,3,1,2,4,1,0,8.6,28.8,21.7
1,0,4,1,4,3,4,0,11.2,37.5,12.2
1,3,1,1,1,1,0,0,11.2,21.3,15.3
0,3,0,1,1,1,2,1,16.3,16.9,26.9
0,0,2,1,1,2,3,1,16.5,13.3,13.4
0,3,0,1,1,0,0,0,12.1,12.6,9
0,0,0,3,1,0,0,0,16.3,9.2,13.3
0,5,0,1,1,0,0,0,16.5,5.8,8.5
0,0,5,1,2,5,5,0,11,33.9,7.5
0,0,0,1,1,0,0,0,11.1,20,8.6
0,0,0,1,1,0,1,1,11.1,12.9,3.8
0,0,1,1,1,0,0,0,11,11.7,10
0,3,0,1,1,0,0,0,8.6,9,26.5
0,5,0,1,1,0,0,0,15.9,11.7,9
0,0,0,1,1,0,0,0,8.6,6.4,14.4
0,0,0,1,1,0,0,0,11,5.7,7.3
0,3,0,1,1,0,0,0,12.1,9.8,4.6
0,3,0,1,1,0,0,0,15.9,2.6,4
1,0,4,1,2,4,4,0,17.4,28.8,24.6
1,0,3,3,1,3,3,0,14.8,9.3,12.1
1,0,5,4,2,5,5,0,16.9,19.6,11.9
0,0,1,4,1,2,1,0,17.4,9.2,15.6
0,0,0,1,1,0,0,0,11.6,20.3,4.5
0,0,2,3,2,0,2,1,13.6,5.7,10.3
0,0,0,1,1,0,0,0,16.5,10.5,8.3
0,0,1,1,1,1,1,1,16.6,14.5,16
0,0,0,1,1,1,0,0,14.8,0,14.8
0,0,0,1,1,0,0,0,13.1,12.5,12.5
0,0,0,1,1,0,0,1,16.6,18.9,6.6
0,0,0,1,1,0,0,0,16.9,10.3,3.5
1,0,2,4,1,1,3,1,16.6,9,9.3
1,0,3,1,2,2,1,0,13.7,19.1,9.2
1,0,5,3,1,5,5,0,13.7,15.3,20.5
0,0,1,1,1,3,1,0,16.1,10.6,3.8
0,0,4,4,1,4,4,0,19.4,21,11.9
0,0,1,2,3,0,0,1,19.4,13,25.5
0,0,0,1,1,0,0,0,19.4,19.5,12
0,0,0,1,1,0,0,1,16.4,8.5,9.3
0,0,0,4,1,0,0,0,16.6,13.6,0
