íÖèá,înàÛ2,înàÛ3,înàÛ4,înàÛ5,înàÛ6,înàÛ7,înàÛ8,ògÉRÅ[ÉX,ògãRéË,ògí≤ã≥ét
0,0,0,1,1,0,0,0,19.2,11.8,18.4
0,0,0,1,1,0,0,0,14.4,6.5,6.5
1,5,0,1,1,0,0,0,16.4,23.6,33.3
1,0,0,1,1,0,0,0,14.2,19.5,6.6
1,0,0,1,1,0,0,0,16.4,13,17
0,0,0,1,1,0,0,0,15.3,7.9,10
0,3,0,1,1,0,0,0,15.3,18.3,21.2
0,5,0,1,1,0,0,0,14.2,11.1,22.4
0,0,0,0,0,0,0,0,12,9.5,7.4
0,0,0,1,1,0,0,0,16.6,17.1,22.7
0,0,0,1,1,0,0,0,12.3,8,2.9
0,0,0,1,1,0,0,0,12.9,0,16.1
0,0,0,1,1,0,0,0,12.7,7,11.3
0,0,0,1,1,0,0,0,16.6,13.7,12.7
1,3,2,2,1,5,0,0,13.4,10.9,16.2
1,3,1,1,2,0,0,0,17.3,18,22.4
1,0,0,4,1,2,0,0,16,11.1,8.1
0,3,0,1,1,0,0,0,11.5,21.3,8.6
0,0,0,4,4,4,5,0,16.1,#N/A,36.8
0,1,0,1,1,0,0,0,13.5,15.3,23.2
0,0,0,4,1,0,4,0,13.4,9,9.2
0,5,1,4,1,1,0,1,13.4,8.7,26.6
0,0,3,4,1,0,1,0,13.5,29.6,16.3
0,0,4,3,1,1,0,0,16.8,31.6,2.9
0,3,5,2,1,0,1,1,16.8,24.6,8
0,3,0,4,1,0,0,1,16.1,31.5,17.7
0,0,0,4,3,3,0,0,13.4,25,17.8
0,5,0,1,1,0,3,0,16,4.8,10
0,3,0,1,1,0,0,0,11.5,14.2,11.9
0,3,0,1,1,0,2,0,17.3,15.1,21.8
1,0,5,3,3,5,2,0,13.3,40.7,14.7
1,0,0,1,1,0,1,0,13.9,15.8,14.8
1,0,0,1,3,0,4,1,17.6,25.5,16.6
0,0,2,1,1,0,0,0,14.7,11.8,10.5
0,0,1,1,2,1,0,0,13.9,14,12.5
0,0,0,1,1,0,1,0,13.7,17.1,24.5
0,5,4,0,1,4,5,0,15.8,#N/A,14.2
0,0,0,1,1,2,0,0,13.3,18,32.6
0,0,0,1,2,0,0,0,17.6,21.4,17.2
0,5,1,4,2,1,0,0,12,33.9,21.3
0,0,0,1,1,0,0,0,11.2,2.2,25
0,0,0,1,1,0,0,0,15.8,19.2,16.9
0,5,0,1,4,0,0,1,12,42.4,38.8
0,3,3,1,2,3,3,1,14.7,22.5,12.5
0,0,0,1,1,0,0,0,13.7,14.7,20
0,0,0,1,1,0,0,0,11.2,#N/A,#N/A
1,0,0,1,1,0,0,1,15.8,30.7,16
1,1,0,1,1,3,0,0,11.2,4.1,10.2
1,3,1,1,2,0,2,0,13.7,23.6,21.7
0,0,0,1,1,0,4,0,14.7,21.6,7.8
0,0,4,2,3,5,0,0,11.2,14.9,6.9
0,1,0,1,1,2,3,0,13.9,13.7,21.7
0,0,3,1,1,4,5,0,12,#N/A,28.7
0,3,2,2,1,1,1,0,13.3,40.7,20.5
0,0,1,3,1,0,0,1,15.8,13.9,15.3
0,3,0,1,1,0,0,0,13.9,10.6,14
0,0,0,1,1,0,1,0,17.6,14.9,9
0,0,5,1,1,1,0,1,12,11.2,13.3
0,0,0,1,1,0,0,0,13.3,7.3,0
1,3,0,1,3,2,1,0,14.2,30.9,31.6
1,5,3,1,4,3,5,0,17.9,50,22.9
1,0,2,1,1,0,0,1,16.6,38,21.7
0,0,4,1,1,4,4,0,15.2,#N/A,18.5
0,3,0,3,1,1,3,1,15.2,6.3,6.6
0,3,1,4,2,0,0,1,12.9,25.5,23
0,5,0,2,2,0,0,0,14,10,25.3
0,0,5,1,2,5,2,0,14,17,13.6
0,5,0,4,1,1,1,0,14.7,23,12.1
0,0,1,1,1,0,0,0,17.1,13.1,25
1,5,0,1,2,3,0,0,12.2,20.1,11.4
1,1,0,2,1,4,5,0,14.5,#N/A,20
1,0,5,4,1,5,2,0,14.4,17,15.1
0,5,0,1,1,0,1,1,14.6,23.5,11.1
0,0,3,1,2,0,3,1,12.2,19.6,19.3
0,5,0,4,1,0,0,1,14.6,18.4,30.7
0,0,1,4,2,1,0,0,11.8,9.7,3
0,1,0,1,1,0,0,0,17,11.1,8.3
0,0,0,1,3,0,1,0,13.7,33.3,19.6
0,0,2,2,1,1,0,0,17,15.2,13.6
0,3,0,1,1,0,0,0,14.5,11.2,16.8
0,1,0,1,1,0,0,0,13.7,14.9,20.9
0,0,1,4,1,0,0,0,12.8,6.6,9.2
0,0,4,1,1,2,4,0,14.4,3.7,11.1
0,1,0,1,1,0,0,0,11.8,12.7,23.9
0,0,0,1,1,0,0,0,12.8,31.8,7.3
1,5,2,1,4,5,5,0,14,#N/A,21.6
1,1,5,4,1,4,2,0,14.2,24.5,21.7
1,5,0,4,3,3,0,0,14.7,43.5,27.7
0,0,1,0,1,1,3,1,12.9,15.4,10.5
0,0,4,4,2,1,4,1,16.6,24.3,34
0,0,0,1,2,0,0,0,17.9,17.1,12.1
0,0,0,1,1,0,1,0,14.7,20,2.7
0,0,0,1,1,0,0,0,17.1,17.5,3.4
0,0,0,1,1,0,0,0,16.6,6.6,15.3
0,0,3,1,1,0,0,0,12.9,8.3,8.6
0,0,1,1,1,0,0,0,14.2,19.4,0
0,0,0,1,1,0,0,0,15.2,10.5,5.7
0,1,0,1,2,0,0,1,17.9,15.4,13.5
0,3,0,1,1,0,0,0,17.1,8.4,6.6
0,0,0,1,1,0,0,0,14,10.2,0
0,0,0,1,1,2,1,0,15.2,13.1,9.3
1,0,5,2,1,4,3,0,16.8,18.1,25
1,0,0,1,1,5,2,0,13.5,16.3,12.2
1,0,0,3,1,0,0,0,13.4,14.2,8.4
0,0,2,1,1,1,0,1,16,11.5,19.5
0,1,1,1,1,1,5,1,11.5,15.2,3.8
0,0,0,1,1,0,0,0,13.4,6.7,8.6
0,0,3,1,2,2,1,0,17.3,15.1,10.3
0,0,1,1,1,0,1,1,11.5,7.7,10
0,0,0,1,1,0,0,0,16,5.9,3.5
0,0,0,1,1,0,0,0,13.4,5.9,3
0,3,0,1,1,0,0,0,17.3,0,11.1
0,0,4,3,1,3,4,0,13.5,12.3,5.1
0,0,0,1,1,0,0,0,16.8,4.5,13
0,0,0,1,1,0,0,0,13.4,3.2,6.2
0,0,0,2,1,0,0,0,16.1,15.9,16.2
0,0,0,1,1,0,0,0,16.1,8.6,6.6
1,5,4,1,4,4,4,0,16.4,#N/A,36.1
1,5,1,1,2,1,3,0,19,34.8,0
1,5,3,2,1,3,2,0,15.4,18.8,24.6
0,5,5,2,0,5,5,0,15.8,36.7,40.5
0,0,0,1,1,0,0,0,15.6,17,7.6
0,1,0,1,4,0,0,0,17.5,19.2,13.3
0,0,0,1,1,0,0,1,14.1,13.9,9.5
0,0,2,1,1,2,1,0,15.4,9.5,0
0,5,1,1,1,1,1,1,15.6,21.5,12.5
0,5,0,2,1,0,0,1,14.1,9,13.5
0,0,0,1,1,0,0,0,15,14.5,8.8
0,0,0,1,1,0,0,0,17.5,6.5,4.7
0,3,0,1,1,0,0,0,15.8,18.2,11.1
0,0,0,1,1,0,0,0,16.4,8.5,15.3
1,5,4,0,2,4,4,0,13.9,43.7,13.2
1,5,5,1,1,5,5,0,12,27,13.3
1,0,3,1,1,3,3,0,14.7,21.2,24.1
0,0,1,1,1,1,1,0,13.3,4.2,14.5
0,0,1,1,1,1,2,1,17.6,12.5,10.5
0,0,2,1,1,2,1,0,11.2,10.5,14.1
0,0,0,1,1,0,0,1,12,9.9,7.8
0,3,0,1,1,0,0,0,14.7,0,24.1
0,0,0,1,1,0,0,0,17.6,0,8.6
0,1,0,1,1,0,0,0,15.8,0,5.8
0,1,0,1,1,0,0,0,13.7,33.3,3.8
0,0,0,1,1,0,0,0,13.3,0,4.1
0,0,0,1,1,0,0,0,11.2,12.7,6.9
0,1,0,1,1,0,0,1,15.8,11.9,7.4
0,0,0,2,1,0,0,0,13.9,4.3,26.8
0,0,0,1,1,0,0,0,13.7,0,11.5
1,0,0,1,1,0,4,0,17.3,16.8,25.8
1,0,0,2,1,0,3,1,16,17.1,16.6
1,3,0,2,1,1,0,0,11.5,3.6,8.1
0,0,2,1,1,2,1,0,13.4,13.4,9.3
0,0,4,1,1,3,2,0,13.4,14.6,8.6
0,5,0,1,2,4,5,0,16,31.8,17.2
0,0,0,1,1,5,0,0,13.4,12.2,26.6
0,0,3,2,1,1,0,1,16.8,13.3,6.5
0,3,1,1,1,0,0,0,11.5,5.1,3.8
0,0,0,2,1,0,0,1,16.1,10.8,4.7
0,0,5,4,2,0,1,0,16.8,22.1,17
0,0,1,4,1,0,0,0,13.5,8.6,8
0,5,0,1,1,0,0,0,16.1,10.1,15
0,0,0,1,1,0,0,0,13.5,5.1,14.8
0,0,0,1,1,0,0,0,13.4,16.9,12.2
0,0,0,1,1,0,0,0,17.3,0,3.3
1,0,3,1,1,1,4,0,15.8,46.4,0
1,0,4,1,1,5,3,0,13.7,11.5,14.5
1,0,1,1,1,3,0,0,13.4,22.2,24.1
0,0,0,1,1,0,0,0,14,21.6,12.6
0,0,1,1,1,2,2,0,13.7,#N/A,12.1
0,5,5,1,2,4,5,0,16,20.8,19.4
0,0,0,4,1,0,0,0,13.4,29.9,6.2
0,0,0,1,1,0,0,1,16,19.3,18.1
0,0,2,1,1,0,1,1,15.5,15.2,12.9
0,0,0,1,2,0,1,0,14,17.3,13.6
0,0,0,1,1,0,0,0,14.8,18.9,10
0,0,0,1,1,0,0,0,15.8,4.1,8.6
0,0,0,1,1,1,0,1,14.8,24.5,21.7
0,0,0,1,1,0,0,0,15.5,5.4,12.9
0,0,0,1,1,0,0,0,15.5,6.4,2.7
0,5,0,1,1,0,0,0,14.8,2.5,13.5
0,0,0,1,1,0,0,0,14.8,9,8.3
1,0,5,1,1,5,3,0,14.5,15.1,8.6
1,0,0,1,1,1,2,1,13.7,14.4,11.2
1,0,2,1,1,1,1,1,14.4,4.3,4.5
0,0,0,1,1,0,0,0,17,11.1,0
0,1,4,1,1,2,4,0,14.5,6.7,17.5
0,0,3,3,1,3,5,0,12.8,8.8,0
0,0,0,2,1,0,0,0,14.6,8.5,3
0,0,1,1,1,0,1,1,12.2,7.8,4.5
0,0,0,1,1,0,0,0,12.2,5.1,3.4
0,0,0,1,1,0,0,0,14.4,7.1,9.3
0,0,1,1,2,4,0,0,11.8,14.5,5.7
0,0,0,1,1,0,0,0,13.7,12.7,11.1
0,1,0,1,1,0,0,0,12.8,0,17.1
0,0,0,1,1,0,0,0,11.8,0,9.5
0,0,0,1,1,0,0,0,14.6,10.8,19.2
0,0,0,1,1,0,0,0,17,6.2,4.7
1,0,5,3,1,5,5,0,14.6,13.9,11.1
1,0,0,2,1,0,0,0,13.7,31.3,9
1,0,1,1,1,0,4,0,11.8,6.7,9.5
0,0,2,2,1,0,2,0,12.8,5.1,13.9
0,0,3,4,1,4,0,0,14.6,13.9,15.2
0,0,0,1,1,0,0,0,14.5,3.5,16
0,0,4,0,1,2,3,0,13.7,16.8,5.7
0,0,0,1,1,0,0,0,12.2,4.4,3.8
0,0,0,4,1,0,0,0,14.4,17,29.7
0,1,0,1,1,1,0,0,12.8,16.1,12.5
0,5,0,1,1,0,0,1,11.8,12.7,23.9
0,0,0,1,1,0,0,0,17,0,7.1
0,0,0,1,1,0,0,0,14.4,8.4,13.1
0,0,0,1,1,3,1,0,14.5,21,6.6
0,0,0,1,1,0,0,1,17,10.9,12.5
0,0,1,1,1,1,1,1,12.2,10.6,6.6
1,5,5,3,1,5,5,0,17.9,#N/A,23.6
1,0,0,3,1,2,0,0,14.2,16,4.4
1,0,1,1,1,0,0,0,15.2,12.7,3
0,0,4,0,1,1,1,0,14,10,12
0,0,3,3,1,3,2,0,17.1,15.4,31.3
0,0,1,1,1,0,0,0,15.2,1.7,7.8
0,0,0,1,1,0,0,0,12.9,8.9,8.8
0,0,2,1,1,1,3,1,16.6,12.7,14.5
0,0,0,4,2,4,4,0,14.7,21.3,18.9
0,0,0,4,1,0,1,1,14,9.9,27.9
0,0,0,1,1,0,0,1,14.7,17.3,14.5
1,0,5,1,0,5,0,0,15.5,#N/A,19.7
1,5,3,3,2,3,5,0,16,31.9,20
1,5,0,4,2,4,4,0,16,25.2,13
0,5,0,1,1,0,0,0,14.8,16,0
0,5,2,1,1,0,0,0,14,15.4,17.6
0,0,0,1,2,1,0,0,13.4,22.2,21
0,5,1,4,1,0,1,1,15.5,14.5,21.9
0,1,1,1,1,0,3,0,13.4,10,30.3
0,5,0,2,1,1,2,1,14.8,17.1,18
0,0,4,1,1,2,1,0,13.7,16.7,17.8
0,0,0,1,1,0,0,0,14.8,16.3,14.2
0,0,0,4,1,0,0,1,15.8,10.5,19.7
0,3,0,3,1,0,0,0,14,16.9,11.5
0,0,0,1,1,0,0,0,13.7,0,0
0,0,0,3,1,0,0,0,15.8,4.1,18.5
0,0,0,1,1,0,0,0,14.8,13.7,7.6
1,5,2,1,1,4,5,0,13.3,#N/A,8.8
1,0,5,1,1,5,4,0,12,9.9,13.3
1,0,1,1,2,3,1,0,11.2,20.1,8.8
0,0,4,1,1,2,1,0,17.6,7.3,8.1
0,0,3,1,1,1,2,1,13.7,16.3,12.5
0,0,0,1,1,0,0,0,14.7,18.5,11.5
0,5,0,4,1,0,0,1,15.8,9.4,15.3
0,0,0,1,1,0,0,0,12,8,8.3
0,0,1,1,3,1,3,1,13.9,24.5,17.4
1,0,2,1,1,3,1,0,16.8,10.9,5.4
1,0,1,1,1,2,0,0,13.4,10.3,7.5
1,0,5,3,1,5,4,0,16,17.7,16.6
0,0,3,1,1,1,0,0,16,0,5
0,0,0,1,2,0,0,1,13.4,14.4,10.3
0,1,0,1,1,0,0,1,16.8,31.6,21.2
0,0,1,1,1,0,1,0,16.1,2,4.5
0,0,0,1,1,0,0,0,13.5,2.5,5.2
0,0,4,0,1,4,5,0,17.3,22.9,18.6
0,0,0,1,1,0,0,0,11.5,10.9,11.2
0,0,0,1,1,1,3,0,13.4,18.9,20.6
0,0,0,1,1,0,0,0,17.3,13.7,15
0,3,0,1,2,0,2,1,16.1,13,24.4
0,0,0,1,1,0,0,0,13.4,5.3,5.7
0,0,0,1,1,0,0,0,13.5,6.6,23.8
1,5,5,3,1,3,4,0,20.8,#N/A,13.3
1,5,2,4,1,2,0,0,16.1,9.7,19.6
1,3,0,2,1,1,2,1,15.6,15.1,15.3
0,0,3,1,1,4,3,0,17,34.4,3.7
0,0,1,1,1,1,1,0,14.2,24.6,6.2
0,0,0,1,1,0,0,0,20.1,5.5,16.3
0,0,0,1,1,0,0,0,14.2,12.2,10
0,0,0,1,2,0,0,0,14.2,13.9,25
0,0,0,1,1,0,0,0,20.8,9,0
0,0,1,1,1,0,0,0,14.2,19.2,7.1
0,0,0,3,1,0,1,1,11.6,19.3,17.2
0,5,4,1,1,5,5,0,15.6,9.7,18.9
0,0,0,2,1,0,0,0,17,18.5,13.6
0,5,0,1,1,0,0,1,16.1,11.6,25.5
1,0,2,4,1,1,1,0,14.6,13.9,4.7
1,0,0,1,1,5,1,0,12.8,16.3,6
1,5,0,1,1,0,0,0,12.2,#N/A,5.2
0,1,1,4,1,0,0,0,14.5,14,22.2
0,0,3,3,2,4,3,0,14.4,19.1,4.6
0,3,0,1,1,0,0,0,12.2,10.9,16
0,0,0,4,1,2,0,1,17,11.2,17.7
0,0,0,4,2,0,0,1,11.8,29.2,3
0,0,0,4,1,0,0,0,13.7,22.9,20.5
0,0,0,1,1,0,0,0,11.8,0,15.3
0,0,4,1,1,0,0,1,14.6,10.4,12.5
0,0,1,1,1,0,2,0,12.8,20.8,20.5
0,0,5,3,1,3,5,0,14.5,23.2,21.5
0,0,0,1,1,1,4,0,17,15.2,4.8
0,0,0,1,1,0,0,0,14.4,7.1,8.5
0,0,0,1,1,0,0,0,13.7,9.2,16.6
1,0,0,1,1,0,0,0,17.1,18.5,15.3
1,5,0,4,1,0,0,1,12.9,10.5,14.5
1,0,1,1,1,1,1,1,14,17,10.5
0,5,4,1,1,4,3,0,15.2,14.9,8.5
0,0,2,1,2,2,2,1,12.9,12.5,13
0,0,0,1,1,0,0,0,16.6,0,4.5
0,1,0,1,1,0,0,0,14,10.2,29.4
0,0,1,3,1,1,1,0,16.6,38,0
0,5,3,1,1,3,4,0,17.1,#N/A,27.2
0,0,5,1,1,5,5,0,14.7,10.3,11.3
0,0,0,1,1,0,0,0,15.2,12.7,6.2
0,0,0,1,1,0,0,0,14.7,9.1,20
0,0,0,1,1,0,0,0,14.2,16,11.1
0,0,0,1,1,0,0,0,17.9,9.4,13.1
0,1,0,1,1,0,0,0,17.9,0,12.5
0,0,0,1,2,0,0,0,14.2,15.5,0
1,0,5,1,3,5,5,0,11.8,29.2,30.3
1,0,1,1,1,4,3,0,14.6,13.9,20
1,0,3,1,2,1,1,0,14.5,23.2,21.6
0,0,0,1,1,0,1,0,14.5,17.1,17.9
0,0,0,1,1,2,0,0,12.8,15.8,14.5
0,5,4,4,1,3,4,0,17,#N/A,14.6
0,0,0,3,1,0,0,1,13.7,3.3,6.8
0,0,2,1,1,0,0,1,12.2,12.3,5.4
0,0,0,3,1,1,0,0,17,15.2,13.6
0,5,0,1,1,0,0,1,11.8,16.9,5.7
0,0,0,1,1,0,0,0,12.8,12.5,8
0,3,0,4,1,0,0,0,13.7,10.5,11.5
0,0,0,1,1,0,0,0,14.4,0,17.2
0,0,1,1,1,0,2,0,12.2,6.2,6.6
0,0,0,1,1,0,0,0,14.4,7.5,0
0,0,0,1,1,0,0,0,14.6,8.6,2.2
1,0,4,1,1,5,5,0,15.8,#N/A,6.6
1,0,5,1,2,4,4,0,13.9,11.5,8.3
1,0,0,1,1,0,0,0,13.9,12,16.9
0,0,3,1,1,1,3,0,13.7,8.6,11.3
0,5,0,1,1,3,1,0,11.2,14.9,0
0,0,0,1,1,0,0,0,13.3,6.8,13
0,0,2,1,1,2,2,1,13.3,7.3,4.5
0,0,0,1,1,0,0,0,14.7,4.3,3.7
0,0,0,1,1,0,0,0,14.7,8.2,8.3
0,1,0,1,1,0,0,0,15.8,0,4.5
0,3,0,1,1,0,1,1,12,5.4,16.6
0,0,0,1,1,0,0,0,12,7.2,5
0,0,0,1,1,0,0,0,13.7,9.3,10.7
0,0,0,1,1,0,0,0,11.2,9.5,6.2
0,0,1,1,1,0,0,0,17.6,4.3,10
0,0,1,1,1,1,0,1,17.6,12.5,16.6
1,0,0,4,1,0,0,0,17.3,9.2,14.2
1,3,0,1,1,0,0,1,11.5,21.3,8.1
1,0,2,1,1,3,0,0,13.5,15.3,10
0,0,5,1,2,2,4,0,16.8,14.8,18.6
0,0,3,1,2,5,2,0,16,23.2,6.8
0,0,4,1,1,4,5,0,13.4,9.7,11.3
0,0,0,1,1,0,0,0,17.3,16.8,10.9
0,0,1,1,1,1,1,1,13.4,6.7,15
0,0,1,1,1,0,1,0,13.4,7.5,0
0,0,0,1,1,0,3,1,16.8,14.8,0
0,0,0,1,1,1,0,0,16,7.1,8.5
0,0,0,1,1,0,0,0,13.4,4.3,11.1
0,0,0,1,1,0,0,0,16.1,13.3,9.5
0,0,0,1,2,0,0,0,13.5,6.3,4.8
0,0,0,1,1,0,0,0,11.5,0,3
0,0,0,1,1,0,0,0,16.1,9,13
1,0,0,1,1,4,1,0,13.5,11.1,15.3
1,0,2,1,1,0,4,0,12,17,17
1,3,4,1,4,5,2,0,14.2,14.9,29.7
0,0,0,4,1,0,0,0,14.2,8.4,6.6
0,0,3,4,1,2,3,0,17.1,12.5,9.6
0,0,0,1,1,0,0,0,14.2,2.5,23.4
0,0,0,2,1,0,0,0,17.1,9.2,10.7
0,0,1,1,3,0,1,0,13.5,19.6,18
0,0,0,1,1,1,0,0,12,5.4,20.2
0,0,0,1,1,0,0,0,13.5,9.4,18.1
0,3,0,1,1,0,0,0,13.7,9.8,15
0,3,0,1,1,0,0,0,13.7,10.7,14
0,0,1,1,1,0,0,0,18.2,11.7,9.5
0,0,5,1,1,3,5,0,16.9,40.1,23.6
0,5,0,1,1,1,0,1,16.9,25.7,22.2
0,3,0,1,1,0,0,0,12,12.6,11.9
0,3,0,3,1,0,0,1,18.2,20.3,17.3
0,5,0,1,1,0,0,1,14.2,17.8,22.2
1,5,1,1,1,2,2,0,14.5,18,20
1,5,1,1,1,3,0,0,15.4,19.1,18.7
1,0,5,4,1,4,3,0,21.6,31.8,19.3
0,0,0,2,1,1,0,1,16.9,15,19
0,0,0,1,1,0,0,0,21.6,11.5,5.8
0,0,0,4,1,0,0,1,11.2,20.5,15
0,0,0,3,1,0,0,0,14.5,11.1,17.8
0,0,0,2,2,0,5,0,13.1,22.2,8.3
0,0,2,1,1,1,1,0,16.9,17.8,16.6
