íÖèá,înàÛ2,înàÛ3,înàÛ4,înàÛ5,înàÛ6,înàÛ7,înàÛ8,ògÉRÅ[ÉX,ògãRéË,ògí≤ã≥ét
0,5,5,4,2,3,0,1,8.8,6.6,18.1
0,5,0,2,1,1,0,0,23.5,13.2,23
0,0,0,3,1,0,2,0,16.7,14.2,16.6
0,0,4,1,1,0,1,0,15.5,17.3,12.5
0,0,0,1,1,0,0,0,23.5,10.8,14.8
0,5,0,4,1,0,0,0,11.5,5,21.4
0,3,2,1,1,1,1,0,19.3,15.4,27.2
0,0,0,1,1,0,0,0,8.8,4.6,11.6
0,0,0,3,1,0,0,1,15.5,17.4,4
0,0,0,2,1,0,0,1,11.5,16,12.2
0,0,0,1,1,0,0,0,13.5,15.5,26.8
0,0,1,4,2,4,4,0,8.8,9.9,19.2
0,3,0,1,1,0,0,0,13.5,#N/A,17
0,0,0,4,1,0,0,0,15.5,11.2,14.7
0,3,3,1,1,2,5,0,14.4,27.3,12.7
1,3,5,1,1,5,4,0,16.7,15.3,18.4
1,5,0,1,1,0,0,0,14.1,21.3,22
1,0,0,1,3,1,3,0,13.3,14.2,5.1
0,0,0,4,1,0,0,0,14.9,5.8,22.2
0,0,2,1,1,0,2,1,14.5,12.3,6
0,0,4,1,3,4,5,0,18.4,18.5,10.8
0,0,3,4,1,3,1,0,14.4,8.5,14.7
0,3,0,1,1,0,1,0,14.4,#N/A,20
0,0,1,4,1,0,0,0,14.5,22.7,39
0,3,0,4,1,0,0,1,13.8,12.3,15.2
0,0,0,1,1,0,0,0,13.8,14.6,9.7
0,0,0,1,1,0,0,0,16.7,14.2,5.7
0,0,0,1,1,0,0,1,14.9,10.7,10.2
0,3,1,1,1,1,0,0,13.3,10.3,21
0,3,0,1,1,0,0,0,18.4,17.7,8
0,5,0,4,1,2,0,0,14.1,14.9,9.5
1,3,3,1,1,1,2,0,17.5,21.4,17.2
1,0,1,4,1,5,5,0,12.2,13.1,16
1,0,4,1,1,3,1,0,10.5,#N/A,23.4
0,5,0,1,1,4,0,0,10.5,12.6,24.5
0,0,2,1,1,0,3,1,20.8,6.2,30.7
0,0,0,1,1,0,0,0,10.5,23.1,12
0,0,5,4,1,0,0,0,10.5,23,16.6
0,0,0,1,1,0,0,0,10.8,11.1,16.9
0,0,0,1,2,0,1,0,14.2,9.8,10.8
0,0,0,1,1,1,4,1,13.9,33.1,9.7
0,0,0,1,1,0,0,0,13.9,9.4,16
0,3,1,1,4,2,0,1,10.8,16.9,28.7
0,0,0,1,1,0,0,0,14.2,22.3,15
0,3,0,1,1,0,0,0,20.8,8.8,9.3
1,0,4,2,1,4,3,0,12.8,20.1,23.8
1,3,1,2,1,3,0,0,15.6,19.7,30.9
1,3,5,0,1,5,2,0,15.1,21.2,22.8
0,3,0,2,3,1,4,0,17.2,33.3,29.7
0,1,2,1,1,2,5,1,13.6,4.3,16.2
0,3,1,4,1,0,1,0,12.5,11.1,13.7
0,0,0,1,1,0,0,0,16.1,#N/A,#N/A
0,3,3,1,1,1,1,1,17.1,21.4,6.3
0,0,0,1,1,0,0,1,12.5,10.6,4
1,0,4,3,1,4,2,0,19,15.2,22.7
1,0,0,1,1,0,0,0,24.8,9,4.7
1,0,2,1,2,3,3,0,15,22.4,30.7
0,0,3,1,3,5,5,0,18.2,25.2,31.2
0,1,0,1,1,0,0,0,13.7,14,13.5
0,0,1,1,1,1,1,1,13.6,14.6,20
0,0,0,1,1,0,0,0,15,15.3,11.7
0,0,1,1,1,0,1,0,12.8,9.7,17.8
0,0,5,1,1,2,4,0,20,20.2,7.6
0,0,0,2,1,0,0,0,12.8,0,21.2
0,0,0,1,1,0,0,0,20,#N/A,22
0,5,0,1,2,0,0,1,19,19.1,29.7
0,0,0,1,1,0,0,0,13.6,13.9,6.4
0,0,0,1,1,1,0,1,13.7,15.1,36.6
0,0,0,1,1,0,0,0,18.2,9.2,10.2
1,0,4,1,1,4,5,0,14.9,25.2,15.3
1,0,5,0,1,5,3,0,14.9,21,31.1
1,0,1,0,1,0,0,0,13.8,5.8,16.6
0,0,0,1,1,2,0,0,14.5,12.7,22.2
0,0,0,1,1,1,0,1,13.8,12.9,18.7
0,0,2,1,2,1,4,0,14.4,12,13.1
0,0,1,1,3,0,0,0,18.4,24.5,8.3
0,0,0,1,1,0,0,0,14.5,16.5,17.7
0,3,0,4,1,0,0,0,13.3,22.2,12.9
0,1,0,4,1,0,0,0,16.7,15.1,18
0,0,0,1,1,0,2,1,14.1,16.4,9.3
0,3,3,1,1,0,1,1,13.3,6.3,17.7
0,3,0,3,1,0,0,0,14.4,4.1,11.9
0,0,0,1,1,3,1,0,18.4,18.5,8
0,0,0,1,1,0,0,0,14.1,17,0
0,0,0,1,1,0,0,0,16.7,8.8,11.9
1,5,5,3,1,5,5,0,16.4,13.2,36.5
1,0,0,1,1,2,0,0,17.4,23,19.2
1,5,0,1,1,1,0,0,16.6,10,13.9
0,3,2,4,1,0,2,1,18,22.9,20
0,3,0,1,1,1,1,0,17.2,19.2,2.6
0,3,0,1,1,0,0,0,16.8,5.6,19.2
0,0,1,1,2,3,0,0,17.2,19.5,25.7
0,0,0,0,0,0,1,0,18.3,10.6,12.5
0,5,1,1,1,4,0,0,16.8,21.3,22
0,0,0,1,1,0,0,1,15.7,15.3,18.9
0,0,4,1,1,0,3,0,16.6,9.7,9.5
0,0,0,1,1,0,0,0,17.4,17.6,5.8
0,0,3,2,1,0,4,1,16.4,10.6,14.8
0,0,0,1,1,0,0,0,18,8.8,14.2
0,0,0,1,1,0,0,0,15.7,0,14
1,5,5,4,3,5,5,0,15.6,33.1,24.5
1,5,0,1,1,0,0,0,15.6,13.3,10.7
1,5,4,1,1,4,3,0,15.3,14.9,8.6
0,3,3,1,1,3,4,0,16.5,11.2,17.2
0,0,0,0,1,0,0,0,16.6,10.1,12.8
0,0,0,4,1,0,0,0,15,6.6,9.6
0,5,2,1,1,2,1,1,17.2,14.4,8.8
0,0,1,1,1,1,1,0,16.5,#N/A,14.2
0,3,0,1,1,0,0,1,19,17.4,2.5
0,3,0,4,1,0,0,0,15.3,3.2,27.6
0,0,1,1,1,1,2,0,19,4.3,19
0,0,0,1,1,0,0,0,15.3,23.8,17.6
0,0,0,1,1,0,0,0,16.6,9.2,2.9
0,3,0,3,1,0,0,1,15,13.2,16.6
0,3,0,1,1,0,0,0,17.2,11.3,7.6
0,0,0,1,1,0,0,0,15.3,16.9,14
1,0,5,1,1,4,2,0,18.4,9.8,16
1,0,3,1,2,2,1,0,18.8,14,31.6
1,0,0,1,1,0,0,0,18.8,0,14.8
0,5,1,4,2,3,4,0,15.7,12.6,21.5
0,0,4,4,1,5,5,0,18.4,13.3,33.3
0,0,0,4,1,1,0,0,17.8,#N/A,12
0,0,0,4,1,1,1,0,18.3,6.2,24
0,0,1,1,1,0,0,1,16.1,14,4
0,5,0,3,1,0,0,0,17,15.3,20.6
0,0,0,1,1,0,0,1,17.8,17.5,7.6
0,0,0,1,1,0,0,0,15.7,5.7,12.8
0,0,2,1,1,0,3,1,18.3,8.1,15.8
1,0,1,1,3,3,3,0,10.5,20.1,12.2
1,0,0,1,1,0,1,1,10.5,6.9,23
1,0,4,4,1,5,2,0,14.2,8.6,0
0,0,1,1,1,1,0,0,12.2,#N/A,5
0,0,5,1,1,2,4,1,17.5,27.1,14.8
0,0,3,2,1,0,0,0,13.9,20,10.7
0,3,2,1,1,4,5,0,10.8,17.6,9
0,1,0,1,3,1,0,0,20.8,27.3,8.8
0,0,0,2,1,0,1,0,10.5,17.3,10
0,0,0,1,1,0,0,0,10.8,13.2,7.1
0,0,0,2,1,0,0,1,10.5,7.3,3.7
0,0,0,1,1,0,0,0,20.8,8.1,9
0,0,0,1,1,0,0,0,13.9,17.8,6.6
0,0,0,1,1,0,0,0,10.8,4.6,11.6
0,0,0,1,1,0,0,0,14.2,8.7,2.5
0,0,0,1,1,0,0,0,17.5,5.8,19
0,0,0,1,1,0,0,0,12.2,14.9,14.7
0,5,0,1,1,0,0,0,10.5,14.8,0
1,0,2,1,1,0,3,1,13.3,12.1,8.3
1,0,1,1,1,3,1,0,14.9,8.5,16.8
1,0,0,1,1,0,0,0,13.8,13.9,15
0,0,5,3,2,5,5,0,14.5,24.1,13.7
0,0,4,1,1,0,2,1,13.3,9,9
0,0,3,1,1,1,4,1,14.4,14.1,7.3
0,0,0,1,1,1,1,0,14.4,8.5,15.6
0,0,0,1,1,0,0,0,16.7,6.3,10.2
0,0,0,1,1,2,0,0,13.8,#N/A,9.7
0,0,0,3,2,0,0,0,16.7,14.4,6
0,5,1,1,1,4,0,0,14.9,25.8,10.4
0,0,0,1,1,0,0,0,18.4,4.1,13.1
0,3,0,1,1,0,0,0,18.4,15.2,19.6
0,0,0,1,1,0,0,0,14.1,9.2,15
0,0,0,1,1,0,0,0,14.5,6.1,8.7
0,0,0,1,1,0,0,0,14.1,7.6,7.8
1,0,4,3,2,3,4,0,17.6,25.2,25.7
1,5,3,4,2,2,0,0,10.7,33.9,18.7
1,5,0,4,1,1,2,0,12.7,9.4,8.8
0,0,0,1,4,1,0,1,16.5,14.9,29.7
0,0,2,1,1,0,1,0,16.5,7.5,22.5
0,0,0,1,1,0,3,0,13.7,5.6,15
0,0,0,1,1,0,1,1,14.1,10.8,19.5
0,5,5,1,1,5,5,0,13.7,#N/A,25.4
0,1,0,1,1,0,0,0,12.7,0,7.6
0,0,0,1,1,0,0,0,13.8,0,11.3
0,0,1,3,2,4,0,1,13.9,16.7,10.4
0,0,0,1,1,0,0,0,14.1,11.3,6
0,0,1,4,1,0,0,0,10.7,0,19.7
0,0,0,1,1,0,0,0,13.9,8.6,5.2
1,0,3,1,1,1,5,1,14.3,7.8,17.3
1,0,0,1,1,4,0,0,15.9,#N/A,38.2
1,5,2,2,3,0,4,1,14.3,#N/A,26
0,3,0,4,1,0,0,0,15.4,21.6,7.8
0,5,0,4,4,2,0,0,14.1,42.4,23.9
0,0,0,1,1,0,3,0,13.5,15.4,14.6
0,5,4,1,2,5,2,0,15.3,10.6,21.6
0,0,5,1,2,3,1,0,13.4,32.1,11.3
0,5,0,4,2,0,0,0,15.9,24.1,18.9
0,0,0,1,1,0,0,1,13.4,14.9,5.7
0,0,1,4,1,0,0,0,15.4,18.5,19.2
0,3,1,3,1,1,1,0,15.3,#N/A,26.1
0,0,0,1,1,0,0,0,14.1,10,0
0,0,0,1,1,0,0,0,14.3,15.8,9.6
1,0,1,1,4,1,5,0,10.5,33.6,10.2
1,0,0,3,1,0,0,0,10.5,7.7,3.8
1,3,0,4,1,2,4,0,14.4,32,17.5
0,0,5,1,1,3,0,0,14.9,14.9,12.2
0,0,0,3,2,0,0,0,16,21.4,13.1
0,5,4,1,1,0,1,1,13.5,#N/A,4.1
0,3,2,0,3,5,3,0,12.7,#N/A,35.7
0,0,0,1,1,1,0,0,13.5,13.7,20
0,0,0,1,1,0,0,0,12.7,8,10
0,5,0,1,1,0,0,1,14.9,10.2,20.4
0,0,0,4,1,0,0,0,14.4,6.6,38.8
0,1,3,4,1,4,2,0,13.7,13.9,21.2
0,0,0,1,1,0,1,0,14.9,7.1,11.5
0,0,1,4,1,0,0,0,14.9,11.1,16.6
0,1,0,1,1,0,0,1,16,14.5,32
0,0,0,1,1,0,0,0,13.7,13.3,6.4
1,5,5,1,2,5,5,0,17,31.4,22
1,0,2,3,1,3,4,0,14.2,#N/A,22
1,0,0,1,1,0,0,0,16.7,29.1,12.1
0,0,0,1,3,4,3,0,15.2,#N/A,28.5
0,1,3,1,1,1,1,0,13.2,16.9,12.5
0,1,1,1,1,0,0,0,16.9,4.8,11.4
0,0,0,4,1,0,1,1,17,8.7,13.6
0,0,0,1,1,1,0,0,16.9,12.3,10.4
0,0,0,1,1,0,0,0,16.7,15.7,18.3
0,0,4,1,1,2,2,0,13.2,14.6,23.9
0,0,0,1,1,0,0,1,10.4,21.3,10.5
0,0,1,4,1,0,0,0,12.2,15.8,11.9
0,0,0,1,2,0,0,1,14.2,34.4,9.4
0,3,0,1,1,0,0,0,15.2,13.3,9.8
1,5,0,4,3,5,3,0,10.4,#N/A,26.6
1,5,2,1,1,2,0,0,17,#N/A,34.7
1,0,1,4,3,0,0,1,15.2,30.4,17.6
0,0,0,3,1,0,0,1,13.2,11.1,16.6
0,3,0,1,1,0,0,0,15.2,15.9,27
0,0,0,1,1,0,0,0,16.7,6.8,9.5
0,0,1,4,1,0,0,0,10.4,11.7,3.1
0,0,5,4,1,1,5,1,16.7,#N/A,18.6
0,3,0,1,1,3,4,0,13.2,14.4,24.3
0,0,4,4,1,1,2,0,12.2,3.9,10.2
0,0,0,1,1,0,1,0,16.9,17.1,23.8
0,0,0,1,1,0,0,0,14.2,21.3,3.5
0,5,0,3,4,0,1,0,17,31.4,29.1
0,5,0,1,1,0,0,0,14.2,14.9,24.2
0,0,3,3,1,4,0,0,16.9,24.4,11.7
0,3,0,1,1,0,0,0,12.2,7.8,0
1,0,4,1,1,4,4,0,20.6,18.9,16.9
1,0,3,1,1,1,2,0,15.7,10.3,17.5
1,5,0,4,0,3,5,0,20.6,50,23.6
0,0,2,1,1,1,0,0,16,38,13
0,0,0,1,1,0,0,0,16.4,12.5,16.1
0,0,0,1,3,2,3,1,19.7,20.8,14.2
0,0,5,1,1,5,1,0,15.7,#N/A,40
0,0,0,1,1,0,0,0,11.8,0,4.5
0,0,0,1,1,0,0,0,11.8,#N/A,16.9
0,0,0,1,1,0,0,0,15.7,#N/A,17.8
0,0,1,1,1,0,0,0,14.3,13.7,22.2
0,3,0,0,1,0,0,0,15.7,9.5,8.8
0,0,0,4,1,0,1,1,16,13.1,7.1
0,0,0,1,1,0,0,0,16.4,4.3,7.3
0,0,1,1,1,0,0,1,14.3,18,14.2
1,1,4,1,2,4,1,0,14.2,18.9,20.7
1,5,0,1,1,0,0,1,17,12.5,7.8
1,0,0,1,1,0,0,0,16.7,6.8,25.9
0,0,1,3,1,1,2,0,12.2,5,34.8
0,1,5,1,1,5,5,0,10.4,9,19
0,0,2,1,1,2,0,0,16.9,9.7,13
0,3,0,3,1,0,0,0,13.2,5.1,5.1
0,3,0,4,3,0,1,0,17,32,23.9
0,0,3,1,1,3,4,0,12.2,20.8,17.3
0,0,0,1,1,0,0,0,14.2,12.8,20.6
0,0,0,1,1,0,0,0,13.2,0,0
0,3,0,1,1,0,0,0,15.2,6,0
0,5,0,1,1,0,0,1,16.9,17.1,8.5
0,0,0,1,1,0,0,0,16.7,3.3,6.8
0,0,0,1,1,0,0,0,10.4,4.6,6.6
0,5,1,4,1,1,3,1,15.2,20,15.2
1,0,4,1,3,4,4,0,13.4,32.1,19.7
1,0,5,1,1,5,5,0,15.9,21.3,27.7
1,0,1,1,1,1,1,0,14.1,15.8,11.3
0,0,0,1,1,0,0,0,14.3,7.1,10.3
0,0,0,1,1,0,0,0,15.3,11.3,19.5
0,5,3,1,1,3,3,0,13.4,20.1,18.5
0,0,0,1,2,0,0,0,13.5,20.8,16.6
0,5,0,1,1,0,1,1,14.1,6.7,19.5
0,0,0,1,1,0,0,1,15.9,10.5,12
0,1,0,1,1,0,0,0,14.3,23,11.1
0,3,0,1,1,0,0,0,14.3,7.3,5.2
0,0,0,1,1,0,0,0,15.3,15.5,3.5
0,3,0,1,1,0,0,0,13.5,7.9,0
0,5,2,4,2,2,0,1,14.1,9.9,13.3
0,0,0,1,1,0,0,0,13.4,3,3.8
0,0,1,1,1,1,2,0,14.3,21.8,0
0,0,0,1,1,0,0,0,15.4,18,25.5
0,0,0,1,1,0,0,0,15.4,13.7,4.3
1,3,1,1,1,3,1,0,18.9,0,5.8
1,5,4,1,1,4,2,0,13.5,10.8,17.3
1,0,5,2,1,1,5,0,18.9,14.2,18.4
0,0,2,4,1,5,4,0,18.1,#N/A,21.5
0,0,3,1,1,1,3,1,12.4,5,16.6
0,0,0,1,1,0,0,1,13.5,24.6,11.5
0,0,0,1,1,0,0,0,14.2,8.8,9.3
0,0,0,1,1,0,0,0,14.8,0,8.9
0,0,0,1,1,0,0,0,14.2,9.4,13.1
0,0,0,4,1,0,0,0,14.9,8.6,9.3
0,0,0,1,2,0,0,0,16.3,15.4,8.3
0,0,0,1,1,2,0,0,14.8,33.9,5.2
0,0,0,1,1,0,0,0,18.1,13.3,0
0,0,0,1,2,0,0,1,16.3,16.9,12.6
0,1,0,1,1,0,0,0,12.4,4.1,8.5
0,0,0,1,1,0,0,0,12.4,9.5,8.8
0,1,0,2,1,0,0,0,14.8,7.2,17.9
0,0,1,1,1,0,1,0,14.9,11.5,13
1,0,5,4,3,5,5,0,13.4,46.4,14.1
1,0,4,4,3,2,3,0,13.5,31.9,14.5
1,5,0,1,1,0,1,0,14.3,9.3,9.6
0,0,3,3,1,4,1,0,13.5,15.4,22.5
0,0,2,1,1,3,4,1,15.3,11.3,14.8
0,0,0,1,1,1,0,0,13.4,9.7,8.1
0,0,0,4,1,0,0,0,14.1,10,10.5
0,0,0,1,1,0,0,0,14.3,5.7,16.6
0,0,0,1,1,0,0,0,14.3,22.2,5
0,0,1,1,1,1,0,0,15.9,5.3,2.6
0,0,1,1,1,0,2,1,15.3,15.8,7.3
0,0,0,1,1,0,0,0,15.4,15.4,4.5
0,0,0,1,1,0,0,0,15.9,4.1,2.7
0,0,0,1,1,0,0,0,14.3,6.2,0
0,0,0,1,1,0,0,0,13.4,9.7,7.8
0,0,0,1,1,0,0,0,15.4,5.8,4.3
0,0,0,1,1,0,0,0,14.1,12.4,11.7
0,0,0,2,1,0,0,1,14.1,19.2,9
1,1,1,1,1,1,2,1,10.5,20.1,20
1,1,0,1,1,2,0,0,13.5,34.4,14
1,0,4,1,1,3,4,1,14.9,21,20.5
0,0,3,1,1,5,1,0,16,10.5,15.2
0,1,1,1,1,1,3,0,13.7,23.5,11.1
0,3,0,1,1,0,0,0,12.7,2.7,6.6
0,0,5,1,1,4,5,0,13.5,14.9,0
0,0,0,1,1,0,0,0,14.9,7.6,21.4
0,1,0,1,1,0,0,1,14.9,6.2,9.6
0,0,2,1,1,0,1,0,14.9,14,26
0,0,0,1,1,0,0,0,10.5,10.1,2.1
0,0,0,1,1,0,0,0,14.4,6.6,8.7
0,3,0,1,1,0,0,0,16,0,5.7
0,3,0,2,1,0,0,0,13.7,4,13.9
0,0,0,1,1,0,0,0,14.4,14.8,9.3
0,0,0,1,1,0,0,0,12.7,5.4,9.2
1,0,4,1,3,2,3,1,12.5,29.7,22.6
1,5,2,1,2,5,0,0,12.5,27,11.1
1,0,5,1,2,1,5,1,15.1,25.2,5
0,0,1,1,1,0,4,0,17.2,23,16.2
0,0,3,1,3,4,2,0,12.8,#N/A,21.3
0,5,1,1,2,3,0,0,13.6,#N/A,16.2
0,0,0,1,1,0,1,0,15.6,11.5,10
0,0,0,1,1,0,0,0,16.1,12.5,15.3
0,0,0,1,1,0,0,0,15.1,50,16
0,0,0,1,3,1,1,0,16.1,42,12.7
0,0,0,4,1,0,0,0,17.1,0,17.2
0,0,0,1,2,0,0,1,17.2,10.7,15
0,0,0,1,1,0,0,0,12.8,7.1,17
0,0,0,1,1,0,0,0,13.6,4.3,10.8
