íÖèá,înàÛ2,înàÛ3,înàÛ4,înàÛ5,înàÛ6,înàÛ7,înàÛ8,ògÉRÅ[ÉX,ògãRéË,ògí≤ã≥ét
0,0,0,1,1,0,0,0,14.3,6.6,8.3
0,0,0,1,1,0,0,0,14.1,5.7,3.1
0,5,3,1,1,3,4,0,15.3,10.6,17.3
0,0,2,1,1,2,3,1,14.3,17.1,19.4
0,3,1,1,2,1,1,0,15.4,11.5,25
0,0,0,1,1,0,0,1,14.3,13.1,21
0,0,0,1,1,0,0,0,13.5,10,4.1
0,0,0,1,1,0,0,0,13.4,4.1,13.6
0,3,0,1,1,0,0,0,13.5,12.9,13.8
0,0,0,1,1,0,0,0,14.3,6.6,4.7
0,1,0,1,1,0,0,0,15.4,0,7.4
0,0,0,2,1,0,0,0,15.9,17.8,10.8
1,1,5,1,1,5,5,0,16.1,9.3,10.5
1,3,2,1,1,3,3,0,13,8.7,13.6
1,0,0,2,1,0,0,1,15.6,10.9,15
0,5,1,1,1,1,1,0,15.6,13.4,5.7
0,0,4,1,1,4,2,0,17,8.6,28.8
0,0,0,1,1,0,0,1,13,13.3,22.2
0,0,3,1,1,2,4,0,16.1,15.1,10.3
0,1,0,1,1,0,0,0,17,5.4,7.3
0,0,0,2,1,0,0,0,14.8,15.2,10.2
0,0,0,1,1,0,0,0,13.1,12.5,19.4
0,0,0,1,1,0,0,0,15.3,12.8,11.1
0,0,0,1,1,0,0,0,15.3,8.2,3.7
0,3,0,1,1,0,0,0,13.1,9.8,5.7
0,0,1,1,1,1,1,1,14.8,13.5,22.2
0,1,0,1,1,0,0,0,13.6,0,10.6
0,0,0,1,1,0,0,0,13.6,13.3,14
1,0,3,1,2,4,1,0,14.9,11.5,3.8
1,5,0,1,1,2,1,0,18.9,38,16.3
1,0,4,1,1,5,2,0,14.2,15.4,14.5
0,0,1,1,1,1,3,1,13.5,10.8,0
0,0,2,1,1,1,4,1,18.9,11.7,14.5
0,0,5,4,1,3,0,0,12.4,6.3,17.8
0,0,0,1,1,0,0,0,14.8,10,11.2
0,0,0,1,1,0,0,0,18.1,0,12.5
0,0,0,1,1,0,0,0,16.3,2.6,11.4
0,0,0,1,1,0,0,0,16.3,12.8,22.2
0,0,1,1,1,0,5,0,13.5,6.6,6.2
0,0,0,1,1,0,0,1,14.9,8.5,17.9
0,0,0,1,1,0,0,0,14.8,14.4,29.4
0,0,0,1,1,0,0,0,12.4,10.8,18.7
1,5,0,1,2,2,0,0,13.4,32.1,16.2
1,5,3,1,3,5,4,0,14.1,17,27.9
1,0,5,4,1,4,3,0,14.3,17.9,22.2
0,0,0,1,2,0,0,1,15.3,10.6,21.6
0,0,4,1,2,3,5,0,14.3,10.1,25.9
0,0,0,1,1,0,0,1,13.5,25.3,13
0,0,2,1,1,1,0,1,15.3,6.6,15
0,0,0,1,1,0,1,0,15.4,8.4,2.5
0,0,0,1,1,1,0,0,15.9,20,7.8
0,0,0,1,1,0,0,0,14.3,20.4,13.5
0,0,0,1,1,0,0,0,14.1,5.4,5
0,5,1,4,1,0,1,0,14.3,14.7,36.6
0,0,0,1,1,0,0,0,15.4,14.5,11.4
0,0,1,1,1,0,2,0,15.9,13.9,6.8
0,0,0,1,1,0,0,0,13.4,4.8,8.8
1,0,0,1,1,0,0,0,12.2,16.3,13.1
1,0,0,1,1,2,0,0,15.2,6,2
1,0,4,4,1,4,5,0,15.2,30.4,6.4
0,0,5,1,1,3,2,0,16.9,6.7,6.6
0,0,0,1,1,0,0,0,16.9,2.6,15.3
0,0,3,1,1,1,3,0,17,13.8,6.4
0,0,1,1,1,0,1,0,17,18.1,0
0,0,0,1,1,0,0,0,16.7,21,17.3
0,1,0,1,1,0,0,1,16.7,13.7,12.2
0,0,0,1,1,0,0,0,14.2,14.4,17.7
0,0,0,1,1,0,0,0,10.4,7.1,5.7
0,0,2,1,2,5,1,0,10.4,12.1,19
0,0,1,1,1,1,4,1,13.2,9.7,15
0,3,0,1,1,0,0,1,12.2,6,17.3
0,0,0,1,1,0,0,0,14.2,12.8,3
0,0,0,1,1,0,0,0,13.2,14.4,9.4
1,5,0,1,1,0,0,1,12.7,20.2,8
1,0,2,1,1,3,1,1,16,20.6,15.6
1,5,3,1,4,5,4,0,14.4,31.4,19.4
0,0,1,1,4,4,5,0,13.7,#N/A,28.5
0,0,0,1,1,0,0,0,14.9,16.8,6.8
0,0,0,1,1,0,0,0,14.4,20.5,8.1
0,1,0,1,1,0,0,0,14.9,12.5,9.5
0,0,5,4,1,2,2,0,13.5,21.1,14
0,0,4,1,1,1,3,0,10.5,4.4,17.6
0,1,0,1,2,0,0,0,12.7,6,12.5
0,3,0,4,1,0,0,1,13.5,9,5.8
0,0,1,4,1,0,0,0,14.9,0,8.4
0,0,0,1,1,0,0,0,10.5,9,3.1
0,0,0,1,1,0,0,0,16,6.7,4.2
0,1,0,4,2,1,1,0,14.9,15.9,15.1
0,0,0,1,2,0,0,0,13.7,19.1,2.2
1,5,5,1,1,5,5,0,14.9,#N/A,23.8
1,5,0,3,0,4,1,0,18.9,41.3,33.3
1,0,0,4,3,1,1,1,18.1,33.6,17.2
0,5,0,1,3,0,4,1,16.3,33.3,29.7
0,0,0,4,1,3,0,1,14.2,15.4,11.4
0,5,3,1,1,2,2,0,18.9,38,31.3
0,5,2,1,2,1,0,0,13.5,10.6,21.6
0,0,1,1,1,0,0,0,12.4,10.5,17
0,5,4,1,3,0,3,0,12.4,18.8,21.5
0,5,1,1,1,0,0,0,13.5,22.3,17.3
0,0,0,1,1,0,0,0,14.9,9.7,0
0,0,0,4,1,0,0,0,14.8,11.1,21.5
0,0,0,1,1,0,0,0,14.8,17,21.6
1,5,4,3,3,3,0,1,13.7,30.4,14
1,5,5,1,2,5,5,0,14.9,26.4,15
1,1,0,4,1,1,3,0,13.5,26.9,7.1
0,5,0,4,1,0,0,1,12.7,26.8,20
0,5,3,1,4,2,4,0,13.5,34.8,4.1
0,0,1,1,1,0,0,0,14.9,18.3,21.8
0,0,0,1,1,0,0,1,12.7,15.3,5.1
0,0,0,0,4,4,2,0,10.5,#N/A,26.6
0,0,0,1,1,0,0,0,10.5,16.3,25.5
0,0,1,1,1,0,1,0,14.9,15.7,11.5
0,0,0,1,1,0,0,0,16,8.4,13.1
0,1,0,1,1,0,0,0,16,17.8,3.7
0,1,0,1,1,0,0,0,14.4,11.2,0
0,5,0,1,1,0,0,0,14.9,13.7,14.8
0,0,2,1,1,1,1,0,14.4,12.5,15.2
0,0,0,3,1,0,0,0,13.7,9.7,12.9
1,5,5,1,2,5,5,0,15.3,43.7,16.6
1,5,3,4,1,3,2,0,15.9,29.7,11.3
1,5,4,4,4,4,3,0,15.4,#N/A,22.8
0,0,0,1,2,2,4,0,14.3,38,13.3
0,0,1,1,1,0,1,1,14.1,12.4,12.6
0,0,0,3,2,1,0,1,14.1,15.8,11.7
0,0,0,4,1,0,0,0,13.4,14.9,8.5
0,0,2,1,2,1,1,1,13.5,10.1,22.7
0,0,1,1,1,0,0,0,14.3,3.5,16.6
1,0,5,4,1,5,5,0,13.1,10.1,3.7
1,0,0,1,1,0,0,0,15.3,12.2,7.5
1,0,4,1,2,4,4,0,13.6,40.1,12.5
0,0,0,1,1,0,0,1,17,15.3,13.3
0,0,0,1,1,0,0,0,16.1,4.1,11.7
0,0,0,3,1,1,0,0,15.3,10.3,4.6
0,0,1,1,1,3,0,1,13,13.5,9.5
0,0,0,1,1,0,0,0,14.8,4.8,6.6
0,0,1,1,1,0,1,0,13.1,11.7,3.3
0,0,0,1,1,0,0,1,13,14.8,19.4
0,0,3,4,1,2,1,0,14.8,26.4,8.8
0,0,2,1,1,0,2,0,15.6,5.4,8.3
0,0,0,4,1,1,3,0,17,11.7,8.1
0,0,0,1,1,0,0,0,16.1,17.6,11.7
0,5,0,2,1,0,0,0,13.6,8.6,4.7
0,0,0,1,1,0,0,0,15.6,0,0
1,0,1,1,1,5,5,0,17,31.4,17
1,0,5,3,2,4,4,0,15.2,30.4,17.6
1,0,1,1,1,1,2,0,16.7,4.1,11.7
0,0,4,1,1,1,3,0,14.2,19.1,3.2
0,0,2,1,2,3,1,1,10.4,7.6,12.7
0,3,0,1,1,0,0,1,16.9,15.9,0
0,1,0,1,1,0,0,0,16.7,13.9,18
0,0,0,1,1,0,0,0,15.2,2.6,9.5
0,0,0,1,1,0,0,0,13.2,0,9.5
0,0,0,1,1,0,0,1,12.2,7.8,6
0,0,0,1,1,0,0,0,17,6.6,6.5
0,0,3,1,1,2,1,0,16.9,21,15
1,0,4,4,1,4,0,0,15.7,10.5,18.5
1,0,3,1,1,5,2,0,11.8,0,5.2
1,0,2,1,1,0,1,1,20.6,9.4,4.5
0,0,1,3,1,1,5,0,19.7,31.9,13
0,3,1,1,2,3,3,0,14.3,33.3,11.3
0,0,0,2,1,1,4,1,15.7,10.5,26.3
0,0,5,4,1,2,1,0,16,21.5,33.3
0,0,0,1,1,0,0,0,11.8,0,6.8
0,0,0,3,1,0,0,1,16.4,15.5,0
1,5,4,4,4,4,4,0,13.6,#N/A,26
1,5,2,1,1,2,2,0,19.2,18,19.3
1,3,1,2,1,1,1,1,15.4,11.6,13.7
0,5,3,2,4,3,3,0,16.6,43.7,31.4
0,5,0,1,1,1,0,1,13.9,9.9,16.6
0,5,5,1,1,5,5,0,13.6,27.5,13.3
0,0,0,1,1,0,0,1,18,13.1,50
0,0,1,1,1,0,1,0,22,17.1,3.3
0,0,0,1,1,0,0,0,22,8.9,15.6
0,0,0,1,1,0,0,0,18,11.5,10.8
0,0,0,1,1,0,0,0,16.7,15.4,12.7
0,0,0,1,1,0,0,0,13.9,15,15.7
0,5,0,1,1,0,0,0,16.7,4.3,20
0,0,0,1,1,0,0,0,19.2,10.5,9
0,1,0,3,1,0,0,0,15.4,11.5,6.5
0,0,0,1,1,0,0,0,16.6,15.5,20
1,0,4,1,2,4,5,0,16.7,33.3,15.2
1,0,5,1,1,5,4,0,17,#N/A,25
1,5,0,1,1,0,1,1,14.2,14.2,8.4
0,3,1,1,1,1,0,0,16.9,9,9
0,5,1,1,1,1,2,0,12.2,15.9,4
0,1,0,1,1,0,0,0,10.4,12.5,11.1
0,0,0,1,1,0,0,0,15.2,19.1,19.2
0,0,0,1,1,0,0,1,10.4,7.6,0
0,0,0,1,1,0,0,0,13.2,12.3,9.3
0,0,0,1,1,0,0,0,16.9,5,19
0,0,0,1,1,0,0,0,16.7,10,4.1
0,0,2,1,1,2,3,0,13.2,13.4,10.6
0,1,0,1,1,0,0,0,12.2,0,4.8
0,0,0,1,1,0,0,0,15.2,14.8,13.3
0,0,3,1,1,3,1,0,17,22.1,13.3
0,0,0,1,1,0,0,1,14.2,9,26.6
1,0,0,1,1,0,0,0,10.7,10,0
1,5,5,1,2,4,1,0,12.7,11.6,22.6
1,0,3,1,2,5,0,0,16.5,34.4,11.4
0,5,2,4,3,1,4,0,17.6,39.5,7.6
0,0,4,1,1,2,3,0,13.9,#N/A,22.2
0,0,0,1,1,0,2,0,13.8,2.5,5.2
0,0,0,1,1,0,0,0,12.7,3,3
0,0,0,1,1,3,5,1,13.8,16.3,11.4
0,0,0,3,1,0,0,0,13.7,16.8,6.6
0,1,1,1,1,1,0,1,14.1,12.2,13.5
0,0,1,1,1,0,0,1,10.7,6,12
0,0,0,1,1,0,0,0,12.7,4.1,3.8
0,0,0,1,1,0,0,0,14.1,10.4,13
0,0,0,1,1,0,0,0,17.6,13,0
0,0,0,1,1,0,0,0,10.7,5.7,4.7
0,0,0,1,1,0,1,0,13.9,10.3,0
0,0,0,1,1,0,0,0,13.7,10.7,14.8
0,0,0,1,1,0,0,0,16.5,12.5,3.4
1,5,2,1,1,3,0,0,14.3,29.9,20
1,5,3,2,1,5,5,0,15.9,#N/A,19.1
1,0,1,1,1,1,1,0,15.3,3.7,6.2
0,0,0,1,3,1,0,1,13.5,31.9,14.5
0,0,0,1,1,0,0,0,14.1,10.2,9.3
0,0,1,1,1,2,1,1,15.9,9.1,20
0,0,0,1,1,0,0,0,15.3,6.6,0
0,0,5,1,1,0,4,0,14.3,15.8,13.7
0,0,0,1,1,0,0,0,14.1,5.4,4.8
0,0,0,1,1,0,2,1,14.3,4.5,11.1
0,1,4,1,1,4,3,0,14.3,21.1,7.8
0,0,0,1,1,0,0,0,13.4,12,3.2
0,0,0,1,1,0,0,0,15.4,8.4,13.6
0,0,0,1,1,0,0,0,13.4,0,13.6
0,0,0,1,1,0,0,0,15.4,17.5,13.6
1,0,5,1,1,5,5,0,10.5,#N/A,25.5
1,0,1,1,1,4,0,0,14.9,10.2,18.6
1,0,0,1,3,1,4,0,12.7,20.8,13.9
0,0,0,1,1,0,0,1,14.4,6.3,21.2
0,0,1,4,1,2,1,1,10.5,12.3,14.2
0,5,2,1,1,3,1,0,14.4,10.8,11.9
0,1,0,1,1,0,0,1,13.7,19.1,4.7
0,0,4,1,1,0,3,0,16,13.4,5.7
0,0,3,1,1,1,2,0,14.9,3.5,17
0,0,0,1,1,0,0,0,13.7,6.2,4.5
0,0,0,1,1,0,0,0,13.5,5.6,15.6
0,0,0,1,1,0,0,0,14.9,8.2,8.5
0,0,0,1,1,0,0,0,13.5,3.7,0
0,0,0,1,1,0,0,0,16,0,11.7
0,0,0,1,1,0,0,0,12.7,2.5,3
0,3,0,1,1,0,0,0,14.9,17.7,13.6
1,3,5,2,1,5,3,0,19,7.2,25
1,0,4,1,1,2,2,0,15,34.4,17.3
1,3,1,0,1,4,0,0,13.7,13,17.9
0,3,2,1,1,3,4,1,19,14,2.6
0,0,1,3,1,1,1,0,13.7,5.1,14.2
0,0,0,1,1,1,0,1,13.6,18.4,15.3
0,0,0,1,1,0,0,0,24.8,24.1,10
0,0,3,1,1,0,5,0,20,19.1,12
0,5,0,1,1,0,0,0,18.2,12.8,17.8
0,5,0,4,1,0,1,1,13.6,6.7,10.2
0,0,0,1,1,0,0,0,12.8,6.9,17.8
0,0,0,3,1,0,0,0,15,4.7,12.7
0,3,0,3,1,0,0,0,20,17,17.6
0,0,0,1,1,0,0,0,18.2,17,15
1,0,0,1,1,0,0,0,13.5,6,24.1
1,0,4,1,1,3,2,0,15.5,16,14.4
1,0,5,1,2,5,4,0,14.4,21.4,29
0,3,0,1,1,0,0,0,11.5,17.8,16.1
