,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,03,19,1,1,01,12,ディアマキニスタ
0,03,19,1,1,02,12,ローブドール
0,03,19,1,1,03,13,ナムラマナナ
0,03,19,1,1,04,11,タニノミステリー
0,03,19,1,1,08,10,エレンボーゲン
0,03,19,1,1,09,04,ミフトゥーロ
0,06,19,3,5,01,14,オルエン
0,06,19,3,5,02,06,マビヨン
0,06,19,3,5,04,12,マリノジェノヴァ
0,06,19,3,5,05,09,ゴーアブロード
0,06,19,3,5,06,02,テイエムアラタカ
0,06,19,3,5,08,03,スターフラッシュ
0,06,19,3,5,09,01,シャイントレイル
0,06,19,3,5,11,11,アガラス
0,09,19,2,5,02,08,ペイシャラストパイ
0,09,19,2,5,02,12,ラー
0,09,19,2,5,03,14,スペシャルワン
0,09,19,2,5,04,07,ゼットレオ
0,09,19,2,5,11,02,ワントゥワン
0,09,19,2,5,12,16,ナムラシンウチ
