,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,04,19,1,4,06,11,サンルイス
0,04,19,1,4,09,11,マッタナシ
0,04,19,1,4,10,15,オーダードリブン
0,04,19,1,4,11,03,ハクサンルドルフ
0,04,19,1,4,11,05,アドマイヤアルバ
0,04,19,1,4,11,09,キャプテンペリー
0,04,19,1,4,12,04,ヒルノデンハーグ
0,05,19,2,6,01,08,ブラックテキーラ
0,05,19,2,6,02,11,パラダイスキャット
0,05,19,2,6,04,08,ヨコスカダンディー
0,05,19,2,6,06,02,フロースヒルデ
0,05,19,2,6,07,14,ウエスタンボルト
0,05,19,2,6,09,05,リカビトス
0,05,19,2,6,11,15,ヴィッテルスバッハ
0,05,19,2,6,12,08,リスペクトアース
0,05,19,2,6,12,13,エンパイアステート
0,08,19,3,6,01,11,ゴールドメファ
0,08,19,3,6,05,03,ミッドサマーハウス
0,08,19,3,6,08,07,サダムラピュタ
0,08,19,3,6,09,09,ベルウッドケルン
