,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,8,01,11,クリノブラックオー
0,05,19,1,8,02,16,トピアリスト
0,05,19,1,8,04,11,スコッチリール
0,05,19,1,8,07,02,タンタフエルサ
0,05,19,1,8,07,07,エリティエール
0,05,19,1,8,07,08,ノーブルカリス
0,05,19,1,8,07,11,ロマンテソーロ
0,05,19,1,8,09,03,デルマルーヴル
0,05,19,1,8,09,07,ミヤケ
0,05,19,1,8,10,08,スモークフリー
0,05,19,1,8,11,03,ゴールドドリーム
0,05,19,1,8,11,04,メイショウウタゲ
0,05,19,1,8,11,07,サンライズノヴァ
0,05,19,1,8,11,13,ノンコノユメ
0,08,19,2,8,05,12,アンブレイカブル
0,08,19,2,8,08,01,ジャンヌ
0,08,19,2,8,09,02,ホットファイヤー
0,10,19,1,4,04,18,ビップナディア
0,10,19,1,4,07,03,ケアリアポンド
0,10,19,1,4,10,06,マセラシオン
0,10,19,1,4,10,07,レッドアルジーヌ
0,10,19,1,4,10,17,ブライティアシップ
