,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,03,19,1,4,02,02,タイキマイスター
0,03,19,1,4,03,14,オルオル
0,03,19,1,4,04,06,トミケンスラーヴァ
0,03,19,1,4,06,01,ダンツスピリット
0,03,19,1,4,07,15,ディーズエフォート
0,03,19,1,4,08,04,ウエスタンボルト
0,03,19,1,4,08,06,フラワーストリーム
0,03,19,1,4,10,03,グッドジュエリー
0,06,19,3,8,01,14,エレガントクラウン
0,06,19,3,8,02,04,カシノラウト
0,06,19,3,8,04,07,ヘヴンリータイム
0,06,19,3,8,08,03,ビヨンジオール
0,06,19,3,8,08,06,ヴェルスパー
0,06,19,3,8,10,05,ブラックジョー
0,06,19,3,8,10,07,タイセイエクレール
0,09,19,2,8,03,04,ニホンピロハビアー
0,09,19,2,8,03,07,イシュタルゲート
0,09,19,2,8,05,01,ヒミノブルー
0,09,19,2,8,06,09,リーガルメイン
0,09,19,2,8,08,04,タガノシャルドネ
0,09,19,2,8,08,06,サダムラピュタ
0,09,19,2,8,09,05,マイネルパラディ
0,09,19,2,8,11,06,コパノチャーリー
0,09,19,2,8,11,15,メイショウスミトモ
