,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,2,02,04,クリノブラックオー
0,05,19,1,2,04,14,メイショウハニー
0,05,19,1,2,04,15,スカイソング
0,05,19,1,2,05,05,グレルグリーン
0,05,19,1,2,05,15,ナムラブル
0,05,19,1,2,09,02,ゴーアブロード
0,05,19,1,2,09,04,トーセンカンビーナ
0,05,19,1,2,09,07,ミヤケ
0,05,19,1,2,09,08,アドマイヤスコール
0,05,19,1,2,10,01,ゴールドフラッグ
0,05,19,1,2,11,03,サトノファンタシー
0,05,19,1,2,11,12,サンライズノヴァ
0,05,19,1,2,11,13,メイショウウタゲ
0,05,19,1,2,12,04,アーチキング
0,05,19,1,2,12,05,ナイトバナレット
0,07,19,1,4,04,08,タラニス
0,07,19,1,4,06,05,アスカリアン
0,07,19,1,4,09,10,ホマレ
0,07,19,1,4,11,04,ナムラシンウチ
0,08,19,2,2,08,02,アースシンフォニー
0,08,19,2,2,10,04,ボールライトニング
