,JyoCD,Year,Kaiji,Nichiji,RaceNum,Umaban,Jyoken,Kyori,TrackCD,SibaBabaCD,DirtBabaCD,KakuteiJyuni,Ninki,PayTansyoUmaban1,PayTansyoPay1,PayTansyoNinki1,PayTansyoUmaban2,PayTansyoPay2,PayTansyoNinki2,PayFukusyoUmaban1,PayFukusyoPay1,PayFukusyoNinki1,PayFukusyoUmaban2,PayFukusyoPay2,PayFukusyoNinki2,PayFukusyoUmaban3,PayFukusyoPay3,PayFukusyoNinki3,PayFukusyoUmaban4,PayFukusyoPay4,PayFukusyoNinki4,PayFukusyoUmaban5,PayFukusyoPay5,PayFukusyoNinki5
0,06,2019,01,01,01,04,703,1200,24,0,1,09,15,09,000000390,02,,,,09,000000170,02,14,000001270,10,10,000000220,04,,,,,,
0,06,2019,01,01,01,08,703,1200,24,0,1,05,05,09,000000390,02,,,,09,000000170,02,14,000001270,10,10,000000220,04,,,,,,
0,06,2019,01,01,02,07,703,1800,24,0,1,02,12,08,000003000,09,,,,08,000000630,07,07,000001390,11,09,000000180,03,,,,,,
0,06,2019,01,01,03,02,703,1800,24,0,1,01,01,02,000000240,01,,,,02,000000140,01,12,000000340,06,09,000001150,10,,,,,,
0,06,2019,01,01,08,12,010,1200,24,0,1,02,04,03,000000480,02,,,,03,000000180,04,12,000000170,03,10,000000130,01,,,,,,
0,06,2019,01,01,10,13,999,1200,18,1,0,13,15,12,000000170,01,,,,12,000000110,01,15,000000290,06,01,000000260,05,,,,,,
0,06,2019,01,01,12,03,010,1600,18,1,0,05,03,01,000000720,04,,,,01,000000190,03,06,000000140,01,04,000000190,04,,,,,,
0,08,2019,01,01,02,07,703,1800,24,0,1,14,12,01,000000300,01,,,,01,000000180,01,14,000000280,05,08,000000640,08,,,,,,
0,08,2019,01,01,07,06,005,2000,17,1,0,10,16,04,000001830,06,,,,04,000000380,06,05,000000280,03,16,000000180,02,,,,,,
0,08,2019,01,01,07,09,005,2000,17,1,0,05,01,04,000001830,06,,,,04,000000380,06,05,000000280,03,16,000000180,02,,,,,,
0,08,2019,01,01,10,04,016,1200,24,0,1,09,10,09,000000220,01,,,,09,000000110,01,12,000000140,03,01,000000130,02,,,,,,
0,08,2019,01,01,11,08,999,1600,18,1,0,05,06,12,000000220,01,,,,12,000000140,01,15,000000410,06,07,000001130,11,,,,,,
