,JyoCD,Year,Kaiji,Nichiji,RaceNum,Umaban,Jyoken,Kyori,TrackCD,SibaBabaCD,DirtBabaCD,KakuteiJyuni,Ninki,PayTansyoUmaban1,PayTansyoPay1,PayTansyoNinki1,PayTansyoUmaban2,PayTansyoPay2,PayTansyoNinki2,PayFukusyoUmaban1,PayFukusyoPay1,PayFukusyoNinki1,PayFukusyoUmaban2,PayFukusyoPay2,PayFukusyoNinki2,PayFukusyoUmaban3,PayFukusyoPay3,PayFukusyoNinki3,PayFukusyoUmaban4,PayFukusyoPay4,PayFukusyoNinki4,PayFukusyoUmaban5,PayFukusyoPay5,PayFukusyoNinki5
0,03,2019,01,04,03,04,703,1700,24,0,2,11,10,15,000000780,03,,,,15,000000240,04,11,000000170,02,06,000000290,06,,,,,,
0,03,2019,01,04,06,03,703,1700,24,0,2,12,02,05,000002920,10,,,,05,000000730,10,11,000000140,01,10,000003190,13,,,,,,
0,06,2019,03,08,08,10,010,1200,18,1,0,01,07,10,000002900,07,,,,10,000001220,07,01,000000330,02,02,000000820,06,,,,,,
0,06,2019,03,08,10,10,999,1200,24,0,1,13,13,06,000001390,06,,,,06,000000400,08,16,000000290,04,08,000000190,02,,,,,,
0,06,2019,03,08,12,11,016,1600,18,1,0,07,03,02,000000520,01,,,,02,000000190,01,01,000000410,09,05,000000250,04,,,,,,
0,09,2019,02,08,01,15,703,1800,24,0,1,15,12,13,000000630,04,,,,13,000000180,04,03,000000150,01,08,000000160,02,,,,,,
0,09,2019,02,08,02,03,703,1200,24,0,1,04,10,06,000000920,04,,,,06,000000170,03,10,000000120,01,16,000000140,02,,,,,,
0,09,2019,02,08,04,04,703,1600,18,1,0,15,18,11,000000280,01,,,,11,000000130,01,17,000000250,04,18,000001450,11,,,,,,
0,09,2019,02,08,12,11,010,1400,24,0,2,13,09,10,000000460,01,,,,10,000000180,01,13,000000400,08,15,000000220,03,,,,,,
0,09,2019,02,08,12,13,010,1400,24,0,2,02,08,10,000000460,01,,,,10,000000180,01,13,000000400,08,15,000000220,03,,,,,,
