,JyoCD,Year,Kaiji,Nichiji,RaceNum,Umaban,Jyoken,Kyori,TrackCD,SibaBabaCD,DirtBabaCD,KakuteiJyuni,Ninki,PayTansyoUmaban1,PayTansyoPay1,PayTansyoNinki1,PayTansyoUmaban2,PayTansyoPay2,PayTansyoNinki2,PayFukusyoUmaban1,PayFukusyoPay1,PayFukusyoNinki1,PayFukusyoUmaban2,PayFukusyoPay2,PayFukusyoNinki2,PayFukusyoUmaban3,PayFukusyoPay3,PayFukusyoNinki3,PayFukusyoUmaban4,PayFukusyoPay4,PayFukusyoNinki4,PayFukusyoUmaban5,PayFukusyoPay5,PayFukusyoNinki5
0,05,2019,01,02,05,01,703,1600,11,1,0,05,08,06,000000200,01,,,,06,000000120,01,05,000000180,03,04,000000410,07,,,,,,
0,05,2019,01,02,08,10,010,1400,23,0,1,13,10,06,000000410,02,,,,06,000000130,02,04,000000120,01,09,000000730,10,,,,,,
0,05,2019,01,02,08,12,010,1400,23,0,1,06,04,06,000000410,02,,,,06,000000130,02,04,000000120,01,09,000000730,10,,,,,,
0,07,2019,01,04,01,10,703,1800,23,0,1,02,06,05,000003010,08,,,,05,000000670,08,10,000000510,07,15,000001080,09,,,,,,
0,07,2019,01,04,03,04,703,1200,23,0,1,03,06,03,000000290,01,,,,03,000000160,01,16,000000570,08,04,000000420,06,,,,,,
0,07,2019,01,04,06,06,005,1800,23,0,1,04,06,10,000000360,02,,,,10,000000130,02,08,000000110,01,02,000000380,07,,,,,,
0,07,2019,01,04,07,12,703,1600,11,1,0,12,16,06,000000690,03,,,,06,000000150,03,03,000000110,01,09,000000150,02,,,,,,
0,07,2019,01,04,08,11,005,1400,11,1,0,08,06,05,000001260,05,,,,05,000000320,06,16,000000140,01,14,000000140,02,,,,,,
0,07,2019,01,04,09,03,005,1400,23,0,1,11,10,11,000000510,03,,,,11,000000210,03,05,000000650,09,01,000000340,06,,,,,,
0,08,2019,02,02,04,04,005,1800,24,0,1,04,07,07,000000220,01,,,,07,000000110,01,08,000000390,06,03,000000150,03,,,,,,
0,08,2019,02,02,07,02,005,1200,24,0,1,05,03,12,000000200,01,,,,12,000000140,01,08,000000690,10,04,000000360,05,,,,,,
0,08,2019,02,02,07,07,005,1200,24,0,1,13,09,12,000000200,01,,,,12,000000140,01,08,000000690,10,04,000000360,05,,,,,,
0,08,2019,02,02,08,05,005,1800,24,0,1,11,10,06,000002680,06,,,,06,000000360,06,11,000000140,03,07,000000120,01,,,,,,
