,JyoCD,Year,Kaiji,Nichiji,RaceNum,Umaban,Jyoken,Kyori,TrackCD,SibaBabaCD,DirtBabaCD,KakuteiJyuni,Ninki,PayTansyoUmaban1,PayTansyoPay1,PayTansyoNinki1,PayTansyoUmaban2,PayTansyoPay2,PayTansyoNinki2,PayFukusyoUmaban1,PayFukusyoPay1,PayFukusyoNinki1,PayFukusyoUmaban2,PayFukusyoPay2,PayFukusyoNinki2,PayFukusyoUmaban3,PayFukusyoPay3,PayFukusyoNinki3,PayFukusyoUmaban4,PayFukusyoPay4,PayFukusyoNinki4,PayFukusyoUmaban5,PayFukusyoPay5,PayFukusyoNinki5
0,04,2019,01,02,01,06,703,1800,23,0,2,12,10,10,000000200,01,,,,10,000000110,01,11,000000130,02,05,000000260,06,,,,,,
0,04,2019,01,02,02,05,703,1200,23,0,2,00,00,04,000000800,05,,,,04,000000220,04,15,000000220,06,09,000000130,01,,,,,,
0,04,2019,01,02,03,11,703,1800,23,0,2,04,03,05,000001530,05,,,,05,000000310,05,03,000000800,07,07,000000150,02,,,,,,
0,04,2019,01,02,12,06,005,1200,23,0,2,06,13,12,000000410,02,,,,12,000000170,01,05,000000350,06,08,000000250,05,,,,,,
0,08,2019,03,04,01,13,703,1200,24,0,1,02,08,09,000011930,12,,,,09,000002050,11,13,000001300,08,05,000000240,02,,,,,,
0,08,2019,03,04,03,07,703,1400,24,0,1,07,12,11,000002490,09,,,,11,000000570,10,13,000000280,04,14,000000150,01,,,,,,
0,08,2019,03,04,04,01,703,1800,18,1,0,14,09,07,000000720,03,,,,07,000000220,05,04,000000130,01,06,000000200,03,,,,,,
0,08,2019,03,04,05,02,703,2000,17,1,0,13,06,11,000000140,01,,,,11,000000110,01,04,000000760,09,09,000000390,07,,,,,,
0,08,2019,03,04,05,14,703,2000,17,1,0,04,02,11,000000140,01,,,,11,000000110,01,04,000000760,09,09,000000390,07,,,,,,
0,08,2019,03,04,07,06,005,1800,24,0,1,07,04,08,000001010,05,,,,08,000000330,05,09,000000900,09,11,000000460,07,,,,,,
0,08,2019,03,04,10,07,016,2400,18,1,0,10,10,12,000000620,03,,,,12,000000210,04,01,000000150,02,03,000000210,05,,,,,,
0,08,2019,03,04,12,09,010,1400,24,0,1,16,04,04,000000560,03,,,,04,000000220,02,02,000000860,10,03,000000970,12,,,,,,
