,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,6,01,01,タッカーアリシア
0,05,19,1,6,01,05,カメリアテソーロ
0,05,19,1,6,01,09,キタノキセキ
0,05,19,1,6,01,11,フロリール
0,05,19,1,6,01,15,ハニーディスタフ
0,05,19,1,6,02,01,クリスタルアワード
0,05,19,1,6,02,06,チャンダナ
0,05,19,1,6,02,07,モリトイナセ
0,05,19,1,6,04,12,ユメノサキ
0,05,19,1,6,05,11,ショウナンサンキュ
0,05,19,1,6,05,14,ホシノウチカケ
0,05,19,1,6,05,15,コスモビックラコグ
0,05,19,1,6,06,01,ナムラカメタロー
0,05,19,1,6,06,02,ヴォイスオブジョイ
0,05,19,1,6,06,12,エンパイアシュアー
0,05,19,1,6,07,05,サンチェサピーク
0,05,19,1,6,07,12,アカリダイヤモンド
0,05,19,1,6,07,13,ハンドリー
0,05,19,1,6,07,16,ゴールドクロス
0,05,19,1,6,08,02,クールエイジア
0,05,19,1,6,09,11,ミリッサ
0,05,19,1,6,11,02,マードレヴォイス
0,05,19,1,6,12,01,ミカリーニョ
0,05,19,1,6,12,04,オンタケハート
0,05,19,1,6,12,09,レッドベルローズ
0,08,19,2,6,01,03,ブルベアカーキ
0,08,19,2,6,01,08,タケルライジング
0,08,19,2,6,02,01,クリノストロング
0,08,19,2,6,02,02,サンライマ
0,08,19,2,6,02,08,ウズシオ
0,08,19,2,6,02,10,マッシヴレジェンド
0,08,19,2,6,02,12,メイショウモルサ
0,08,19,2,6,02,13,デュアリティ
0,08,19,2,6,02,14,ヤマニンスリジエ
0,08,19,2,6,03,03,ブラックウォーリア
0,10,19,1,2,01,04,ジューンハルジオン
0,10,19,1,2,01,05,ハッシュゴーゴー
0,10,19,1,2,02,05,ヤマタケフリーダム
0,10,19,1,2,02,09,スターオブワンダー
0,10,19,1,2,02,10,カシノグランプリ
0,10,19,1,2,03,01,ミスプロト
0,10,19,1,2,03,16,ナムラガンマン
0,10,19,1,2,04,06,マヤノハルモニア
0,10,19,1,2,04,08,フォーエロ
0,10,19,1,2,08,02,マイネルサイルーン
0,10,19,1,2,08,14,サレンティーナ
0,10,19,1,2,09,02,マサト
0,10,19,1,2,09,10,インペリオアスール
0,10,19,1,2,11,06,レノヴァール
0,10,19,1,2,12,07,サラドリーム
