,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,03,19,1,6,02,01,マックスブロケイド
0,03,19,1,6,02,04,キーチケット
0,03,19,1,6,02,08,マシンガントーク
0,03,19,1,6,02,09,サンアマリロ
0,03,19,1,6,02,10,トーセンバイオ
0,03,19,1,6,02,13,ノンストップ
0,03,19,1,6,02,14,ガーデンコンサート
0,03,19,1,6,03,02,サクラザチェンジ
0,03,19,1,6,03,09,ヤマニンベイパー
0,03,19,1,6,04,07,グッドトゥヒアー
0,03,19,1,6,04,10,ナリノレーヴドール
0,03,19,1,6,05,01,マイタイムオブデイ
0,03,19,1,6,05,06,グラスベローナ
0,03,19,1,6,05,09,グッドショット
0,03,19,1,6,06,05,タイコ
0,03,19,1,6,07,11,パールヴァイン
0,03,19,1,6,08,08,ゴールドクロス
0,03,19,1,6,11,07,チタンクレバー
0,03,19,1,6,12,05,サンライズサーカス
0,03,19,1,6,12,10,シンボリブーケ
0,05,19,2,2,01,10,スペロラルーチェ
0,05,19,2,2,02,06,ハーモニーソード
0,05,19,2,2,02,09,オキミヤゲ
0,05,19,2,2,04,02,モリトイナセ
0,05,19,2,2,04,17,ハルシオンデイズ
0,05,19,2,2,05,13,クリノイヴァンカ
0,05,19,2,2,05,15,コマノヴァンドール
0,05,19,2,2,05,18,ピュアデボーション
0,05,19,2,2,07,03,ベルウッドミライ
0,05,19,2,2,07,08,モンテグロッソ
0,05,19,2,2,08,01,リンガスビンゴ
0,05,19,2,2,08,08,アポロマーキュリー
0,05,19,2,2,09,01,アイスストーム
0,05,19,2,2,09,02,ヴェルテアシャフト
0,05,19,2,2,09,03,モズダディー
0,05,19,2,2,09,06,サトノルーラー
0,05,19,2,2,09,07,セガールモチンモク
0,05,19,2,2,09,10,アーチキング
0,05,19,2,2,10,16,タイセイプレシャス
0,05,19,2,2,12,08,エピックアン
0,08,19,3,2,02,04,サンマルフラッシュ
0,08,19,3,2,02,06,ラストサマー
0,08,19,3,2,03,01,ブールバール
0,08,19,3,2,03,03,キンショーダンサー
0,08,19,3,2,03,05,ルーナクオーレ
0,08,19,3,2,03,10,ツーエムベリンダ
0,08,19,3,2,03,15,カリマンタン
0,08,19,3,2,04,09,ウインクルマリヒメ
0,08,19,3,2,05,01,シャドウアロング
0,08,19,3,2,05,05,ロードルーツ
0,08,19,3,2,08,02,ペプチドシャプネス
0,08,19,3,2,09,01,チャロネグロ
0,08,19,3,2,09,10,スペクター
0,08,19,3,2,11,09,ケイアイノーテック
