,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,03,19,1,5,02,02,バルディッシュ
0,03,19,1,5,02,16,トモノヘイヘイ
0,03,19,1,5,03,03,ビュブリス
0,03,19,1,5,03,14,ライフアンドソウル
0,03,19,1,5,04,01,メイショウゴウキ
0,03,19,1,5,04,07,トーヨーピース
0,03,19,1,5,04,11,シゲルサツマイモ
0,03,19,1,5,05,02,ヒロシゲセブン
0,03,19,1,5,06,01,サーベラージュ
0,03,19,1,5,07,02,ヨコスカダンディー
0,03,19,1,5,07,10,オンマイオウン
0,03,19,1,5,07,12,リリーエンデヴァー
0,03,19,1,5,08,01,グットクルサマー
0,03,19,1,5,11,02,カレンシリエージョ
0,05,19,2,1,01,15,エメラルドアゲン
0,05,19,2,1,01,16,ペイシャコリンナ
0,05,19,2,1,02,04,レアフィード
0,05,19,2,1,02,06,リンガスビャクヤ
0,05,19,2,1,02,09,ローズギフト
0,05,19,2,1,03,01,ハンターテソーロ
0,05,19,2,1,04,04,シゲルグリンダイヤ
0,05,19,2,1,04,06,マキ
0,05,19,2,1,04,13,ヤシャジン
0,05,19,2,1,05,14,グラデュアリー
0,05,19,2,1,06,04,カミノシルヴィ
0,05,19,2,1,07,06,ケイアイマリブ
0,05,19,2,1,07,14,ハヤブサレジェンド
0,05,19,2,1,08,03,トーセンゼロス
0,05,19,2,1,10,02,サトノケンシロウ
0,05,19,2,1,10,08,ダノンキングダム
0,05,19,2,1,10,11,シンギュラリティ
0,05,19,2,1,11,05,スマートダンディー
0,05,19,2,1,11,13,アルクトス
0,08,19,3,1,01,08,ウォーターヴィラ
0,08,19,3,1,02,01,ワンダークラッシー
0,08,19,3,1,05,08,レシプロケイト
0,08,19,3,1,06,12,プリンシアルーチェ
