,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,1,01,13,モリトイナセ
0,05,19,1,1,03,06,マックスアドバンス
0,05,19,1,1,03,09,ユイノコッペパン
0,05,19,1,1,03,10,ケイアイネイビー
0,05,19,1,1,03,16,ウインロノ
0,05,19,1,1,04,02,スマートグランダム
0,05,19,1,1,06,01,キャンディスイート
0,05,19,1,1,06,04,グレイテスト
0,05,19,1,1,06,06,ヤマニンベイパー
0,05,19,1,1,06,07,ミレニアムドリーム
0,05,19,1,1,06,12,サウスブルーグラス
0,05,19,1,1,07,12,ナイツブリッジ
0,05,19,1,1,07,16,ランパク
0,05,19,1,1,08,01,サトノディード
0,05,19,1,1,09,02,バレッティ
0,05,19,1,1,09,03,イダペガサス
0,05,19,1,1,10,02,デンバーテソーロ
0,05,19,1,1,10,09,ヘイワノツカイ
0,05,19,1,1,12,03,ランスマン
0,05,19,1,1,12,04,ディスパーション
0,05,19,1,1,12,05,レッドアーサー
0,05,19,1,1,12,06,ダークナイトムーン
0,05,19,1,1,12,13,カラリエーヴァ
0,07,19,1,3,01,05,ドウニモトマラナイ
0,07,19,1,3,01,09,ビューティーコパ
0,07,19,1,3,02,02,シャドウハンター
0,07,19,1,3,02,03,セイウンクロノス
0,07,19,1,3,02,07,ヘニーストライカー
0,07,19,1,3,02,09,アイルハヴウインズ
0,07,19,1,3,02,16,ユニバーサリティ
0,07,19,1,3,03,03,クリノイカズチオー
0,07,19,1,3,03,09,エリーグローリー
0,07,19,1,3,03,11,キャメロン
0,07,19,1,3,06,06,ジュンダイセツ
0,07,19,1,3,07,08,ブライトンピア
0,07,19,1,3,10,05,エンパイアシュアー
0,07,19,1,3,10,10,ロマンティコ
0,08,19,2,1,01,05,ヴァイル
0,08,19,2,1,02,05,パワープラント
0,08,19,2,1,02,08,メイショウワキザシ
0,08,19,2,1,02,12,マッシヴレジェンド
0,08,19,2,1,03,02,キクノアーリー
0,08,19,2,1,09,02,アマネセール
