,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,5,01,02,ルーナフォンテン
0,05,19,1,5,01,03,デルマシャンゼリゼ
0,05,19,1,5,01,09,サンダーソニア
0,05,19,1,5,01,13,シゲルホタルイシ
0,05,19,1,5,02,03,イリュージョニスト
0,05,19,1,5,02,11,ララファル
0,05,19,1,5,03,01,ノブベック
0,05,19,1,5,03,02,バスタキヤ
0,05,19,1,5,03,05,ロードミラージュ
0,05,19,1,5,03,06,ロサデラルス
0,05,19,1,5,03,15,イサチルダイチ
0,05,19,1,5,03,16,ピカレスクスマイル
0,05,19,1,5,04,03,グッバイガール
0,05,19,1,5,04,05,アキンド
0,05,19,1,5,07,06,サトノルーラー
0,05,19,1,5,07,08,ローズクランス
0,05,19,1,5,08,06,サンシャイアン
0,05,19,1,5,08,14,ランパク
0,05,19,1,5,09,09,ヒストリア
0,05,19,1,5,10,04,フレッチア
0,05,19,1,5,11,04,ジョディー
0,05,19,1,5,12,04,エピックアン
0,05,19,1,5,12,06,フィスキオ
0,05,19,1,5,12,07,サイモンジルバ
0,05,19,1,5,12,13,ゲンパチカイナル
0,05,19,1,5,12,15,ダイワギャバン
0,05,19,1,5,12,16,ラムセスバローズ
