,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,4,01,04,トモジャファイブ
0,05,19,1,4,01,08,ライフアンドソウル
0,05,19,1,4,02,05,サクラザチェンジ
0,05,19,1,4,02,07,モッズストーン
0,05,19,1,4,02,08,タマノカイザー
0,05,19,1,4,02,10,ムキムキムッキー
0,05,19,1,4,02,11,マテリアルワールド
0,05,19,1,4,02,13,アポロン
0,05,19,1,4,03,02,クロスパール
0,05,19,1,4,03,07,ワンダーマンボ
0,05,19,1,4,03,08,ペイシャルフェ
0,05,19,1,4,03,13,ログインボーナス
0,05,19,1,4,05,01,ロジタイム
0,05,19,1,4,05,04,カイラーサナータ
0,05,19,1,4,05,07,ゲハイムローゼ
0,05,19,1,4,05,10,ヴァガルーナ
0,05,19,1,4,05,11,ソルパシオン
0,05,19,1,4,05,14,リターンチョウサン
0,05,19,1,4,05,15,ショーヒデキラ
0,05,19,1,4,11,01,サトノアレス
0,05,19,1,4,11,07,ゴールドサーベラス
0,05,19,1,4,11,12,ショウナンアンセム
0,05,19,1,4,11,14,レアリスタ
0,07,19,1,6,01,03,ファンタジオ
0,07,19,1,6,02,04,フェリシタシオン
0,07,19,1,6,02,10,キュリオス
0,07,19,1,6,02,12,スピードボンバー
0,07,19,1,6,03,12,ナリノメジャー
0,07,19,1,6,06,02,スコッチフラワー
0,07,19,1,6,08,04,フッカツノノロシ
0,07,19,1,6,10,02,ヒドゥンパラメータ
0,08,19,2,4,01,05,ダンツシャープ
0,08,19,2,4,02,01,モンサンファスト
0,08,19,2,4,02,04,マンノグランプリ
0,08,19,2,4,02,11,オーブラン
0,08,19,2,4,03,05,オースミレーヴ
0,08,19,2,4,03,11,ショーギーニ
0,08,19,2,4,03,12,エーティースイセイ
0,08,19,2,4,05,08,ハルノナゴリ
0,08,19,2,4,11,07,アガラス
