,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,3,2,01,16,ダルメイン
0,06,19,3,2,02,01,ゴー
0,06,19,3,2,02,03,モントカイザー
0,06,19,3,2,02,05,マキ
0,06,19,3,2,02,06,パワーリンク
0,06,19,3,2,02,13,シュリュッセル
0,06,19,3,2,02,14,リワードアンヴァル
0,06,19,3,2,02,16,カズノマックイーン
0,06,19,3,2,03,03,タカラパーティ
0,06,19,3,2,03,05,ビジュミノル
0,06,19,3,2,03,06,ガッサンベリー
0,06,19,3,2,03,07,クリスタルアワード
0,06,19,3,2,03,10,タイセイアルディ
0,06,19,3,2,03,11,アシャカホンマル
0,06,19,3,2,04,15,ウォルフズハウル
0,06,19,3,2,05,04,ルマーカーブル
0,06,19,3,2,05,08,ヴォイスオブジョイ
0,06,19,3,2,06,01,フォルコメン
0,06,19,3,2,09,06,ウインイクシード
0,06,19,3,2,09,08,セガールモチンモク
0,06,19,3,2,10,06,ショウナンマルシェ
0,06,19,3,2,11,03,ジョーダンキング
0,06,19,3,2,12,02,アーバンイェーガー
0,06,19,3,2,12,03,アストロローグ
0,06,19,3,2,12,05,アルマユディト
0,07,19,2,6,02,06,ケイアイブロンズ
0,07,19,2,6,02,16,マイネルフトゥーロ
0,07,19,2,6,03,14,テイエムアラタカ
0,07,19,2,6,09,06,リオンリオン
0,07,19,2,6,11,17,ダイメイフジ
0,09,19,2,2,01,04,アイカリトマナカ
0,09,19,2,2,01,06,タイセイカリーノ
0,09,19,2,2,01,07,ホッコーフラッパー
0,09,19,2,2,01,12,テイエムウンマカ
0,09,19,2,2,01,16,アカネジョウ
0,09,19,2,2,02,07,ビービーダン
0,09,19,2,2,03,07,タイサイ
0,09,19,2,2,03,08,タガノアヴァンス
0,09,19,2,2,04,05,ディライトラッシュ
0,09,19,2,2,05,01,エイカイボルト
0,09,19,2,2,05,08,チャリスオブオナー
0,09,19,2,2,07,01,シンゼンブースター
0,09,19,2,2,07,04,サンライズハイアー
0,09,19,2,2,07,12,メラン
0,09,19,2,2,11,08,コスモイグナーツ
