,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,1,1,03,08,ゴールドソックス
0,06,19,1,1,03,10,ダイレクトフライト
0,06,19,1,1,03,11,ダラステソーロ
0,06,19,1,1,03,14,ペシュウィズダム
0,06,19,1,1,06,03,エングレーバー
0,06,19,1,1,07,04,トーセンゼロス
0,06,19,1,1,07,14,サトノディード
0,06,19,1,1,10,06,リョーノテソーロ
0,06,19,1,1,10,16,カラクレナイ
0,06,19,1,1,11,01,タニノフランケル
0,06,19,1,1,11,15,ステイフーリッシュ
0,06,19,1,1,12,05,サラーブ
0,08,19,1,1,02,03,イシュタルゲート
0,08,19,1,1,03,13,タガノシュトラール
0,08,19,1,1,07,10,アドマイヤプリヴ
0,08,19,1,1,08,04,ロジャーバローズ
0,08,19,1,1,11,05,バリス
0,08,19,1,1,11,10,リライアブルエース
0,08,19,1,1,11,13,アサクサゲンキ
0,08,19,1,1,11,14,ゴールドサーベラス
0,08,19,1,1,12,07,メイショウモウコ
0,08,19,1,1,12,10,アンティグラビティ
0,08,19,1,1,12,11,アロンザモナ
0,08,19,1,1,12,16,ディアボレット
