,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,08,19,2,5,01,03,メルテール
0,08,19,2,5,01,05,トウカイソフィア
0,08,19,2,5,02,05,ブレーヴウィザード
0,08,19,2,5,02,06,アンクルロイヤル
0,08,19,2,5,02,07,タマモサンシーロ
0,08,19,2,5,03,03,ロンリイマンサパタ
0,08,19,2,5,04,09,ディライトラッシュ
0,08,19,2,5,04,12,マイネルヴァッサー
0,08,19,2,5,07,07,タニセンジュピター
0,10,19,1,1,01,08,ブライトンテソーロ
0,10,19,1,1,01,12,カシノグルー
0,10,19,1,1,01,13,スカートフワリ
0,10,19,1,1,02,04,モーニングコン
0,10,19,1,1,02,09,ブルベアテラコッタ
0,10,19,1,1,02,11,タイサイ
0,10,19,1,1,03,04,オイシイナア
0,10,19,1,1,04,01,アイアンミリオン
