,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,3,01,03,ガッサンベリー
0,05,19,1,3,01,04,ペイシャネガノ
0,05,19,1,3,01,07,アンビシャススター
0,05,19,1,3,03,02,バイプレーヤー
0,05,19,1,3,03,03,レイジングラン
0,05,19,1,3,03,09,フクノモンルージュ
0,05,19,1,3,03,11,ビービーゲイル
0,05,19,1,3,03,12,アルママ
0,05,19,1,3,03,13,マックスアン
0,05,19,1,3,03,14,フクサンダーク
0,05,19,1,3,03,15,ドラマチックナイト
0,05,19,1,3,05,04,イルヴェントデーア
0,05,19,1,3,05,09,ペイシャスムーズ
0,05,19,1,3,05,10,オールイズスパーブ
0,05,19,1,3,05,13,カナロアガール
0,05,19,1,3,05,15,オメガドーヴィル
0,05,19,1,3,07,08,ルーチェソラーレ
0,05,19,1,3,07,14,ジェイケイマッチョ
0,05,19,1,3,08,03,ライクアロケット
0,05,19,1,3,08,06,ディーエスバズーカ
0,05,19,1,3,08,07,シネマソングス
0,05,19,1,3,09,02,スイープセレリタス
0,05,19,1,3,09,03,マーマレードガール
0,05,19,1,3,09,08,ナムラピアス
0,05,19,1,3,12,07,キングスヴァリュー
0,05,19,1,3,12,16,トレンドライン
0,07,19,1,5,01,01,タガノアヴァンス
0,07,19,1,5,01,04,ヘニーストライカー
0,07,19,1,5,01,08,ザプラウドワンズ
0,07,19,1,5,01,13,キモンカラー
0,07,19,1,5,02,02,ベルウッドヒビキ
0,07,19,1,5,02,03,シセイイシン
0,07,19,1,5,02,07,トライレグナム
0,07,19,1,5,02,10,ベルジュネス
0,07,19,1,5,02,11,グローバルステップ
0,07,19,1,5,02,14,ウォークザライン
0,07,19,1,5,04,02,マイネルレオーネ
0,07,19,1,5,04,05,コスモターンブルー
0,07,19,1,5,04,07,レオクイック
0,07,19,1,5,05,05,ムーンクレスト
0,07,19,1,5,10,01,イーサンパンサー
0,07,19,1,5,10,03,エヴァキュアン
0,07,19,1,5,11,07,オンタケハート
0,08,19,2,3,01,02,サフランビーナス
0,08,19,2,3,01,04,ミコノホマレ
0,08,19,2,3,01,07,プリンシパル
0,08,19,2,3,01,15,ジョイナイト
0,08,19,2,3,02,05,ピエナモネ
0,08,19,2,3,02,09,コパノケネディー
0,08,19,2,3,02,11,フェードアウト
0,08,19,2,3,02,13,グランドバレエ
0,08,19,2,3,03,02,ダイヤレイジング
0,08,19,2,3,03,12,ホームアゲイン
0,08,19,2,3,03,14,アイファーファーレ
0,08,19,2,3,03,16,ガーデンガーデン
0,08,19,2,3,12,03,マイネルユキツバキ
