,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,3,1,02,01,モンサンラファータ
0,06,19,3,1,02,02,シャドーバンキング
0,06,19,3,1,02,06,タイセイフレイム
0,06,19,3,1,02,10,ロコマイカイ
0,06,19,3,1,02,15,アストロゲート
0,06,19,3,1,02,16,アミュリオン
0,06,19,3,1,03,03,アイヅリュウコ
0,06,19,3,1,03,13,コパノアダムス
0,06,19,3,1,03,14,セイクリッドキング
0,06,19,3,1,04,08,モードフランス
0,06,19,3,1,05,01,アルママ
0,06,19,3,1,05,13,ブラッドストーン
0,06,19,3,1,06,09,アルマスティング
0,06,19,3,1,06,12,ユキノヴェルデ
0,06,19,3,1,07,06,サンジレット
0,07,19,2,5,01,11,ハニーディスタフ
0,07,19,2,5,04,01,ビッグバジェット
0,07,19,2,5,05,15,リリーエンデヴァー
0,07,19,2,5,06,01,カウムディー
0,07,19,2,5,06,03,ハーフバック
0,07,19,2,5,06,06,エイシントドロキ
0,07,19,2,5,06,15,ファムファタル
0,07,19,2,5,12,06,マイネルスフェーン
0,09,19,2,1,01,09,ヴァイル
0,09,19,2,1,02,04,タイヨウノコマチ
0,09,19,2,1,02,16,ニードルズアイ
0,09,19,2,1,03,11,サンマルフラッシュ
0,09,19,2,1,03,12,テイエムイブシギン
0,09,19,2,1,03,14,アドベントクランツ
0,09,19,2,1,06,08,ヘイワノツカイ
0,09,19,2,1,09,01,ラフェリシテ
0,09,19,2,1,09,05,テーオーキャンディ
