,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,2,7,01,10,チャンダナ
0,06,19,2,7,01,11,シダクティブノンコ
0,06,19,2,7,02,09,ショウナンタイヨウ
0,06,19,2,7,02,11,ブラックテキーラ
0,06,19,2,7,03,01,タイムファクター
0,06,19,2,7,06,01,ライル
0,06,19,2,7,06,15,セイウンフェアリー
0,06,19,2,7,07,04,パイロジェン
0,06,19,2,7,07,06,テンブン
0,06,19,2,7,07,08,ペイシャネガノ
0,06,19,2,7,07,10,メールデゾレ
0,06,19,2,7,08,03,ホウオウパフューム
0,06,19,2,7,08,08,ハナレイムーン
0,06,19,2,7,10,07,ネコワシ
0,07,19,2,3,01,02,エイシンジョーカー
0,07,19,2,3,01,07,ルプレジール
0,07,19,2,3,03,10,ヴァージンビート
0,07,19,2,3,04,06,タイセイアプローズ
0,07,19,2,3,04,07,キングジョーカ
0,07,19,2,3,05,06,シーレーン
0,07,19,2,3,05,11,ジャッカスバーク
0,07,19,2,3,05,14,カレンバッドボーイ
0,07,19,2,3,06,02,バレットタイム
0,07,19,2,3,07,04,マイディアライフ
0,07,19,2,3,07,09,ジェットモーション
0,07,19,2,3,09,09,キッズジョリー
0,07,19,2,3,09,13,プタハ
0,07,19,2,3,12,11,メイショウカイモン
0,09,19,1,7,02,01,マサノバルサー
0,09,19,1,7,02,02,マルカノーベル
0,09,19,1,7,02,04,タガノジョーヌ
0,09,19,1,7,02,07,グランデラムジー
0,09,19,1,7,02,16,ワンダーエマ
0,09,19,1,7,04,06,ヘルムヴィーゲ
0,09,19,1,7,04,11,サンマルエトワール
0,09,19,1,7,04,12,マルキーズ
0,09,19,1,7,04,14,メイショウサガノ
0,09,19,1,7,05,01,クリーンガーベラ
0,09,19,1,7,05,10,サニーサインズ
0,09,19,1,7,06,02,テツ
0,09,19,1,7,07,05,ハッピーオーキッド
0,09,19,1,7,11,03,オオエフォーチュン
0,09,19,1,7,12,07,スワーヴアラミス
