,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,8,02,02,フジノタカネ
0,05,19,1,8,02,03,ペイシャクレア
0,05,19,1,8,02,06,ヘニッヒ
0,05,19,1,8,06,12,アイアムジュピター
0,05,19,1,8,07,05,アルビオリクス
0,05,19,1,8,11,08,モーニン
0,05,19,1,8,12,01,タイガーヴォーグ
0,05,19,1,8,12,03,フクノグリュック
0,05,19,1,8,12,06,トークフレンドリー
0,08,19,2,8,05,01,サンライズアキレス
0,08,19,2,8,09,07,フランツ
0,08,19,2,8,10,06,アダムバローズ
0,08,19,2,8,11,07,ラブバレット
0,10,19,1,4,01,12,ブラックルシアン
0,10,19,1,4,02,06,サンライズカラマ
0,10,19,1,4,02,09,ロトヴィグラス
0,10,19,1,4,02,13,ホープフルスター
0,10,19,1,4,03,03,ジョブックビザーレ
0,10,19,1,4,04,11,ケイアイサクソニー
0,10,19,1,4,06,06,デアリングアイデア
0,10,19,1,4,06,07,アドラメレク
0,10,19,1,4,07,10,スターリーステージ
0,10,19,1,4,10,10,ロックザボート
0,10,19,1,4,12,02,ロイヤルメジャー
0,10,19,1,4,12,06,タイセイブレーク
0,10,19,1,4,12,16,アンインジュリー
