,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,2,5,01,06,セクシオンドール
0,06,19,2,5,02,04,ネオブレイブ
0,06,19,2,5,02,06,ファンタスティック
0,06,19,2,5,02,13,ラウズアップ
0,06,19,2,5,06,01,スカイズザリミット
0,06,19,2,5,07,04,ダイシンインディー
0,06,19,2,5,08,14,アースヴィグラス
0,06,19,2,5,09,15,トーセンアンバー
0,06,19,2,5,10,08,フェイズベロシティ
0,06,19,2,5,10,12,トレジャーマップ
0,06,19,2,5,11,02,ノームコア
0,06,19,2,5,12,02,ダウンザライン
0,06,19,2,5,12,10,デルマカルヴァドス
0,07,19,2,1,01,06,ショウナンマンカイ
0,07,19,2,1,01,07,デンコウミシオン
0,07,19,2,1,03,01,デルマシャンティ
0,07,19,2,1,03,09,タイセイグリード
0,07,19,2,1,05,02,ラッキーファインド
0,07,19,2,1,05,13,ホワイトショーコ
0,07,19,2,1,06,03,ハイエストクイーン
0,07,19,2,1,06,09,クールデザイン
0,07,19,2,1,08,03,エバープリンセス
0,07,19,2,1,08,07,リュニヴェール
0,07,19,2,1,08,14,レッドイリーゼ
0,07,19,2,1,09,06,デルマカミカゼ
0,07,19,2,1,09,09,シトラスクーラー
0,07,19,2,1,09,12,ファントムメナス
0,07,19,2,1,09,15,サンマルライバル
0,07,19,2,1,11,02,ダイトウキョウ
0,07,19,2,1,11,04,デスティニーソング
0,07,19,2,1,12,04,ヴァルディノート
0,09,19,1,5,04,09,ブラザーサン
0,09,19,1,5,10,06,クリノラホール
0,09,19,1,5,11,02,タイセイエクレール
0,09,19,1,5,11,05,スマートアヴァロン
0,09,19,1,5,11,10,サングラス
0,09,19,1,5,11,15,スズカコーズライン
0,09,19,1,5,12,03,カカアコ
0,09,19,1,5,12,04,ノーブルスノー
