,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,03,19,1,2,03,01,ボニーソックス
0,03,19,1,2,04,11,ダブルコーク
0,03,19,1,2,07,07,ディーエスバズーカ
0,03,19,1,2,08,15,ジョブックコメン
0,03,19,1,2,09,15,ニシノオトコマサリ
0,03,19,1,2,10,02,シゲルシイタケ
0,03,19,1,2,10,10,フレスコパスト
0,03,19,1,2,11,07,キクノウェスター
0,03,19,1,2,11,12,スリーパスポート
0,03,19,1,2,12,05,キスオンザグリーン
0,06,19,3,6,02,05,ゴー
0,06,19,3,6,03,07,コルシカフレーバー
0,06,19,3,6,04,09,オーレア
0,06,19,3,6,04,14,アレクサンドレッタ
0,06,19,3,6,07,05,フレッシビレ
0,06,19,3,6,07,08,マリーツァ
0,06,19,3,6,07,15,ストライクショット
0,06,19,3,6,11,08,タイムトリップ
0,06,19,3,6,11,14,メイソンジュニア
0,06,19,3,6,12,01,ステラルーチェ
0,06,19,3,6,12,02,ミスパイロ
0,06,19,3,6,12,06,タイセイスペリオル
0,09,19,2,6,07,01,ピエナミント
0,09,19,2,6,07,11,ペプチドオーキッド
0,09,19,2,6,07,12,トウカイオルデン
0,09,19,2,6,10,10,ハウメア
0,09,19,2,6,11,02,エールヴォア
0,09,19,2,6,11,12,ノーワン
