,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,2,7,01,05,セイドアモール
0,06,19,2,7,02,03,ボーイズオブサマー
0,06,19,2,7,03,04,ケイアイビリジアン
0,06,19,2,7,07,02,ケイゴールド
0,06,19,2,7,12,02,グリトニル
0,07,19,2,3,08,04,エスプリゾーン
0,07,19,2,3,08,07,アヴァント
0,07,19,2,3,09,08,キョウワスピネル
0,07,19,2,3,09,11,ラッシュバンガード
0,07,19,2,3,11,14,イッツクール
0,07,19,2,3,12,11,メイショウカイモン
0,07,19,2,3,12,13,ハングリーベン
0,09,19,1,7,06,05,エコロシンフォニー
0,09,19,1,7,07,08,トラストマヴィア
0,09,19,1,7,08,02,クリノアントニヌス
0,09,19,1,7,08,05,アイファーアピール
0,09,19,1,7,10,03,メイショウオルソ
0,09,19,1,7,10,11,シンゼンスタチュー
