,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,03,19,1,6,01,11,クールティアラ
0,03,19,1,6,06,10,セブンズゴールド
0,03,19,1,6,08,05,アルミューテン
0,03,19,1,6,11,01,レディバード
0,03,19,1,6,11,06,イキオイ
0,03,19,1,6,11,07,チタンクレバー
0,05,19,2,2,02,06,ハーモニーソード
0,05,19,2,2,04,08,ナンヨーシンゲツ
0,05,19,2,2,06,01,シゲルアコヤガイ
0,05,19,2,2,06,04,エルピド
0,05,19,2,2,06,09,オーヴェルニュ
0,05,19,2,2,07,05,クリノオスマン
0,05,19,2,2,07,08,モンテグロッソ
0,05,19,2,2,08,01,リンガスビンゴ
0,05,19,2,2,09,07,セガールモチンモク
0,05,19,2,2,10,03,スティンライクビー
0,05,19,2,2,10,10,フランシスコダイゴ
0,05,19,2,2,12,03,フィスキオ
0,05,19,2,2,12,14,ミッキーワイルド
0,08,19,3,2,01,07,ドアトゥブリス
0,08,19,3,2,07,02,アルマアノン
0,08,19,3,2,07,06,ラタンドレス
0,08,19,3,2,07,10,クリノクノイチ
0,08,19,3,2,07,12,サンクララ
0,08,19,3,2,08,12,アドマイヤクィーン
0,08,19,3,2,11,03,インディチャンプ
0,08,19,3,2,11,10,メイショウオワラ
0,08,19,3,2,12,07,サンマルペンダント
0,08,19,3,2,12,15,シャワーブーケ
