,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,2,2,01,13,ボニーソックス
0,06,19,2,2,02,14,ケイアイビリジアン
0,06,19,2,2,03,09,タイセイグリード
0,06,19,2,2,06,03,ヒマワリオジョウ
0,06,19,2,2,07,05,テンワールドレイナ
0,06,19,2,2,07,08,レッドイリーゼ
0,06,19,2,2,07,13,ロジブリランテ
0,06,19,2,2,07,15,ライトカラカゼ
0,06,19,2,2,07,16,アムネスティ
0,06,19,2,2,08,02,ヒロノワカムシャ
0,06,19,2,2,09,01,クロムウェル
0,06,19,2,2,09,10,エムアイグランツ
0,06,19,2,2,10,16,ルッジェーロ
0,06,19,2,2,11,02,マルターズアポジー
0,06,19,2,2,11,04,シベリアンスパーブ
0,06,19,2,2,12,14,エタニティーワルツ
0,09,19,1,2,01,13,タガノカルーア
0,09,19,1,2,02,07,ウォークザライン
0,09,19,1,2,02,14,ズヴィズダー
0,09,19,1,2,07,03,パワーアッシュ
0,09,19,1,2,11,04,タイムトリップ
0,09,19,1,2,11,11,ロードクエスト
0,09,19,1,2,12,07,グローリーグローリ
0,10,19,1,6,02,09,マリノディアナ
0,10,19,1,6,03,05,ナンヨーシンゲツ
0,10,19,1,6,03,16,ミスアニバーサリー
0,10,19,1,6,03,18,ハッピービギニング
0,10,19,1,6,04,10,ハードエイム
0,10,19,1,6,06,04,ロードキング
0,10,19,1,6,06,06,アカリダイヤモンド
0,10,19,1,6,06,08,サンライズローリエ
0,10,19,1,6,07,18,リーゼントシャルフ
0,10,19,1,6,08,08,ランリーナ
0,10,19,1,6,08,09,ワタシヲマッテル
0,10,19,1,6,09,13,トラストマヴィア
0,10,19,1,6,10,07,マイネルザウバア
0,10,19,1,6,11,13,メイソンジュニア
0,10,19,1,6,12,14,シースプラッシュ
