,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,05,19,1,1,01,14,マインナナ
0,05,19,1,1,04,07,セイカヤマノ
0,05,19,1,1,07,10,ハーモニーライズ
0,05,19,1,1,09,10,クレマンダルザス
0,05,19,1,1,12,16,ヘッドストリーム
0,07,19,1,3,01,03,ベルキューズ
0,07,19,1,3,04,01,ヒザクリゲ
0,07,19,1,3,08,04,フクノヴァランス
0,07,19,1,3,08,14,フロースヒルデ
0,07,19,1,3,08,15,オールデン
0,07,19,1,3,09,05,アドマイヤキング
0,07,19,1,3,10,02,スマートセラヴィー
0,07,19,1,3,10,10,ロマンティコ
0,07,19,1,3,11,01,レッドジェノヴァ
0,07,19,1,3,11,02,レイホーロマンス
0,07,19,1,3,12,03,アグネスユーリヤ
0,07,19,1,3,12,13,ピースマインド
0,08,19,2,1,05,05,ブルベアベージュ
0,08,19,2,1,07,06,アンセム
0,08,19,2,1,11,11,スミレ
0,08,19,2,1,11,14,ディープミタカ
0,08,19,2,1,12,12,ライトオブピース
