,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,2,1,01,02,コルシカフレーバー
0,06,19,2,1,02,01,ボヘミアラプソディ
0,06,19,2,1,02,12,サンビンガムトン
0,06,19,2,1,03,15,スリーコーズライン
0,06,19,2,1,11,03,タケショウベスト
0,06,19,2,1,11,04,イオラニ
0,06,19,2,1,11,05,ダイトウキョウ
0,06,19,2,1,12,11,ボールドアテンプト
0,09,19,1,1,06,09,ベルクカッツェ
0,09,19,1,1,07,03,トーホウビスカヤ
0,09,19,1,1,07,15,アイファーアピール
0,09,19,1,1,09,01,カフジプリンス
0,09,19,1,1,10,01,イッツクール
0,09,19,1,1,11,02,ホーリーブレイズ
0,10,19,1,5,03,07,カウムディー
0,10,19,1,5,04,04,ニットウヴィクスン
0,10,19,1,5,05,07,クワヒカリ
0,10,19,1,5,05,16,スターオブワンダー
0,10,19,1,5,06,02,ポーラーブレイズ
0,10,19,1,5,06,08,マッチョベリー
0,10,19,1,5,07,09,トウシンタイガー
0,10,19,1,5,09,02,ブロウユアマインド
0,10,19,1,5,09,03,タガノシャルドネ
0,10,19,1,5,11,04,メジャーレート
0,10,19,1,5,11,05,レディバード
0,10,19,1,5,11,12,ブリクスト
0,10,19,1,5,12,03,ヤマニンルサリー
0,10,19,1,5,12,10,マルモレイナ
0,10,19,1,5,12,13,メイショウサンアイ
