,jyoCd,Year,Kaiji,Nichiji,RaceNum,Umaban,Bamei
0,06,19,2,8,01,12,ジャストベリー
0,06,19,2,8,04,09,サンビンガムトン
0,06,19,2,8,07,01,ブレイブウォリアー
0,06,19,2,8,07,02,メガポリゴン
0,06,19,2,8,07,08,バットオールソー
0,06,19,2,8,08,09,ライトカラカゼ
0,06,19,2,8,09,04,ショウナンライズ
0,06,19,2,8,11,07,リーガルメイン
0,06,19,2,8,11,12,タガノディアマンテ
0,06,19,2,8,12,12,アポロレイア
0,07,19,2,4,02,01,クリノイカズチオー
0,07,19,2,4,02,02,ホワイトストーム
0,07,19,2,4,05,04,ボヘミアラプソディ
0,07,19,2,4,07,04,モンテルース
0,07,19,2,4,07,08,ブライトメジャー
0,07,19,2,4,08,01,ヴェルトゥアル
0,07,19,2,4,08,10,シンアンドケン
0,07,19,2,4,09,02,エミーリオ
0,07,19,2,4,09,10,スラッシュメタル
0,07,19,2,4,12,16,トモジャスティス
0,09,19,1,8,06,10,トイガー
0,09,19,1,8,07,01,タガノシャルドネ
0,09,19,1,8,07,09,エイシンクリック
0,09,19,1,8,09,08,スペードクイーン
0,09,19,1,8,09,09,ユアスイスイ
0,09,19,1,8,11,07,カフジプリンス
0,09,19,1,8,12,06,キングラディウス
